ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Non-Profit_Status,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact
6620630,Fort Madison Community Hospital,5445 Avenue 'O',Fort Madison,52627-9611,IA,,For-Profit,2022,Combination of counties and places,"Des Moines, Lee",N/A,"Burlington, Danville, Mediapolis, Middletown, Sperry, West Burlington, Yarmouth","Mental Health, Substance Misuse, Poverty and Equity, Obesity/Overweight","Mental Health, Substance Misuse, Poverty and Equity, Obesity/Overweight",https://www.greatriverhealth.org/documents/2022_SEIRMC_CHNA_HIP_Final.pdf ,Same as CHNA,publicrelations@greatriverhealth.org
6620680,Franklin General Hospital,"1720 Central Avenue East, Suite A",Hampton,50441-1867,IA,Trinity Health,,N/A unable to find,,,,,,,,,
6620004,"Genesis Medical Center, Davenport",1227 East Rusholme Street,Davenport,52803-2498,IA,Genesis Health System,For-Profit,2021,Combination of counties and zip codes,"Scott, Muscatine","52739, 52766, 52776, 52720, 52720, 52778, 52761, 52749, 52765, 52769, 52726, 52745, 52746, 52773, 52804, 52806, 52728, 52802, 52803, 52756, 52807, 52758, 52768, 52753, 52722,6259, 61232, 61284, 61279, 61201, 61265, 61282, 61244, 61278, 61275, 61257,61242.",N/A,"Access to Healthcare, Cancer, Diabetes, Heart Disease and Stroke, Housing, Infant Health and Family Planning, Injury and Violence, Kidney Disease, Mental health, Nutrition, Physical activities and weight, Oral health, Respiratory needs, Substance abuse","Infant Health - Prenatal care to reduce the number of low birth weight infants, Mental Health Services, Nutrition, Physical Activity and Weight, Access to health care services, Diabetes care",https://www.genesishealth.com/app/files/public/bf0c8b8b-5df0-459c-bacd-e450e8af516c/FINAL%202021%20PRC%20CHA%20Report%20Scott%20Muscatine%20and%20Rock%20Island%20Counties.pdf ,https://www.genesishealth.com/app/files/public/8d075bf3-7eb0-4712-94d7-bbec71ec94d5/CHNA%20GMC%20Davenport%20Process%20and%20Priorites.pdf ,N/A
6620475,"Genesis Medical Center, DeWitt",1118 11th Street,De Witt,52742-1296,IA,Genesis Health System,For-Profit,2021,List of Counties,Clinton,N/A,N/A,"Healthy Behaviors, Decrease Youth Risky Behaviors, Mental Health Awareness and Services ","Integrated health, wellness activities, smoking cessation, physical activity and weight status; Teenage pregnancy, marijuana use; Suicide prevention and awareness, medication disposal, education on adverse childhood experience (ACE)
",https://www.genesishealth.com/app/files/public/2e69fd44-50fc-4b40-bfa4-ded55eea9d5e/Community%20Commons_Clinton%20County_1.29.21.pdf,https://www.genesishealth.com/app/files/public/2140c5ca-fe2a-4bd1-9c29-ffc019a12378/CHNA%20Implementation%20Plans%202022-Genesis%20Medical%20Center%20DeWitt.pdf,N/A
6620670,George C Grape Community Hospital,2959 US Highway 275,Hamburg,51640-5067,IA,,Non-Profit,2022,List of Counties,Fremont ,N/A,N/A," Mental Health (Diagnosis, Placement, Aftercare), Primary Care, Food Insecurity,  Visiting Specialists (ENT, PUL, DERM, PSYCH), Senior Activities,  Adequate Healthcare Staffing, Substance Abuse (Drugs) "," Mental Health (Diagnosis, Placement, Aftercare), Primary Care, Food Insecurity,  Visiting Specialists (ENT, PUL, DERM, PSYCH), Senior Activities,  Adequate Healthcare Staffing, Substance Abuse (Drugs) ",https://www.grapehospital.com/getpage.php?name=news_chna2022,https://www.grapehospital.com/getpage.php?name=news_chna2022,CJK@VandehaarMarketing.com
6620115,Great River Health System,1221 South Gear Avenue,West Burlington,52655-1681,IA,,Non-Profit,2022,Combination of counties and places,"Des Moines, Lee",N/A,"Burlington, Fort Madison, Danville, Mediapolis, Middletown, Sperry, West Burlington, Yarmouth","Mental Health and Substance Misuse, Obesity/Overweight, Poverty and Equity","Mental Health and Substance Misuse, Obesity/Overweight, Poverty and Equity",https://www.greatriverhealth.org/documents/2022_SEIRMC_CHNA_HIP_Final.pdf,https://www.greatriverhealth.org/documents/2022_SEIRMC_CHNA_HIP_Final.pdf,N/A
6620332,Greater Regional Medical Center,1700 West Townline Street Suite 3,Creston,50801-1099,IA,UnityPoint Health,For-Profit,N/A unable to find,,,,,,,,,
6620800,Greene County Medical Center,1000 West Lincolnway,Jefferson,50129-1645,IA,UnityPoint Health,Non-Profit,N/A unable to find,,,,,,,,,
6620665,Grundy County Memorial Hospital,201 East 'J' Avenue,Grundy Center,50638-2096,IA,UnityPoint Health,,N/A unable to find,,,,,,,,,
6621400,Gundersen Palmer Lutheran Hospital and Clinics,112 Jefferson Street,West Union,52175-1022,IA,Gundersen Health System,Non-Profit,2022,List of Counties,"Fayette, Winneshiek, Allamakee, Clayton, Buchannan, Bremer, Chickasaw",n/a,n/a,"Access to healthcare, Good job and healthy economy, Healthy behaviors and lifestyles, Obesity, Limited or no success to mental health services, Aging (arthritis, hearing/vision loss, dementia, etc.), Poor nutrition, Alcohol use, Illegal drug abuse, Physical Inactivity, Bullying (physical, emotional, cyber), Screen time, Healthy diets","Prevention, Access to Healthcare (with focus on mental health), Nutrition",https://www.gundersenhealth.org/sites/default/files/acquiadam_assets/2022-12/Gundersen%20Palmer%20CHNA2022.pdf,https://www.gundersenhealth.org/sites/default/files/acquiadam_assets/2022-12/Gundersen%20Palmer%20HIP2022.pdf,n/a
6620666,Guthrie County Hospital,710 North 12th Street,Guthrie Center,50115-1544,IA,UnityPoint Health,Non-Profit,N/A unable to find,,,,,,,,,
6620667,Guttenberg Municipal Hospital,200 Main Street,Guttenberg,52052-9108,IA,MercyOne,Non-Profit,2019,List of Counties,Clayton,N/A,N/A,"Mental health, emergency preparedness, obesity, caregiver support, environment","Mental health, emergency preparedness, obesity, caregiver support, environment",https://www.mercyone.org/elkader/_assets/documents/2019-2021-chna.hip-for-mercyone-elkader-medical-center.ccph.pdf,https://www.mercyone.org/elkader/_assets/documents/2019-2021-chna.hip-for-mercyone-elkader-medical-center.ccph.pdf,N/A
6620101,Hancock County Health System,532 First Street NW,Britt,50423-1227,IA,MercyOne,Non-Profit,2016,List of Counties,Hancock,N/A,N/A,"Alcohol abuse, obesity, smoking reduction, aging, texting/phone use while driving, outdoor air quality, radon exposure, safe housing, immunization, community preparedness, access to mental health services, diabetes education, bullying prevention","Alcohol abuse, obesity, smoking reduction, aging, texting/phone use while driving, outdoor air quality, radon exposure, safe housing, immunization, community preparedness, access to mental health services, diabetes education, bullying prevention",https://idph.iowa.gov/Portals/1/userfiles/91/CHNA%26HIP/2016%20CHNA%26HIPs/Hancock%20County%20CHNA%201-19-16.pdf,https://idph.iowa.gov/Portals/1/userfiles/91/CHNA%26HIP/2016%20CHNA%26HIPs/Hancock%20County%20CHNA%201-19-16.pdf,hiscockd@mercyhealth.com
6620790,Hansen Family Hospital,920 South Oak,Iowa Falls,50126-9506,IA,Trinity Health,Non-Profit,N/A unable to find,,,,,,,,,
6620710,Hawarden Regional Healthcare,1111 11th Street,Hawarden,51023-1999,IA,Trinity Health,Non-Profit,2019,"Combination of counties, zip codes, and places",Sioux,"51001, 51023, 51027","Akron, Ireton","Transportation, Housing","Obesity, Translation and Interpretation, Community education on parenting and child development",https://hawardenregionalhealthcare.com/media/files/Community%20Health%20Needs%20Assessment%20Hawarden%202019.pdf,N/A,N/A
6621202,Hegg Health Center Avera,1202 21st Avenue,Rock Valley,51247-1497,IA,Avera Health,Non-Profit,2022,Combination of counties and places,Sioux,N/A,Rock Valley,"Mental health, Obesity, Nutrition, and Physical Activity, Health Care Access","Mental Health, Social determinants of health- assessing and addressing on an ongoing basis, Heart disease, Health care access",https://www.hegghc.org/wp-content/uploads/2022/11/2022-chna-hegg.pdf,https://www.hegghc.org/wp-content/uploads/2022/11/2022-CHNA-Implementation-Plan.pdf,N/A
6620970,Henry County Health Center,407 South White Street,Mount Pleasant,52641-2263,IA,,Non-Profit,2020,Combination of counties and places,Henry,N/A,"Mt. Pleasant, Hillsboro, New London, Olds, Rome, Salem, Wayland, Westwood, Winfield","Mental Health, Obesity/Poor Nutrition, Cancers, Access to Health Care, Infectious Disease Mitigation, Low-income/Poverty, Underinsured/Lack of health insurance, Tobacco/Nicotine Use, Substance Use, Cardiovascular Disease","Mental Health, Obesity/Poor Nutrition, Cancers, Access to Health Care, Infectious Disease Mitigation, Low-income/Poverty, Underinsured/Lack of health insurance, Tobacco/Nicotine Use, Substance Use, Cardiovascular Disease",https://www.greatriverhealth.org/documents/content/2020-Community-Health-Needs-Assessment-report.pdf,N/A,N/A
6620724,Horn Memorial Hospital,701 East Second Street,Ida Grove,51445-1699,IA,,Non-Profit,2022,List of Counties,"Ida, Sac, Monona",N/A,N/A,"ACCESS TO HEALTH CARE SERVICES, CANCER, HEART DISEASE & STROKE, INJURY & VIOLENCE, MENTAL HEALTH, ORAL HEALTH, RESPIRATORY DISEASE, SUBSTANCE ABUSE","Mental Health, Substance Abuse, Heart Disease & Stroke, Respiratory Disease, Cancer, Oral Health, Injury & Violence, Access to Health Care",https://www.hornmemorialhospital.org/docs/2022_CHNA_Report.pdf,https://www.hornmemorialhospital.org/docs/2022-2025_CHNA_Implementation_Plan.pdf,N/A
6620723,Humboldt County Memorial Hospital,1000 North 15th Street,Humboldt,50548-1008,IA,UnityPoint Health,,N/A unable to find,,,,,,,,,
6620785,Iowa City Veterans Affairs Health Care System,601 Highway 6 West,Iowa City,52246-2208,IA,Department of Veterans Affairs,,N/A unable to find,,,,,,,,,
6621035,Iowa Medical and Classification Center,2700 Coral Ridge Avenue,Coralville,52241-4708,IA,,,N/A unable to find,,,,,,,,,
6620096,Iowa Specialty Hospital-Belmond,403 1st Street SE,Belmond,50421-1201,IA,Iowa Specialty Hospitals,Non-Profit,N/A unable to find,,,,,,,,,
6620260,Iowa Specialty Hospital-Clarion,1316 South Main Street,Clarion,50525-2019,IA,Iowa Specialty Hospitals,Non-Profit,N/A unable to find,,,,,,,,,
6620895,Jackson County Regional Health Center,700 West Grove Street,Maquoketa,52060-2163,IA,Genesis Health System,Non-Profit,2021,List of Counties,Jackson ,N/A,N/A,"Health Insecurity, Access to Primary Care, Obesity, Poor Nutrition, Cancer, Depression, Diabetes, Coronary Heart Disease, Drug Overdose, Stroke","Substance Abuse, Mental Health, Obesity",https://www.jcrhc.org/community-health/assessment/,https://www.jcrhc.org/community-health/assessment/,N/A
6620565,Jefferson County Health Center,2000 S Main,Fairfield,52556-9572,IA,,Non-Profit,N/A unable to find,,,,,,,,,
6629060,Keokuk County Health Center,23019 Highway 149,Sigourney,52591-8341,IA,,,N/A unable to find,,,,,,,,,
6620830,Knoxville Hospital & Clinics,1002 South Lincoln Street,Knoxville,50138-3155,IA,CommonSpirit Health,Not-for-Profit,2022,"Combination of counties, zip codes, and places",Marion,"50138, 50225, 50062","Knoxville, Pleasantville, Melcher-Dallas","Mental Illness, Drug/Illegal Substance, Suicide, Teen Health, Obesity, Abuse and Violence, Alcohol Use, Nutrition, Aging (Dementia), Poverty","Mental Health, Housing/Homeless, Transportation, Food Insecurity",https://knoxvillehospital.org/wp-content/uploads/2022/07/CHNA_Report_MarionCo_July2022-Final.pdf,https://knoxvillehospital.org/wp-content/uploads/2022/07/CHNA_Report_MarionCo_July2022-Final.pdf,
6620035,Kossuth Regional Health Center,1515 South Phillips Street,Algona,50511-3649,IA,Trinity Health,Not-for-Profit,N/A unable to find,,,,,,,,,
6621311,Lakes Regional Healthcare,2301 Highway 71 South,Spirit Lake,51360-0159,IA,Avera Health,Non-Profit,2022,List of Counties,Dickinson,N/A,N/A,"Awareness of Behavioral Health Resources, Access to Dental Care (Medicaid Population), Access to Affordable Transportation","Awareness of Behavioral Health Resources, Access to Dental Care (Medicaid Population), Access to Affordable Transportation",https://lakeshealth.org/wp-content/uploads/2022/05/CHNA-2022-Final.pdf,https://lakeshealth.org/wp-content/uploads/2022/10/HIP-2022.pdf ,N/A
6621205,Loring Hospital,211 Highland Avenue,Sac City,50583-2424,IA,UnityPoint Health,Non-Profit,2019,List of Counties,"Sac, Buena Vista, Calhoun, Pocahontas",N/A,N/A,"Mental Health, Nutrition, Obesity & Wellness and Substance Abuse","Mental Health, Nutrition, Obesity & Wellness and Substance Abuse",https://www.loringhospital.org/filesimages/Community%20Needs%20Assessment.pdf,Included in CHNA https://www.loringhospital.org/filesimages/Community%20Needs%20Assessment.pdf,N/A
6620205,Lucas County Health Center,1200 North Seventh Street,Chariton,50049-1258,IA,UnityPoint Health,Unable to find,2016,List of Counties,Lucas,N/A,N/A,"Obesity, Mental health, Joint/back pain, Transportation, Need for additional providers/physicians","Obesity, Mental health, Joint/back pain, Transportation, Need for additional providers/physicians",https://www.lchcia.com/wp-content/uploads/2017/09/CHNA-report-2016.pdf,N/A,N/A
6621415,Madison County Health Care System,300 West Hutchings Street,Winterset,50273-2109,IA,CommonSpirit Health,,N/A unable to find,,,,,,,,,
6621099,Mahaska Health Partnership,1229 'C' Avenue East,Oskaloosa,52577-4298,IA,,For-Profit,2020,"Combination of counties, zip codes, and places",Mahasaka,"50027, 50143, 50207, 52534, 52543, 52561, 52577, 52586","Barnes City ,  Leighton, New Sharon , Beacon , Cedar, Fremont, Oskaloosa, Rose Hill","Awareness of Healthcare Services, Mental Health (Diagnosis, Treatment, Aftercare),  Obesity (Nutrition / Exercise), Diabetes, Healthcare Apathy - Own Your Own Health, Drug Abuse (Opioids, Meth, Marijuana).","Awareness of Healthcare Services, Mental Health (Diagnosis, Treatment, Aftercare),  Obesity (Nutrition / Exercise), Diabetes, Healthcare Apathy - Own Your Own Health, Drug Abuse (Opioids, Meth, Marijuana)",https://mahaskahealth.org/wp-content/uploads/2020/04/CHNAWave3_MahaskaCo_MHP_2020_Final.pdf,N/A,N/A
