ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Funding_Type,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact
6820007,Northwest Specialty Hospital,1593 East Polston Avenue,Post Falls,83854-5326,ID,National Surgical Healthcare,,N/A unable to find,,,,,,,,,
6820005,Portneuf Medical Center,777 Hospital Way,Pocatello,83201-5175,ID,Ardent Health Services,,N/A unable to find,,,,,,,,,
6820010,Power County Hospital District,510 Roosevelt Street,American Falls,83211-1362,ID,,,N/A unable to find,,,,,,,,,
6820410,Rehabilitation Hospital of the Northwest,3372 East Jenalan Avenue,Post Falls,83854-7787,ID,"Ernest Health, Inc.",Unable to Find,N/A unable to find,,,,,,,,,
6820009,Safe Haven Hospital of Pocatello,1200 Hospital Way,Pocatello,83201-2708,ID,Safe Haven Health Care,,N/A unable to find,,,,,,,,,
6820014,Safe Haven Hospital of Treasure Valley,8050 Northview Street,Boise,83704-7126,ID,Safe Haven Health Care,,N/A unable to find,,,,,,,,,
6820240,Saint Alphonsus Medical Center - Nampa,4300 East Flamingo Avenue,Nampa,83686-6008,ID,Trinity Health,Non-profit,2023,List of Counties,"Ada, Elmore, Boise, Valley, Gem, Adams, Canyon, Washington, Payette, Owyhee",N/A,N/A,"Safe, Affordable Housing & Homelsessness; Behavioral Health (Mental Health & Well-being & Substance Misuse); Access to Affordable Healthcare (Oral & Vision Health); ","Safe, Affordable Housing & Homelsessness; Behavioral Health (Mental Health & Well-being & Substance Misuse); Access to Affordable Healthcare (Oral & Vision Health); ",https://www.saintalphonsus.org/assets/documents/chna/boise/2023-community-health-needs-assessment-for-saint-alphonsus-regional-medical-center-boise.pdf,https://www.saintalphonsus.org/assets/documents/chna/boise/2023-community-health-needs-assessment-for-saint-alphonsus-regional-medical-center-boise.pdf,Rebecca.Lemmons@ saintalphonsus.org
6820040,Saint Alphonsus Regional Medical Center,1055 N Curtis Rd,Boise,83706-1309,ID,Trinity Health,Non-profit,2023,List of Counties,"Ada, Elmore, Boise, Valley, Gem, Adams, Canyon, Washington, Payette, Owyhee",N/A,N/A,"Safe, Affordable Housing & Homelsessness; Behavioral Health (Mental Health & Well-being & Substance Misuse); Access to Affordable Healthcare (Oral & Vision Health);","Safe, Affordable Housing & Homelsessness; Behavioral Health (Mental Health & Well-being & Substance Misuse); Access to Affordable Healthcare (Oral & Vision Health);",https://www.saintalphonsus.org/assets/documents/chna/boise/2023-community-health-needs-assessment-for-saint-alphonsus-regional-medical-center-boise.pdf,https://www.saintalphonsus.org/assets/documents/chna/boise/2023-community-health-needs-assessment-for-saint-alphonsus-regional-medical-center-boise.pdf,Rebecca.Lemmons@saintalphonsus.org
6820195,Shoshone Medical Center,25 Jacobs Gulch,Kellogg,83837-2023,ID,,Non-profit,N/A unable to find,,,,,,,,,
6820200,,415 Sixth Street,Lewiston,83501-2431,ID,Scion Health,Unable to Find,2019,List of Counties,"Clearwater, Idaho, Latah, Lewis, Nez Perce, Wallowa, Asotin, Garfiled, Whitman",N/A,N/A,"Economic security and empowerment, Educational opportunity and youth development, Access to quality health and dental services, Community development and social connection ","Economic security and empowerment, Educational opportunity and youth development, Access to quality health and dental services, Community development and social connection",https://www.idahopublichealth.com/district2/dataresources/FinalNAReport-DEC2019.pdf,N/A,N/A
6820232,St. Luke's Elmore,895 North Sixth East Street,Mountain Home,83647-2207,ID,St. Luke's Health System,Non-profit,2023,Combination of counties and places,Elmore ,N/A,"Moutain Home, Glenns Ferry","Safe, Affordable Housing & Homelsessness; Behavioral Health (Mental Health & Well-being & Substance Misuse); Access to Affordable Healthcare (Oral & Vision Health); ","Safe, Affordable Housing & Homelsessness; Behavioral Health (Mental Health & Well-being & Substance Misuse); Access to Affordable Healthcare (Oral & Vision Health); ",https://www.stlukesonline.org/about-st-lukes/supporting-the-community/~/media/0d144d9bce834560be8a46d7cd10542c.ashx,https://www.stlukesonline.org/about-st-lukes/supporting-the-community/~/media/0d144d9bce834560be8a46d7cd10542c.ashx,slrmcchna@slhs.org
6820185,St. Luke's Jerome,709 North Lincoln Street,Jerome,83338-1851,ID,St. Luke's Health System,Non-profit,2023,List of Counties,"Jerome, Twin Falls ",N/A,N/A,"Access to Health Related Services (Language & Cultural Barriers); Mental Health & Well-being (Suicide); Cost of Living (Housing, Childcare, & Education)","Access to Health Related Services (Language & Cultural Barriers); Mental Health & Well-being (Suicide); Cost of Living (Housing, Childcare, & Education)",https://www.stlukesonline.org/about-st-lukes/supporting-the-community/~/media/66953dad907c482ab9d89ae4d46c0388.ashx,https://www.stlukesonline.org/about-st-lukes/supporting-the-community/~/media/66953dad907c482ab9d89ae4d46c0388.ashx,slrmcchna@slhs.org
6820380,St. Luke's Magic Valley Medical Center,801 Pole Line Road West,Twin Falls,83301-5810,ID,St. Luke's Health System,,N/A unable to find,,,,,,,,,
6820212,St. Luke's McCall,1000 State Street,McCall,83638-3704,ID,St. Luke's Health System,Non-profit,2023,Combination of counties and places,"Adams, Other: Great Treasure Valley",N/A,McCall,"Safe, Affordable Housing & Homelsessness; Behavioral Health (Mental Health & Well-being & Substance Misuse); Access to Affordable Healthcare (Oral & Vision Health); ","Safe, Affordable Housing & Homelsessness; Behavioral Health (Mental Health & Well-being & Substance Misuse); Access to Affordable Healthcare (Oral & Vision Health); ",https://www.stlukesonline.org/about-st-lukes/supporting-the-community/~/media/009ae7424a7843eebb0749434225c935.ashx,https://www.stlukesonline.org/about-st-lukes/supporting-the-community/~/media/009ae7424a7843eebb0749434225c935.ashx,slrmcchna@slhs.org
6820411,St. Luke's Nampa,9850 West St.Luke's Drive,Nampa,83687,ID,St. Luke's Health System,Non-profit,2023,Combination of counties and places,Canyon ,N/A,Nampa,"Safe, Affordable Housing & Homelsessness; Behavioral Health (Mental Health & Well-being & Substance Misuse); Access to Affordable Healthcare (Oral & Vision Health); ","Safe, Affordable Housing & Homelsessness; Behavioral Health (Mental Health & Well-being & Substance Misuse); Access to Affordable Healthcare (Oral & Vision Health); ",https://www.stlukesonline.org/about-st-lukes/supporting-the-community/~/media/2eb7333a50754c4ba75e796dbd504a5d.ashx,https://www.stlukesonline.org/about-st-lukes/supporting-the-community/~/media/2eb7333a50754c4ba75e796dbd504a5d.ashx,slrmcchna@slhs.org
6820050,St. Luke's Regional Medical Center,190 East Bannock Street,Boise,83712-6241,ID,St. Luke's Health System,Non-profit,2023,Combination of counties and places,"Canyon, Ada",N/A,"Boise, Meridian","Safe, Affordable Housing & Homelsessness; Behavioral Health (Mental Health & Well-being & Substance Misuse); Access to Affordable Healthcare (Oral & Vision Health); ","Safe, Affordable Housing & Homelsessness; Behavioral Health (Mental Health & Well-being & Substance Misuse); Access to Affordable Healthcare (Oral & Vision Health); ",https://www.stlukesonline.org/about-st-lukes/supporting-the-community/~/media/11122d8f3b1c4a1984d547d33ac0e701.ashx,https://www.stlukesonline.org/about-st-lukes/supporting-the-community/~/media/11122d8f3b1c4a1984d547d33ac0e701.ashx,slrmcchna@slhs.org
6820035,St. Luke's Rehabilitation Hospital,600 North Robbins Road,Boise,83702-4565,ID,St. Luke's Health System,Non-profit,2023,Combination of counties and places,"Southwest District Health: Adams, Canyon, Gem, Owyhee, Payette, Washington; Central District Health: Ada, Boise, Elmore, Valley",N/A,N/A ,"Health Behaviors, Clinical Care, Social and Economic Factors, Physical Environment","Safe, Affordable Housing and Homelessness; Behavioral Health (Mental Health and Well-being and Substance Misuse); Access to Affordable Health Care (Oral and Vision Health)",https://www.stlukesonline.org/about-st-lukes/supporting-the-community/~/media/11122d8f3b1c4a1984d547d33ac0e701.ashx,https://www.stlukesonline.org/about-st-lukes/supporting-the-community/~/media/11122d8f3b1c4a1984d547d33ac0e701.ashx,slrmcchna@slhs.org
6820003,St. Luke's Wood River Medical Center,100 Hospital Drive,Ketchum,83340,ID,St. Luke's Health System,Non-profit,2023,"Combination of counties, zip codes, and places",Blaine,N/A ,"Cities: Wood River Valley, Carey","Health Behaviors, Clinical Care, Social and Economic Factors, Physical Environment","Access to health-realted service (language and cultural bariers); mental well-being (suicide and subtsance misuse); High cost of living (housing, caregiving, and early learning)",https://www.stlukesonline.org/about-st-lukes/supporting-the-community/~/media/f9f22bed4f47495e99efb8373b39137f.ashx,https://www.stlukesonline.org/about-st-lukes/supporting-the-community/~/media/f9f22bed4f47495e99efb8373b39137f.ashx,slrmcchna@slhs.org
6820120,St. Mary's Hospital,701 Lewiston Street,Cottonwood,83522-9750,ID,Essentia Health,Non-profit,2023,Combination of counties and places,"Idaho, Lewis, Clearwater",N/A,"Cities: Orofino, Kamiah, Cottonwood, Grangeville","Deaths of Despair, Obesity/Healty Lifestyle, Access to Quality Care, Cancer Screening","Deaths of Despair, Obesity/Healty Lifestyle, Access to Quality Care, Cancer Screening",https://smh-cvh.org/wp-content/uploads/2023/07/CHNA-Report_2023.pdf,https://smh-cvh.org/wp-content/uploads/2023/07/CHNA-Report_2023.pdf,kimberly.johnson@kh.org
6820280,State Hospital North,300 Hospital Drive,Orofino,83544-9034,ID,,Public,N/A unable to find,,,,,,,,,
6820020,State Hospital South,700 East Alice Street,Blackfoot,83221-4925,ID,,Public,N/A unable to find,,,,,,,,,
6820355,Steele Memorial Medical Center,203 South Daisy Street,Salmon,83467-4709,ID,QHR,Non-profit,N/A unable to find,,,,,,,,,
6820150,Syringa Hospital and Clinics,607 West Main Street,Grangeville,83530-1396,ID,,Non-profit,N/A unable to find,,,,,,,,,
6820127,Teton Valley Health Care,120 East Howard Street,Driggs,83422-5112,ID,,Non-profit,2022,"Combination of counties, zip codes, and places",Teton,"83422, 83424, 83452, 83455 ,83414","Driggs, Felt,Tetonia, Victor, Alta ","Behavoral Health, Affordability of Healthcare, Access to Healthcare Services, Cancer","Affordable Housing, Mental Health, Healthcare Services (Affordability), Education System, Healthcare Services (Physical presence), Livable Wage, Access to Childcare, Access to Healthy Foods, Access to Senior Services, Cancer, Drug/Substance Abuse",https://tvhcare.org/wp-content/uploads/2022/12/TVH-CHNA-Final-Report.pdf,https://tvhcare.org/wp-content/uploads/2022/12/TVH-CHNA-Final-Report.pdf,N/A
6820008,Treasure Valley Hospital,8800 West Emerald Street,Boise,83704-8205,ID,SCA Health,Unable to Find,N/A unable to find,,,,,,,,,
6820130,Valor Health,1202 East Locust Street,Emmett,83617-2715,ID,,Non-profit,2023,List of Counties,Gem,N/A,N/A,"Access to Affordable Healthcare, Access to Quality Healthcare, Health Education, Community Engagement and Coalition Building, Behavioral Health, Nutrition ","Access to Affordable Healthcare, Access to Quality Healthcare, Health Education, Community Engagement and Coalition Building, Behavioral Health, Nutrition ",N/A,https://www.valorhealth.org/wp-content/uploads/2024/01/CB-Implementation-Strat-FY24.pdf,community@valorhealth.org
6820134,Vibra Hospital of Boise,6651 West Franklin Road,Boise,83709-0914,ID,Vibra Healthcare,Unable to Find,N/A unable to find,,,,,,,,,
6820405,Weiser Memorial Hospital,645 East Fifth Street,Weiser,83672-2202,ID,St. Luke's Health System,Non-profit,2022,List of Counties,Washington ,N/A,N/A,"Health Behaviors, Social and Economic Factors, Clinical Care, Physical Environment ","Mental Health and Wellbeing, Risky Health Behavior, Obesity and Weight Management, Physical Inactivity ",https://www.weisermemorialhospital.org/files/CHNA/chna-complete.pdf,https://www.weisermemorialhospital.org/files/CHNA/2022_implementation_plan.pdf,N/A
6820085,West Valley Medical Center,1717 Arlington,Caldwell,83605-4802,ID,HCA Healthcare,For-Profit,N/A unable to find,,,,,,,,,
