ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Non-Profit_Status,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact
6640215,CHI St. Alexius Health Garrison,407 Third Avenue SE,Garrison,58540-7235,ND,CommonSpirit Health,Non-Profit,2022,Combination of counties and zip codes,"McLean, Ward, Mountrail","58540, 58540, 58735, 58775, 58759, 58779, 58756, 58771, 58770, 58763, 58531, 58716, 58565, 58567.",N/A,"Drug use and abuse (including prescription drugs), Alcohol use and abuse, Availability of resources to help elderly stay in their homes, Depression/anxiety ","Drug use and abuse (including prescription drugs), Alcohol use and abuse, Availability of resources to help elderly stay in their homes, Depression/anxiety ",https://www.chistalexiushealth.org/sites/default/files/assets/Garrison/communityassessment/CHNA%20Garrison%202022.pdf,https://www.chistalexiushealth.org/sites/default/files/assets/Garrison/communityassessment/2022Impl_Strategy_Garrison.pdf,N/A
6640470,CHI St. Alexius Health - Williston Medical Center,1301 15th Avenue West,Williston,58801-3896,ND,CommonSpirit Health,Non-Profit,2022,Combination of counties and zip codes,Williams ,"58755, 58795, 58801, 58802, 58803, 58830, 58843, 58845, 58849, 58852, 58853, 58856",N/A,"Having enough child daycare services, Not enough healthcare staff in general, Alcohol use and abuse – youth & adult, Availability of mental health, Depression/anxiety – all ages, Not enough affordable housing, Drug use and abuse – youth & adult, Cost of long term/nursing home care, Availability of home health","Affordable Housing, Behavioral Health, Childcare/youth Concerns, Elder Concerns, Availability of Specialists",https://www.chistalexiushealth.org/community-health-need-assessments,https://www.chistalexiushealth.org/sites/default/files/assets/Williston/CHNA/CHI_ImplStrategy2022_Williston.pdf,N/A
6640437,Community Memorial Hospital,220 Fifth Avenue,Turtle Lake,58575-4005,ND,CommonSpirit Health,Non-Profit,2022,List of Counties,"Central McLean, Sheridan, Oliver",N/A,N/A,"Attracting and retaining young families, Alcohol use and abuse - Youth and Adult, Assited living options -- Senior, Youth bullying/ cyber-bullying, Smoking and tobacco use (second-hand smoke, vaping) for youth, Not enough jobs with livable wages, Drug use and abuse - Youth and Adult, Having enough child daycare services, Not enough affordable housing, Not enough activities for youth","Availability of resources to help elderly stay in their home, Not having enough places for exercise and wellness activities, Not having enough child daycare services",https://www.chistalexiushealth.org/sites/default/files/assets/Turtle%20Lake/community/CHNA%20Turtle%20Lake%202022.pdf,https://www.chistalexiushealth.org/sites/default/files/assets/Turtle%20Lake/community/2022ImplStrategy_Turtle_Lake.pdf,N/A
6640065,Cooperstown Medical Center,1200 Roberts Avenue NorthEast,Cooperstown,58425-7101,ND,,Non-Profit,2022,List of Counties,"Griggs, Steele, Foster, Nelson",N/A,N/A,"Alcohol use and abuse – Youth and Adult, Attracting and retaining young families, Availability of resources to help the elderly stay in their homes, Availability of dental care, Not enough healthcare staff in general, Child abuse/neglect, Depression/anxiety - youth and adult, Having enough child daycare services, Not enough jobs with livable wages, Bullying/cyberbullying",Access to healthcare - mental health services,https://coopermc.com/wp-content/uploads/2022/07/CHNA-Report-Final-2022.pdf,https://coopermc.com/wp-content/uploads/2022/11/CHNA-Implementation-Plan-2022.pdf,N/A
6640003,Essentia Health Fargo,3000 32nd Avenue South,Fargo,58103-6132,ND,Essentia Health,Non-Profit,2022,List of Counties,"Cass, Clay",N/A,N/A,"Mental health, Youth and young adult substance abuse, Access and affordability of health care, Obesity, Childhood trauma, Children not having access to healthy foods, Housing, Vaping in schools, Availability of quality child care, Lack of parenting skills/ supervision",Mental health and Youth and young adult substance abuse,https://www.essentiahealth.org/app/files/public/40ad74f4-8ba4-4931-910a-0b6e8c4c5f80/fargo-chna-2020-2022.pdf,https://www.essentiahealth.org/app/files/public/40ad74f4-8ba4-4931-910a-0b6e8c4c5f80/fargo-chna-2020-2022.pdf,chna.comments@essentiahealth.org
6640190,Fargo Veterans Affairs Health Care System,2101 Elm Street North,Fargo,58102,ND,Department of Veterans Affairs,Public,N/A unable to find,,,,,,,,,
6640383,First Care Health Center,115 Vivian Street,Park River,58270-4540,ND,,Non-Profit,2022,List of Counties,Walsh,N/A,N/A,"Having enough child daycare services, Depression/anxiety – youth and adult, Bullying/cyberbullying, Attracting and retaining young families, Child abuse/neglect, Assisted living options, Availability of mental health services, Drug use and abuse – youth, Alcohol use and abuse – youth and adult, Cost of long-term/nursing home care","Availability of mental health and substance use disorder treatment services, Availability of resources to help the elderly stay in their homes, Having enough child daycare services",https://www.firstcarehc.com/_files/ugd/8d966f_8ea6758cc28446a7a4470851d1a8dd16.pdf,https://www.firstcarehc.com/_files/ugd/8d966f_8ea6758cc28446a7a4470851d1a8dd16.pdf,N/A
6640410,Heart of America Medical Center,800 Main Avenue South,Rugby,58368-2198,ND,,Non-Profit,2022,"Combination of counties, zip codes, and places","Pierce, Rolette, Benson, McHenry, Bottineau, Towner, Wells, Sheridan","58313, 58368, 58385","Balta, Rugby, Wolford","Alcohol use and abuse – Youth and Adult, Attracting and retaining young families, Availability of mental health services, Availability of resources to help the elderly stay in their homes, Cost of long-term/nursing home care, Depression/anxiety – Youth and Adult, Drug use and abuse – Youth, Having enough child daycare services, Not enough jobs with livable wages, Stress – Adult","Attracting and retaining young families, Availability of mental health services, Not enough healthcare staff in general, Having enough child daycare service",https://irp.cdn-website.com/43c3af16/files/uploaded/CHNA_Rugby_2022.pdf,https://irp.cdn-website.com/43c3af16/files/uploaded/CHNA_Rugby_2022.pdf,Anna Walter 701-776-5261  or 701-776-5455
6640010,Indian Health Service - Quentin N. Burdick Memorial Health Care Facility,1300 Hospital Loop,Belcourt,58316,ND,U. S. Indian Health Service,Public,N/A unable to find,,,,,,,,,
6640130,Jacobson Memorial Hospital Care Center,601 East Street North,Elgin,58533-7105,ND,,Non-Profit,2020,List of Counties,"Grant, Morton, Stark, Hettinger, Adams, Sioux",N/A,N/A,"Attracting and retaining young families; Not enough jobs with livable wages, not enough to live on; Alcohol use and abuse – youth and adult; Drug use and abuse – youth and adult; Cost of long-term/nursing home care; Availability of resources to help the elderly stay in their homes; Ability to retain primary care providers (MD, DO, NP, PA) and nurses in the community; Smoking and tobacco use, exposure to secondhand smoke, or vaping (juuling); Depression/anxiety – youth and adult; Not enough places for exercise and wellness activities","Attracting and retaining young families; Availability of mental health services; Depression/anxiety for all ages; Ability to retain primary care provides (MD, DO, NP, PA) and nurses",http://www.jacobsonhospital.org/CHNA_Report-Elgin.pdf,http://www.jacobsonhospital.org/implementation_plan.pdf,"Kylie Nissen, BBA- kylie.nissen@und.edu"
6640270,Jamestown Regional Medical Center,2422 20th Street SW,Jamestown,58401-6201,ND,,Non-Profit,2021,Combination of counties and zip codes,Stutsman,"58401, 58402, 58497, 58467, 58476, 58472, 58433, 58424, 58420, 58492, 58483, 58479, 58426, 58403, 58072 ",N/A,Attracting and retaining young families; Depression/anxiety for all ages; Availability of mental health sciences; Not enough jobs with livable wages ,Attracting and retaining young families; Depression/anxiety for all ages; Availability of mental health sciences; Not enough jobs with livable wages ,https://jrmcnd.com/wp-content/uploads/CHNA-Jamestown-Report-compressed.pdf,N/A,N/A
6640300,Kenmare Community Hospital,317 First Avenue NW,Kenmare,58746-7104,ND,,Non-Profit,2022,List of Zip Codes,N/A,58746,N/A,Access to health care services; Mental health; Substance abuse; Obesity,Access to health care services; Mental health; Substance abuse; Obesity ,https://www.trinityhealth.org/wp-content/uploads/2022/06/Kenmare-CHNA-Report-2022.pdf,N/A,N/A
6640312,Linton Hospital,518 North Broadway,Linton,58552-7308,ND,,Non-Profit,2021,Combination of counties and zip codes,Emmons,"58552, 58573, 58581, 58544, 57632, 68552",N/A,Alcohol use and abuse – adults; Having enough child daycare services; Availability of mental health services,Alcohol use and abuse – adults; Having enough child daycare services; Availability of mental health services,https://lintonregionalmedicalcenter.org/wp-content/uploads/2022/04/CHNA-2021-Linton-Hospital-Final.pdf,https://lintonregionalmedicalcenter.org/wp-content/uploads/2023/02/Implementation-Plan-Final-2021.docx.pdf,Phone: 701-254-4511
6640455,McKenzie County Healthcare System,516 North Main Street,Watford City,58854-7310,ND,,Non-Profit,2022,Combination of counties and zip codes,McKenzie,"58757, 58854, 58835, 58801, 58763, 58847, 58831, 57757",N/A,Availability of mental health services; Availability of resources to help the elderly stay in their homes; Having enough child daycare services; Not enough affordable housing,Availability of mental health services; Availability of resources to help the elderly stay in their homes; Having enough child daycare services; Not enough affordable housing,http://mckenziehealth.com/wp-content/uploads/2023/03/CHNA-2022-Final.pdf ,http://mckenziehealth.com/wp-content/uploads/2023/01/CHNA-Implementation-Plan-2022.pdf ,N/A
6640435,Mountrail County Medical Center,615 6th Street SE,Stanley,58784-4444,ND,Center for Rural Health,Non-Profit,2022,List of Counties,Mountrail,N/A,N/A,"Availability of mental health services, Alcohol use and abuse – all ages, Attracting and retaining young families, Availability of resources to help the elderly stay in their homes, Cost of long-term/nursing home care, Depression/anxiety – all ages, Drug use and abuse – youth and adult, Having enough child daycare services, Not enough affordable housing, Bullying/cyberbullying","Alcohol use and abuse for all ages, Depression/anxiety, Attracting and retaining young families, Having enough child daycare services",https://www.stanleyhealth.org/wp-content/uploads/2022/06/2022-Community-Health-Needs-Assessment-Report-compressed-1.pdf,https://www.stanleyhealth.org/wp-content/uploads/2022/11/CHNA-2022-Implementation-Plan-signed.pdf,"Kylie Nissen, Program Director, Center for Rural Health kylie.nissen@und.edu • (701) 777-5380"
6640333,Nelson County Health System,200 Main Street,Mcville,58254,ND,Center for Rural Health,Non-Profit,2022,List of Counties,Nelson,N/A,N/A,"Alcohol use and abuse – youth and adult, Attracting and retaining young families, Availability to retain primary care providers (MD, DO, NP, PA), Availability of resources to help the elderly stay in their homes, Bullying/cyberbullying, Child abuse/neglect, Cost of long-term/nursing home care, Emergency services, Not getting enough exercise/physical activity - adult, Not enough jobs with livable wages, Smoking and tobacco use - youth ","Availability of mental health services, Availability of resources to help the, elderly stay in their homes, Alcohol use and abuse - youth, Attracting and retaining young families",https://nelsoncountyhealthsystem.org/file_download/inline/b48787a1-6771-4e9d-a769-d8be48ea6ef9,https://nelsoncountyhealthsystem.org/file_download/d0499461-5e38-48c6-ac04-5deee0f6efaa,"Kylie Nissen, Program Director, Center for Rural Health kylie.nissen@und.edu • (701) 777-5380"
6640280,North Dakota State Hospital,2605 Circle Drive SE,Jamestown,58401-6905,ND,Center for Rural Health,Non-Profit,2021,List of Counties,Stutsman,N/A,N/A,"Community/Environmental Health, Avalibility/delivery of health services, youth population, adult population, Senior population","Attracting and retaining young families, depression/anxiety in youth, availability of mental health sciences, not enough jobs with livable wages",https://jrmcnd.com/wp-content/uploads/CHNA-Jamestown-Report-compressed.pdf,N/A,N/A
6640370,Northwood Deaconess Health Center,4 North Park Street,Northwood,58267-4102,ND,Center for Rural Health,Non-Profit,2022,Combination of counties and places,"Larimore, Mayville, Park River, Grand Forks",N/A,"Northwood, Larimore, Aneta, Arvilla, Hatton","Attracting and retaining young families, Having enough child daycare services, Availability of mental health services, Availability of dental care, Depression/anxiety, Alcohol use and abuse – all ages, Availability of resources to help elderly stay in their homes, Cost of long-term/nursing home care, Bullying/cyberbullying – violence","Adults not getting enough exercise/ physical activity, Availability of mental health services, Depression/anxiety, Youth smoking and tobacco use, exposure to second-hand smoke, juuling/vaping ",https://www.ndhc.net/_files/ugd/bc8c8f_00ed53b667e34efc9da1836d5faedad8.pdf,https://e16ab62b-848b-4c0e-b179-94b7664a9da3.filesusr.com/ugd/64a972_b703c49e6dc2475ea5cf8bb21619ce18.pdf,"Kylie Nissen, Program Director, Center for Rural Health - kylie.nissen@und.edu "
6640062,Pembina County Memorial Hospital and Wedgewood Manor,301 Mountain Street East,Cavalier,58220-4015,ND,,Non-Profit,2020,List of Places,N/A,N/A,"Bathgate, Cavalier, Crystal, Edinburg, Gardar, Hamilton, Hoople, Hensel, Mountain, Neche, Pembina, St. Thomas, Walhalla","attracting & retaining young families, availability of mental health services, availability of substance use disorder/treament services, depression/anxiety, not enough affordable housing","attracting & retaining young families, availability of mental health services, availability of substance use disorder/treament services, depression/anxiety, not enough affordable housing ",https://www.cavalierhospital.com/file_download/inline/99ee13f9-fe20-4d19-ae86-eaa4de0fc8d9,N/A,N/A
6640006,Prairie St. John's,510 4th Street South,Fargo,58103-1914,ND,"Universal Health Services, Inc.",Non-Profit,N/A unable to find,,,,,,,,,N/A
6640400,Presentation Medical Center,213 Second Avenue NE,Rolla,58367-7153,ND,Sisters of Mary of the Presentation Health System,Non-Profit,2022,Combination of counties and zip codes,"Rolette, Towner"," 58316, 58329, 58366, 58367, 58369, 58339 and 58365.",N/A,"Improve drug and other substance abuse early intervention and prevention services, Increase access to affordable quality childcare, Increase access to specialty health care providers in the community (e.g., neurologists, endocrinologists), Develop crisis or emergency care programs for mental health, Increase the number of prescribing mental health providers (e.g., psychiatrists), Increase the number of mental health providers for adults, Increase case management services for people with complex chronic health conditions, Increase drug and other substance abuse treatment services, Improve general public transportation, Increase the number of primary care services (such as a family doctor or other provider of routine care), Increase the number of mental health providers for children and youth, Improve transportation services for people needing to go to doctor’s appointments or the hospital, More intentionally engage the Native American community in health and wellness initiatives, Improve care coordination between the hospital and other clinics, private doctors, or other health service providers, Enhance community programs to break out of the cycle of poverty (e.g., early childhood education, primary and secondary education, job training)","Improve drug and other substance abuse early intervention and prevention services, Increase access to affordable quality childcare, Increase access to specialty health care providers in the community (e.g., neurologists, endocrinologists), Develop crisis or emergency care programs for mental health, Increase the number of prescribing mental health providers (e.g., psychiatrists), Increase the number of mental health providers for adults, Increase case management services for people with complex chronic health conditions, Increase drug and other substance abuse treatment services, Improve general public transportation, Increase the number of primary care services (such as a family doctor or other provider of routine care), Increase the number of mental health providers for children and youth, Improve transportation services for people needing to go to doctor’s appointments or the hospital, More intentionally engage the Native American community in health and wellness initiatives, Improve care coordination between the hospital and other clinics, private doctors, or other health service providers, Enhance community programs to break out of the cycle of poverty (e.g., early childhood education, primary and secondary education, job training)",https://smphealth.org/stkateri/wp-content/uploads/2023/03/SMP-Health-St.-Kateri-2022-Community-Health-Needs-Assessment-002.pdf ,https://smphealth.org/stkateri/wp-content/uploads/2023/03/Implementation-Plan-SMP-Health-St.-Kateri.pdf ,chrisalbertson@pmc-rolla.com 
6640009,Red River Behavioral Health System,1451 44th Avenue South Unit A,Grand Forks,58201-3434,ND,,Unable to Find,N/A unable to find,,,,,,,,,
6640265,Sakakawea Medical Center,510 Eighth Avenue NE,Hazen,58545-4637,ND,Sakakawea Medical Center ,Non-Profit,2022,Combination of counties and places,"Dunn, Mercer, Oliver",N/A,"Beulah, Dodge, Dunn, Center, Golden Valley, Halliday, Hazen, Killdeer, Pick City, Stanton, Zap","Extra hours for appointments (evenings / weekends), Attracting and retaining young families, Ability to retain primary care providers in the community, Alcohol use and abuse – adultm Availability of resources to help the elderly stay in their homesm Cost of long-term/nursing home carem Depression/anxiety – youth and adult, Drug use and abuse – youth and adult, Not enough jobs and livable wages","Depression/anxiety (all ages), Attracting and retaining young families, Availability of mental health services, Having enough child daycare services",https://www.smcnd.org/collaboration,https://www.smcnd.org/collaboration,N/A
6640020,Sanford Bismarck,300 North Seventh Street,Bismarck,58501-4439,ND,Sanford Health,Non-Profit,2022,List of Places,N/A,N/A,Bismarck,"Healthy living, Access to affordable health care, Access to health care providers, Mental health, Long term care, Public transportation, Affordable housing.","Improve access to behavioral health services, Improve access to affordable care.",https://www.sanfordhealth.org/-/media/org/files/about/community-health-needs-assessment/2022/bismarck-chna-report-2022-2024.pdf ,Included in CHNA,N/A
6640273,Sanford Hillsboro Medical Center,12 Third Street SE,Hillsboro,58045-4840,ND,Sanford Health,Non-Profit,2022,List of Places,N/A,N/A,Hilsboro,"Access to healthcare, Mental health, Physical activities and nutrition, Public transportation. ","Mental Health Services, Transportation ",https://www.sanfordhealth.org/-/media/org/files/about/community-health-needs-assessment/2022/hillsboro-chna-report-2022-2024.pdf,Included in CHNA,N/A
6640330,Sanford Mayville Medical Center,42 Sixth Avenue SE,Mayville,58257-1598,ND,Sanford Health,Non-Profit,2022,List of Places,N/A,N/A,Mayvile,"Access to healthcare, Mental health, Physical activities and nutrition, Public transportation. ","Mental Health Services,Transportation.",https://www.sanfordhealth.org/-/media/org/files/about/community-health-needs-assessment/2022/mayville-chna-report-2022-2024.pdf ,Included in CHNA,N/a
6640180,Sanford Medical Center Fargo,801 Broadway North,Fargo,58122-3641,ND,Sanford Health,Non-Profit,2022,List of Places,N/A,N/A,Fargo,"Access to Affordable Health Care; Physical Activity and Nutrition; Mental Health; Substance use disorder/addiction; Senior Housing and Long-Term Care; Public Transportation, Affordable Housing, Employment, Economic Development; Diversity, Inclusion, Health Equity; Childcare; Health Literacy and Navigation","Access to Affordable Health Care, Mental Health / Behavioral Health, Substance Abuse ",https://www.sanfordhealth.org/-/media/org/files/about/community-health-needs-assessment/2022/fargo-medical-center-chna-report-2022-2024.pdf ,Included in CHNA,Community.Benefits.Sanford@SanfordHealth.org
6640055,Southwest Healthcare Services,802 2nd Street Northwest,Bowman,58623-4483,ND,,Non-Profit,2022,List of Counties,"Bowman, Slope",N/A,N/A,"Availability to retain primary care providers in the community, Alcohol use and abuse - youth and adult, Attracting and retaining young families, Availability of mental health services, Cost of long-term/nursing home care, Depression/anxiety - youth and adult, Having enough child daycare services, Smoking and tobacco use - youth, Bullying/cyberbullying","Availability of mental health services, Attracting and retaining young families, Not enough healthcare staff in general, Depression and anxiety – all ages",https://swhealthcare.net/events/chna.html ,Included in CHNA,N/A
6640260,St. Aloisius Medical Center,325 East Brewster Street,Harvey,58341-1653,ND,Sisters of Mary of the Presentation Health System,Non-Profit,2022,List of Counties,Wells,N/A,N/A,"Availability of mental health services, Alcohol use and abuse – youth and adult, Attracting and retaining young families, Smoking and tobacco use – youth, Depression/anxiety – youth and adult, Child abuse or neglect, Assisted living options, Not enough jobs with livable wages, Emotional abuse, Bullying/cyberbullying.","Depression/anxiety – all ages; Assisted living options; Smoking and tobacco use, exposure to second-hand smoke, juuling/vaping; Attracting and retaining young families",https://smphealth.org/staloisius/wp-content/uploads/2022/11/Harvey-CHNA-2022-1.pdf,Included in CHNA,N/A
6640050,St. Andrew's Health Center,316 Ohmer Street,Bottineau,58318-1045,ND,Sisters of Mary of the Presentation Health System,Non-Profit,2019,List of Counties,Bottineau ,N/A,N/A,"Alcohol use and abuse - youth and adults, Assisted living options, Attracting and retaining young families, Availability of home health, Bulllying/cyberbullying, Child abuse/neglect, Cost of long-term/nursing home care, Depression/anxiety - adults, Drug use and abuse - youth, Smoking and tobacco use or vaping/juuling","Not enough jobs with livable wages, Depression and anxiety - youth and adults, Cancer - adults, Cost of long-term/nursing home care",https://www.smphealth.org/standrews/wp-content/uploads/2019/12/CHNA-Bottineau-2019.pdf,https://smphealth.org/standrews/wp-content/uploads/2020/04/Community-Health-Implementation-Plan-2020-4-22.pdf,N/A
6640070,St. Luke's Medical Center,702 First Street Southwest,Crosby,58730-3329,ND,,Non-Profit,2022,List of Counties,"Divide, Burke, Williams",N/A,N/A,"Ability to retain primary care providers (MD, DO, NP, PA, nurses) in the community; Alcohol use and abuse – youth and adult; Attracting and retaining young families; Availability of resources to help the elderly stay in their homes; Bullying/cyberbullying; Depression/anxiety – youth and adult; Long-term/nursing home care options; Not enough jobs with livable wages; Smoking and tobacco use (second-hand smoke, vaping) – youth","Depression/anxiety – all ages, Bullying/cyberbullying, Alcohol use and abuse – all ages, Availability of mental health and substance use disorder treatment services, Availability of resources to help the elderly stay in their homes",https://www.dcstlukes.org/_files/ugd/bbb1a5_86b48fb706d1434ca8a7e701165497d8.pdf,https://www.dcstlukes.org/_files/ugd/bbb1a5_86b48fb706d1434ca8a7e701165497d8.pdf,N/A
6640210,"Standing Rock Service Unit, Fort Yates Hospital, Indian Health Service, DHHS",10 North River Road,Fort Yates,58538,ND,U. S. Indian Health Service,Public,N/A unable to find,,,,,,,,,
