ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Non-Profit_Status,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact,,
6510950,Bluegrass Community Hospital,360 Amsden Avenue,Versailles,40383-1286,KY,LifePoint Health,Non-Profit,2022,List of Counties,"Fayette, Jessamine, Madison, Scott, Woodford, Franklin, Clark, Anderson, Bourbon, Mercer, Garrard, Estill, Boyle, Lincoln, Harrison, Boyle, Powell, Nicholas ",N/A,N/A,"Cancer, Diabetes, Overweight/Obesity, Lung Disease, High blood pressure, Stroke, Heart Disease, Joint or back pain, Mental Health Illness, Alcohol overuse, Drug addiciton","Substance Abuse, Cancer, Cardiovascular Disease",https://www.baptisthealth.com/assets/documents/community-health-needs-assessment/2022/BHLEX-2022-2024-Community-Health-Needs-Assessment.pdf,https://www.baptisthealth.com/assets/documents/community-health-needs-assessment/2022/BHLEX-2022-2024-Community-Health-Needs-Assessment.pdf,N/A,,
6510834,Bourbon Community Hospital,9 Linville Drive,Paris,40361-2196,KY,LifePoint Health,Non-Profit,N/A unable to find,,,,,,,,,,,
6510266,Breckinridge Memorial Hospital,1011 Old Highway 60,Hardinsburg,40143-2597,KY,Alliant Management Services,Non-Profit,2019,List of Counties,Breckinridge,N/A,N/A,"Behavioral/mental health for adolescents and adults, Overweight/obesity, chronic diseases","Behavioral/mental health for adolescents and adults, Overweight/obesity, chronic diseases",https://www.mybreckhealth.org/_files/ugd/d75005_5315783a9511493b80a9503e5f90709c.pdf,https://www.mybreckhealth.org/_files/ugd/d75005_d415583f2cce44548237867b72f20516.pdf,N/A,,
6510874,Caldwell Medical Center,100 Medical Center Drive,Princeton,42445-2430,KY,QHR,Non-Profit,2022,Combination of counties and zip codes,"Princeton, Eddyville, Fredonia, Kuttawa","42445, 42038, 42411, 42055",N/A,"Obesity, Drug/Substance Abuse, Healthcare Services: Prevention, Healthcare Services Affordability, Cancer, Smoking/Vaping/Tobacco Use, Healthcare Services: Physical Presence","Obesity, Drug/Substance Abuse, Healthcare Services: Prevention, Healthcare Services Affordability, Cancer, Smoking/Vaping/Tobacco Use, Healthcare Services: Physical Presence",https://caldwellmedical.com/wp-content/uploads/2022/06/CMC-CHNA-Final-Report.pdf,N/A,N/A,,
6510405,Cardinal Hill Rehabilitation Hospital,2050 Versailles Road,Lexington,40504-1405,KY,Encompass Health Corporation,Non-Profit,N/A unable to find,,,,,,,,,,,
6510081,Carroll County Memorial Hospital,309 11th Street,Carrollton,41008-1400,KY,Alliant Management Services,Unable to Find,2019,List of Counties,Carroll,N/A,N/A,"Substance Use, Diabetes, Obesity, Hepatitis C, Heart disease, Youth suicide, Poverty, Smoking, Vaping, E-cigarettes, Medicare benefits, enrollment often confusing to seniors, and family members, Lack of access to mental health services and dental health services, Cancer, Lack of transportation for health services","More Primary Care Providers, Rehabilitation Programs for Addiction/Withdrawal Management, Transportation",https://www.ccmhosp.com/wp-content/uploads/Community-Health-Assesment.pdf,https://www.ccmhosp.com/wp-content/uploads/Community-Health-Assesment.pdf, melody.nall@uky.edu,,
6510473,Casey County Hospital,187 Wolford Avenue,Liberty,42539-3278,KY,,Non-Profit,2022,"Combination of counties, zip codes, and places",Casey,"42539, 42566, 42528, 42541, 42516, 42565","Liberty, Yosemite, Dunnville, Middleburg, Bethelridge, Windsor","High cost of health care/deductibles, Obesity, Lack of health knowledge, Healthy behaviors/lifestyle changes ","Obesity, healthy behaviors/lifestyle changes, lack of mental health providers",https://www.caseycountyhospital.com/Content/Uploads/caseycountyhospital.com/images/Casey%20County%20Hospital%20CHNA%2022_corrected%20version%20final.pdf,https://www.caseycountyhospital.com/Content/Uploads/caseycountyhospital.com/images/Imp%20Strategy%202023-25_Casey_signed%20copy.pdf,N/A,,
6510489,Central State Hospital,10510 LaGrange Road,Louisville,40223-1228,KY,,Public,N/A unable to find,,,,,,,,,,,
6510048,CHI Flaget Memorial Hospital,4305 New Shepherdsville Road,Bardstown,40004-9019,KY,CommonSpirit Health,Non-Profit,2022,List of Counties,Nelson,N/A,N/A,"Cancer, Mental Health & Mental Disorders, Weight Status, Physical Activity & Nutrition, Health Care Access & Quality, Immunizations & Infectious Diseases, Alcohol & Drug Use, Older Adults, Sexually Transmitted Infections, Tobacco Use, Oral Health, Education, Air & Water Quality, Crime & Crime Prevention","Alcohol, Tobacco & Drug Use, Mental Health & Mental Disorders, Weight Status, Physical Activity & Nutrition",https://www.chisaintjosephhealth.org/content/dam/stjoseph-ky/pdfs/chnas-and-implementation-strategies/flaget-memorial-hospital-community-health-needs-assessment-2023-25.pdf,https://www.chisaintjosephhealth.org/content/dam/stjoseph-ky/pdfs/chnas-and-implementation-strategies/flaget-memorial-hospital-chna-2023-25.pdf,N/A,,
6510585,CHI Our Lady of Peace,2020 Newburg Road,Louisville,40205-1879,KY,CommonSpirit Health,Non-Profit,2020,List of Counties,Jefferson,N/A,N/A,"Increase access to health care education and treatment, alcohol and drug abuse, mental health","Increase access to health care education and treatment, alcohol and drug abuse, mental health",https://uoflhealth.org/wp-content/uploads/2022/02/our-lady-of-peace-chna-2020-22.pdf,https://uoflhealth.org/wp-content/uploads/2022/02/our-lady-of-peace-chna-2020-22.pdf,N/A,,
6510050,CHI Saint Joseph Berea,305 Estill Street,Berea,40403-1909,KY,CommonSpirit Health,Non-Profit,2023,List of Counties,Madison,N/A,N/A,"Mental Health & Mental Disorders, Alcohol & Drug Use, Older Adults, Weight Status, Physical Activity & Nutrition, Diabetes, Womenâ€™s Health, Domestic Violence & Abuse, Prevention & Safety, Sexually Transmitted Infections, Tobacco Use, Crime & Crime Prevention, Homelessness & Unstable Housing","Alcohol, Tobacco & Drug Use, Mental Health & Mental Disorders, Weight Status, Physical Activity & Nutrition",https://www.chisaintjosephhealth.org/library/default-tab-bar-back/about-us/healthy-communities/2023-2025-community-health-needs-assessment,https://www.chisaintjosephhealth.org/library/default-tab-bar-back/about-us/healthy-communities/2020-2022-community-health-needs-assessment.html,N/A,,
6510435,CHI Saint Joseph East,150 North Eagle Creek Drive,Lexington,40509-1805,KY,CommonSpirit Health,Unable to Find,2023,List of Counties,Fayette,N/A,N/A,"Alcohol & Drug Use, Diabetes, Weight Status, Physical Activity & Nutrition, mmunizations & Infectious Diseases, Mental Health & Mental Disorders, Health Care Access & Quality, Food Insecurity, Homelessness & Unstable Housing, Crime & Crime Prevention, Inequity, Sexually Transmitted Infections, Tobacco Use, Prevention & Safety ","Alcohol, Tobacco & Drug Use, Mental Health & Mental Disorders, Weight Status, Physical Activity & Nutrition",https://www.chisaintjosephhealth.org/library/default-tab-bar-back/about-us/healthy-communities/2020-2022-community-health-needs-assessment.html,https://www.chisaintjosephhealth.org/library/default-tab-bar-back/about-us/healthy-communities/2020-2022-community-health-needs-assessment.html,N/A,,
6510440,CHI Saint Joseph Health,One St Joseph Drive,Lexington,40504-3754,KY,CommonSpirit Health,Non-Profit,2022,List of Counties,Fayette ,N/A,N/A,"Access to affordable health care, Safety, Mental health, Substance use, Obesity and obesity-related diseases, Food access, Transportation, Diabetes, Teen pregnancy, Housing, Poverty, Cancer mortality","Substance abuse, obesity and diabetes, mental health support, lack of resource knowledge",https://www.chisaintjosephhealth.org/library/default-tab-bar-back/about-us/healthy-communities/2020-2022-community-health-needs-assessment.html,https://www.chisaintjosephhealth.org/library/default-tab-bar-back/about-us/healthy-communities/2020-2022-community-health-needs-assessment.html,NevaFrancis@catholichealth.net,,
6510475,CHI Saint Joseph London,1001 Saint Joseph Lane,London,40741-8345,KY,CommonSpirit Health,Non-Profit,2022,List of Counties,Laurel,N/A,N/A,"Substance use, Cancer, Smoking, Hypertension, Lack of transportation, Lack of knowledge on available community resources, Lack of nutrition education, Need for affordable and accessible healthy foods, Diabetes and obesity in children and adults, Lack of physical activity in youth, Cadiovascular disease, Stroke, Mental health, Lack of dental care, Lack of healthy, affordable food, Nutrition knowledge","Mental health services, Substance Abuse, Chronic diseases",https://www.chisaintjosephhealth.org/community-health-needs-assessment-2020-2022,https://www.chisaintjosephhealth.org/community-health-needs-assessment-2020-2022,NevaFrancis@catholichealth.net,,
6510970,Clark Regional Medical Center,175 Hospital Drive,Winchester,40391-9591,KY,LifePoint Health,Non-Profit,N/A unable to find,,,,,,,,,,,
6510175,Colonel Florence A. Blanchfield Army Community Hospital,650 Joel Drive,Fort Campbell,42223-5318,KY,"Department of the Army, Office of the Surgeon General",Unable to Find,N/A unable to find,,,,,,,,,,,
6510013,Commonwealth Regional Specialty Hospital,"250 Park Drive, 6th Floor",Bowling Green,42101-1760,KY,Med Center Health,Non-Profit,2021,List of Counties,"Warren, Allen, Barren, Butler, Edmonson, Logan, Simpson",N/A,N/A,"Cardiovascular Disease, Diabetes, Obesity, Lung Cancer, Drug Abuse and Addiction","Substance Abuse/Use, Chronic Disease Prevention and Management",https://medcenterhealth.org/wp-content/uploads/CRSH_CHNA2019-21.pdf,https://medcenterhealth.org/wp-content/uploads/CRSH_CHNA2019-21.pdf,N/A,,
6510014,ContinueCARE Hospital at Baptist Health Corbin,"1 Trillium Way, Lower Level",Corbin,40701-8727,KY,Community Hospital Corporation,Non-Profit,2023,List of Counties,"Whitley, Laurel, Knox ",N/A,N/A,"Obesity, Cancer, Cardiovascular disease, Mental health and substance abuse, Patient transportantion ","Prevention, Education and Services to Address High Mortality Rates, Chronic Diseases, Preventable Conditions and Unhealthy Lifestyles; Access to Affordable Care and Reducing Health Disparities Among Specific Populations;  Access to Primary and Specialty Care Services and Providers; Access to Mental and Behavioral Health Care Services and Providers",https://corbin.continuecare.org/wp-content/uploads/2023/03/CCH-Corbin-2023-CHNA-and-Implementation-Plan-February-2023.pdf,https://corbin.continuecare.org/wp-content/uploads/2023/03/CCH-Corbin-2023-CHNA-and-Implementation-Plan-February-2023.pdf,CHNA_CCHCorbin@continuecare.net,,
6519071,ContinueCARE Hospital at Baptist Health Paducah,"2501 Kentucky Avenue, 5th Floor",Paducah,42003-3813,KY,Community Hospital Corporation,Non-Profit,2020,List of Counties,McCracken ,N/A,N/A,"Obesity, Access to healthcare, Smoking, diseases and cancers associated with smoking and substance abuse","Prevention, Education and Services to Address High Mortality Rates, Chronic Diseases, Preventable Conditions and Unhealthy Lifestyles; Access to Affordable Care and Reducing Health Disparities Among Specific Populations; Access to Primary and Specialty Care Services and Providers",https://paducah.continuecare.org/wp-content/uploads/2021/07/CCH-Paducah-CHNA-and-Implementation-Plan-FINAL-May-2020_revised.pdf,https://paducah.continuecare.org/wp-content/uploads/2021/07/CCH-Paducah-CHNA-and-Implementation-Plan-FINAL-May-2020_revised.pdf,CHNA_CCHPaducah@continuecare.net,,
6510443,ContinueCARE Hospital at Madisonville,"900 Hospital Drive, 4th Floor",Madisonville,42431-1644,KY,Community Hospital Corporation,Non-Profit,2023,List of Counties,Hopkins ,N/A,N/A,"Access to care, Mental health, Obesity, COVID-19, Sexually transmitted diseases, Substance abuse/treatment, Childcare services ","Prevention, Education and Services to Address High Mortality Rates, Chronic Diseases, Preventable Conditions and Unhealthy Lifestyles; Access to Primary and Specialty Care Services and Providers; Access to Affordable Care and Reducing Health Disparities Among Specific Populations",https://madisonville.continuecare.org/wp-content/uploads/2023/02/CCH-Madisonville-Community-Health-Needs-Assessment-and-Implementation-Plan-February-2023.pdf,https://madisonville.continuecare.org/wp-content/uploads/2023/02/CCH-Madisonville-Community-Health-Needs-Assessment-and-Implementation-Plan-February-2023.pdf,N/A,,
6510015,Continuing Care Hospital,1 Saint Joseph Drive,Lexington,40504-3742,KY,CommonSpirit Health,Non-Profit,2022,"Combination of counties, zip codes, and places","Fayette, Anderson, Bath, Harrison, Whitley, Jessamine, Woodford, Montgomery, Clark, Scott, Madison, Bourbon, Franklin, Laurel, Garrard, Estill, Clay ","40356, 40504, 40505, 40511, 40383, 40353, 40517, 40503, 40509,  40515, 40391, 40508, 40324, 40502, 40403, 40475, 40514, 40342, 40361, 40601, 40390, 40741, 40513, 40701, 40444, 40744, 40337, 41031, 40336, 40360,40447, 40962","Nicholasville, Lexington, Versaille, Mount Sterling, Winchester, Georgetown, Berea, Richmond, Lawrenceburg, Paris, Frankfort, Wilmore, London, Corbin,  Lancaster, Jeffersonville, Cynthiana, Irvine, Owingsville, Mc Kee, Manchester ","Alcohol & Drug Use, Crime & Crime, Diabetes, Food Insecurity, Health Care Access & Quality, Homelessness & Unstable Housing, Immunizations & Infectious Diseases, Inequity (in jobs, health, housing), Mental Health & Mental Disorders, Prevention & Safety, Sexually Transmitted Infections, Tobacco Use, Weight Status, Physical Activity & Nutrition","Alcohol, Tobacco & Drug Use; Mental Health & Mental Disorders; Weight Status, Physical Activity & Nutrition",https://www.chisaintjosephhealth.org/library/default-tab-bar-back/about-us/healthy-communities/2023-2025-community-health-needs-assessment,https://www.chisaintjosephhealth.org/library/default-tab-bar-back/about-us/healthy-communities/2023-2025-community-health-needs-assessment,N/A,,
6510680,Crittenden County Hospital,520 West Gum Street,Marion,42064-1516,KY,,Unable to Find,2016,List of Counties,Crittendon,N/A,N/A,"Specialists in Community, Mental Health Services, Extended hours, Digital Mammology","Specialists in Community, Mental Health Services, Extended hours, Digital Mammology",CHNA_-_2016.pdf (crittenden-health.org),CHNA_-_2016.pdf (crittenden-health.org),alison.davis@uky.edu,,
6519020,Cumberland County Hospital,299 Glasgow Road,Burkesville,42717-9696,KY,,Non-Profit,2022,List of Counties,Cumberland,N/A,N/A,"Access to Care, Drug Abuse, Health outcomes and Inactivity/Obesity,Teen Births, Mental Health","Access to Care, Drug Abuse, Health outcomes and Inactivity/Obesity,Teen Births, Mental Health",http://cchospital.org/images/Final_Cumberland_CHNA.pdf,http://cchospital.org/images/Implementation_Plan_2022.pdf,N/A,,
6510002,Cumberland Hall Hospital,270 Walton Way,Hopkinsville,42240-6808,KY,"Universal Health Services, Inc.",Public,N/A unable to find,,,,,,,,,,,
6510410,Eastern State Hospital,1350 Bull Lea Road,Lexington,40511,KY,,Public,N/A unable to find,,,,,,,,,,,
6510001,Encompass Rehabilitation Hospital of Lakeview,134 Heartland Drive,Elizabethtown,42701-2778,KY,Encompass Health Corporation,Unable to Find,N/A unable to find,,,,,,,,,,,
6510938,Ephraim McDowell Fort Logan Hospital,110 Metker Trail,Stanford,40484-1020,KY,Ephraim McDowell Health,Non-Profit,2020,Combination of counties and zip codes,"Casey, Garrard, Lincoln ","42539, 42528, 42565, 42516, 42566, 42541, 40437, 4044 40489, 40448, 40484, 40419, 40444, 40461",N/A,"Access to Healthcare, Cancer, Corona Virus Disease/COVID-19, Diabetes, Heart Disease & Stroke, Tobacco Use, Injury & Violence, Infant Health & Family Planning, Mental Health, Respiratory Disease, Substance Abuse, Nutrition, Physical Activity & Weight, Disabling Conditions","Access to Healthcare, Cancer, Corona Virus Disease/COVID-19, Diabetes, Heart Disease & Stroke, Tobacco Use, Injury & Violence, Infant Health & Family Planning, Mental Health, Respiratory Disease, Substance Abuse, Nutrition, Physical Activity & Weight, Disabling Conditions",http://emflh2017.healthforecast.net/2020%20PRC%20CHNA%20Report%20-%20Ephraim%20McDowell%20Fort%20Logan%20Hospital.pdf,http://emflh2017.healthforecast.net/2020%20PRC%20CHNA%20Report%20-%20Ephraim%20McDowell%20Fort%20Logan%20Hospital.pdf,N/A,,
6510280,Ephraim McDowell James B. Haggin Memorial Hospital,464 Linden Avenue,Harrodsburg,40330-1862,KY,Ephraim McDowell Health,Non-Profit,2020,Combination of counties and zip codes,"Boyle, Garrard, Mercer, Washington","40444, 40461, 40468, 40422, 40464, 40328, 40040, 40330, 40310, 40372, 40069, 40040, 40078",N/A,"Access to Healthcare, Cancer, Corona Virus Disease/COVID-19, Diabetes, Heart Disease & Stroke, Tobacco Use, Injury & Violence, Infant Health & Family Planning, Mental Health, Respiratory Disease, Substance Abuse, Nutrition, Physical Activity & Weight, Disabling Conditions. ","Access to Healthcare, Cancer, Corona Virus Disease/COVID-19, Diabetes, Heart Disease & Stroke, Tobacco Use, Injury & Violence, Infant Health & Family Planning, Mental Health, Respiratory Disease, Substance Abuse, Nutrition, Physical Activity & Weight, Disabling Conditions",http://emjbhh17.healthforecast.net/2020%20PRC%20CHNA%20Report%20-%20Ephraim%20McDowell%20James%20B.%20Haggin%20Hospital%20Service%20Area.pdf,http://emjbhh17.healthforecast.net/2020%20PRC%20CHNA%20Report%20-%20Ephraim%20McDowell%20James%20B.%20Haggin%20Hospital%20Service%20Area.pdf,N/A,,
6510140,Ephraim McDowell Regional Medical Center,217 South Third Street,Danville,40422-1823,KY,Ephraim McDowell Health,Non-Profit,2020,Combination of counties and zip codes,"Boyle, Casey, Garrard, Lincoln, Mercer, Washington","42539, 42528, 42565, 42515, 42516, 42566, 42541, 40437, 40442, 40489, 40448, 40484, 40419, 40444, 40461, 40468, 40422, 40464, 40328, 40040, 40330, 40310, 40372, 40069, 40040, 40078",N/A,"Access to Healthcare, Cancer, Corona Virus Disease/COVID-19, Diabetes, Heart Disease & Stroke, Tobacco Use, Injury & Violence, Infant Health & Family Planning, Mental Health, Respiratory Disease, Substance Abuse, Nutrition, Physical Activity & Weight, Disabling Conditions","Access to Healthcare, Cancer, Corona Virus Disease/COVID-19, Diabetes, Heart Disease & Stroke, Tobacco Use, Injury & Violence, Infant Health & Family Planning, Mental Health, Respiratory Disease, Substance Abuse, Nutrition, Physical Activity & Weight, Disabling Conditions",http://danvilleregion17.healthforecast.net/2020%20PRC%20CHNA%20Report%20-%20Ephraim%20McDowell%20Regional%20Medical%20Center.pdf,N/A,N/A,,
6510004,Federal Medical Center,3301 Leestown Road,Lexington,40511-8799,KY,,Unable to Find,2017,List of Counties,Fayette,N/A,N/A,"Access to Care, Health Behaviors, Tobacco Use, Obesity, Oral Health, Chronic Disease & Cancer, Asthma, Alzheimer, Mental Health, Substance Abuse, Safe Housing, Adolescent Homelessness, Physical Environment, Maternal, Infant, & Child Health, Sexually Transmitted Infection, Community Safety, Injury & Violence","Access to Care, Health Behaviors, Tobacco Use, Obesity, Oral Health, Chronic Disease & Cancer, Asthma, Alzheimer, Mental Health, Substance Abuse, Safe Housing, Adolescent Homelessness, Physical Environment, Maternal, Infant, & Child Health, Sexually Transmitted Infection, Community Safety, Injury & Violence; Crime and Violence, Safe Neighborhoods & Communities, Food Security, Address barriers to employment by connecting people to existing resources and meaningful work opportunities",https://www.lfchd.org/wp-content/uploads/2018/04/CHA-CHIP-2017.pdf,https://www.lfchd.org/wp-content/uploads/2018/04/CHA-CHIP-2017.pdf,lex-chip.lfchd@ky.gov,,
6510172,Fleming County Hospital,55 Foundation Drive,Flemingsburg,41041-9815,KY,LifePoint Health,Non-Profit,N/A unable to find,,,,,,,,,,,
6510195,Frankfort Regional Medical Center,299 King's Daughters Drive,Frankfort,40601-4186,KY,HCA Healthcare,For-Profit,N/A unable to find,,,,,,,,,,,
6510009,Gateway Rehabilitation Hospital,5940 Merchant Street,Florence,41042-1158,KY,Vibra Healthcare,Non-Profit,N/A unable to find,,,,,,,,,,,
