ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Funding_Type,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact
6370070,KershawHealth,1315 Roberts Street,Camden,29020-3737,SC,LifePoint Health,For-Profit,2022,List of Counties,"Lexington, Richlad",N/A,N/A,"Mental Health; Obesity, physical activity and nutrition; clinical preventive care; access to care","Access to care, clinical preventive service, injury & violence, maternal, infant and child health, mental health, obesity, nutrition & physical activity, oral health, reproductive & sexual health, substance misuse, tobacco",https://muschealth.org/-/sm/health/columbia-medical-center-downtown/f/community-health-needs-assessment-midlands.pdf,N/A,hayeshg@mailbox.sc.edu
6370416,Lake City Community Hospital,258 N Ron McNair Boulevard,Lake City,29560-2462,SC,,Unable to Find,N/A unable to find,,,,,,,,,
6370671,Lexington Medical Center,2720 Sunset Boulevard,West Columbia,29169-4810,SC,Lexington County Health Service District,Non-Profit,2022,List of Counties,"Lexington, Richland",N/A,N/A,"Access to Care, Clinical Preventive Services, Injury & Violence, Maternal, Infant & Child Health, Mental Health, Obesity, Physical Activity and Nutrition, Oral Health, Reporductive & Sexual Health, Substance Misuse, Tobacco  ","Access to Care, Clinical Preventive Services, Mental Health, Obesity, Physical Activity and Nutrition",https://www.lexmed.com/docs/2022_CHNA_Final_Report.pdf,N/A,N/A
6370031,Lighthouse Behavioral Health Hospital,152 Waccamaw Medical Park Drive,Conway,29526-8901,SC,"Universal Health Services, Inc.",Unable to Find,N/A unable to find,,,,,,,,,
6370495,McLeod Health Cheraw,711 Chesterfield Highway,Cheraw,29520-7002,SC,McLeod Health,Non-Profit,2022,Combination of counties and zip codes,Chesterfield,"29512, 29520, 29570, 29584, 29586, 29709, 29727, 29741",N/A,"Obesity, Cancer, Access to primary care, Diabetes, Heart Disease and Stroke, Lung Disease, Drug Abuse, Mental Health","Access to Primary Care, Diabetes, Heart Disease and Stroke, Lung Disease",https://www.mcleodhealth.org/wp-content/uploads/2022/10/McLeod-Cheraw-2022.pdf,https://www.mcleodhealth.org/wp-content/uploads/2022/10/McLeod-Cheraw-2022.pdf,N/A
6370445,McLeod Health Clarendon,10 Hospital Street,Manning,29102-3153,SC,McLeod Health,Non-Profit,2019,"Combination of counties, zip codes, and places","Claredon, Williamsburg, Sumter","29001, 29051, 29056, 29102, 29111, 29125, 29148, 29556, 29590","Alcolu, Gable, Greeleyville, Manning, New Zion, Pinewood, Summerton, Kingstree, Salters","Acess to primary care, Cancer, Diabetes, Family planning/teen prgnancy, Healthy environment, Heart disease/stroke, Addressing mental health, Obesity","Acess to care, Diabetes, Heart disease/stroke, Lung disease",https://www.mcleodhealth.org/wp-content/uploads/2019/10/McLeod-Clarendon-2019-CHNA_08022019.pdf,https://www.mcleodhealth.org/wp-content/uploads/2019/10/McLeod-Clarendon-2019-CHNA_08022019.pdf,N/A
6370444,McLeod Loris Seacoast Hospital,3655 Mitchell Street,Loris,29569-2827,SC,McLeod Health,Non-Profit,2022,"Combination of counties, zip codes, and places","Horry, Columbus, Marion","28430, 28432, 28439, 38463, 29545, 29569, 29581","Cerro Gordo, Clarendon, Fair Bluff, Tabor City, Green Sea, Loris, Nichols","Lung Disease, Prenatal & Infant Care, Cancer, Heart Disease & Stroke, Drug Abuse & Alcohol, Access to Care ","Lung Disease, Prenatal & Infant Care, Cancer, Heart Disease & Stroke, Drug Abuse & Alcohol, Access to Care ",https://www.mcleodhealth.org/wp-content/uploads/2022/10/McLeod-Loris-Seacoast-2022.pdf,https://www.mcleodhealth.org/wp-content/uploads/2022/10/McLeod-Loris-Seacoast-2022.pdf,N/A
6370237,McLeod Medical Center Darlington,701 Cashua Ferry Road,Darlington,29532-8488,SC,McLeod Health,Non-Profit,2019,"Combination of counties, zip codes, and places",Darlington,"29069, 29532, 29540, 29550, 29593","Lamar, Darlington, Dovesville, Hartsville, Society Hill ","Access to Primary care, Heart disease/stroke, Diabetes, Oral Health, Immunization, Drug Overdose ","Access to health care, Heart disease and stroke, Diabetes, Oral health, Immunization, Drug overdose",https://www.mcleodhealth.org/wp-content/uploads/2019/10/McLeod-Darlington-2019-CHNA_08022019.pdf,https://www.mcleodhealth.org/wp-content/uploads/2019/10/McLeod-Darlington-2019-CHNA_08022019.pdf,N/A
6370240,McLeod Medical Center Dillon,301 East Jackson Street,Dillon,29536-2509,SC,McLeod Health,Non-Profit,2022,"Combination of counties, zip codes, and places","Robeson, Marlboro, Dillon","28340, 28369, 28383, 29525, 29536, 29543, 29547, 29563, 29567","Fairmont, Orrum, Rowland, Clio, Dillon, Fork, Hamer, Lake View, Little Rock","Obesity, Cancer, Drug abuse, and Heart disease/ Stroke, Diabetes,  Smoking/Tobacco Use, Violence ","Chronic Diseases, Access to Care, Substance Abuse, Sexual Health",https://www.mcleodhealth.org/wp-content/uploads/2022/10/McLeod-Dillon-2022.pdf,https://www.mcleodhealth.org/wp-content/uploads/2022/10/McLeod-Dillon-2022.pdf,N/A
6370009,McLeod Regional Medical Center,555 East Cheves Street,Florence,29506-2617,SC,McLeod Health,Non-Profit,2022,"Combination of counties, zip codes, and places","Kershaw, Lee, Chesterfield, Sumter, Florence, Clarendon, Marion, Dillon, Williamsburg","29009, 29010, 29046, 29080, 29101, 29104, 29114, 29161 , 29162, 29501, 29505, 29506, 29516, 29518, 29519, 29530, 29541, 29555, 29560,29565,29571,29574, 29583, 29591, 29592","Bethune, Bishopville, Elliott, Lynchburg,  McBee ,  Mayesville ,  Olanta ,Timmonsville, Turbeville , Florence , Florence , Blenheim , Cades,  Centenary ,Coward , Effingham ,Johnsonville , Lack City, Latta, Marion, Mullins, Pamplico, Scranton, Sellers","Obesity, Heart Disease/Stroke, Cancer, Mental Health, Diabetes","Access to Health Care Services for Vulnerable Populations, Heart Disease and Stroke , Diabetes ,Cancer",https://www.mcleodhealth.org/wp-content/uploads/2022/10/McLeod-Regional-Medical-Center-2022.pdf,N/A,N/A
6370280,Moncrief Army Community Hospital,4500 Stuart Street,Fort Jackson,29207-5700,SC,"Department of the Army, Office of the Surgeon General",Unable to Find,N/A unable to find,,,,,,,,,
6370110,MUSC Health Chester Medical Center,1 Medical Park Drive,Chester,29706-9769,SC,"Community Health Systems, Inc.",Non-Profit,2021,List of Counties,"Chester, Fairfield, Lancaster, York",N/A,N/A,"Mental Health, Obesity, Nutrition & Physical Activity, Maternal, Infant & Child Health, Access to Care, Oral Health, Clinical Preventative Services, Sexual Health, Injury & Violence, Substance Misuse, Tobacco Use","Mental Health, Obesity, Nutrition & Physical Activity, Maternal, Infant & Child Health, Access to Care, Oral Health",https://muschealth.org/-/sm/health/f/lancaster-division-community-health-needs-assessment-report-optimized.ashx,N/A,N/A
6370011,MUSC Health Florence Medical Center,805 Pamplico Highway,Florence,29505-6050,SC,"Community Health Systems, Inc.",Non-Profit,2021,List of Counties,"Darlington, Florence, Marion, Williamsburg",N/A,N/A,"Obesity, Nutrition and Physical Activity, Access to Care, Clinical Preventative Services, Mental Health","Obesity, Nutrition & Physical Activity, Mental Health, Access to Care, Clinical Preventative Services, Oral Health, Maternal, Infant & Child Health, Injury & Violence, Sexual Health, Substance Misuse, Tobacco Use",https://muschealth.org/-/sm/health/florence-medical-center/f/pee-dee-region-community-health-needs-assessment-report.ashx,https://muschealth.org/-/sm/health/florence-medical-center/f/pee-dee-region-community-health-needs-assessment-report.pdf,N/A
6370430,MUSC Health Lancaster Medical Center,800 West Meeting Street,Lancaster,29720-2298,SC,"Community Health Systems, Inc.",Non-Profit,2021,List of Counties,"Chester, Fairfield, Lancaster, York",N/A,N/A,"Mental Health, Obesity, Nutrition & Physical Activity, Maternal, Infant & Child Health, Access to Care, Oral Health, Clinical Preventative Services, Sexual Health, Injury & Violence, Substance Misuse, Tobacco Use, COVID-19","Mental Health, Obesity, Nutrition & Physical Activity, Maternal, Infant & Child Health, Access to Care, Oral Health
",https://muschealth.org/-/sm/health/f/lancaster-division-community-health-needs-assessment-report-optimized.ashx,N/A,N/A
6370013,MUSC Health Marion Medical Center,2829 East Highway 76,Mullins,29574-6035,SC,"Community Health Systems, Inc.",Non-Profit,2021,List of Counties,"Darlington, Florence, Marion, Williamsburg",N/A,N/A,"Obesity, Nutrition & Physical Activity, Mental Health, Access to care, Clinical Preventative services , Oral health,  Maternal, Infant and Child health, Injury and violence, Sexual health,  Substance misuse, ToBacco use"," Access to Care, Obesity, Nutrition, and Physical Activity, Clinical Preventative Services, Mental and Behavioral Health",https://muschealth.org/-/sm/health/florence-medical-center/f/pee-dee-region-community-health-needs-assessment-report.ashx,https://muschealth.org/-/sm/health/florence-medical-center/f/pee-dee-region-community-health-needs-assessment-report.ashx,N/A
6370085,MUSC Health of Medical University of South Carolina,169 Ashley Avenue,Charleston,29425-8905,SC,"Community Health Systems, Inc.",Non-Profit,2019,List of Counties,"Berkeley, Charleston, Dorchester",N/A,N/A,"Access to Care, Obesity, Nutrition & Physical Activity, Maternal, infant and Child Health, Mental & Behavioral Health, Clinical Preventive Services, Oral Health, Tobacco Use, Injury and Violence, Substance Misuse, Sexual Health","Access to Care, Obesity, Nutrition and Physical Activity, Maternal, Infant & Child health, Mental & Behavioral health, Clinical Preventive Services",https://muschealth.org/-/sm/health/about-us/growth/f/chna-report.ashx?la=en,N/A,l HTCsupport@tuw.org 
6370055,Naval Hospital Beaufort,1 Pinckney Boulevard,Beaufort,29902-6122,SC,"Bureau of Medicine and Surgery, Department of the Navy",Unable to Find,N/A unable to find,,,,,,,,,
6370500,Newberry County Memorial Hospital,2669 Kinard Street,Newberry,29108-2911,SC,QHR,Non-Profit,2022,"Combination of counties, zip codes, and places",Newberry,"29037, 29075, 29108, 29126, 29127, 29145, 29178, 29138","Chappells, Little Mountain, Newberry, Pomaria, Prosperity, Silverstreet, Whitmire, Saluda","Mental Health, Diabetes, Diet, Obesity, Education System, Heart Disease, Cancer, Healthcare Services: Prevention","Mental Health, Obesity/Nutrition, Prevention/Chronic Disease Management",https://www.newberryhospital.org/images/uploads/NCMH_CHNA_Final_Report.pdf,https://www.newberryhospital.org/images/uploads/NCMH_CHNA_Final_Report.pdf,N/A
6370095,Palmetto Lowcountry Behavioral Health,2777 Speissegger Drive,Charleston,29405-8229,SC,"Universal Health Services, Inc.",For-Profit,N/A unable to find,,,,,,,,,
6370027,Patrick B. Harris Psychiatric Hospital,130 Highway 252,Anderson,29621-5054,SC,,Unable to Find,N/A unable to find,,,,,,,,,
6370034,Pelham Medical Center,250 Westmoreland Road,Greer,29651-9013,SC,Spartanburg Regional Healthcare System,Non-Profit,N/A unable to find,,,,,,,,,
6370580,Piedmont Medical Center,222 Herlong Avenue,Rock Hill,29732,SC,TENET Healthcare Corporation,For-Profit,N/A unable to find,,,,,,,,,
6370244,Prisma Health Baptist Easley Hospital,200 Fleetwood Drive,Easley,29640-2022,SC,Prisma Health - Upstate,Non-Profit,2022,List of Counties,"Oconee, Pickens, Greenville, Laurens, Lexington, Richland, Sumter",N/A,N/A,"Cost of care/no insurance, long waiting list, lack of behavioral health resources, Education for overall healthy eating and healthy body weight, Prevention for Heart Disease and Stroke","Mental health, Overweight and Obesity, Heart Disease and Stroke",https://prismahealth.org/pdfs/2022-chna-report,https://prismahealth.org/pdfs/2022-chna-action-plan,N/A
6370190,Prisma Health Baptist Hospital,Taylor at Marion Street,Columbia,29220-0001,SC,Prisma Health - Midlands,Non-Profit,2022,List of Counties,"Oconee, Pickens, Greenville, Laurens, Lexington, Richland, Sumter",N/A,N/A,"Cost of care/no insurance, long waiting list, lack of behavioral health resources, Education for overall healthy eating and healthy body weight, Prevention for Heart Disease and Stroke","Mental health, Overweight and Obesity, Heart Disease and Stroke",https://prismahealth.org/pdfs/2022-chna-report,https://prismahealth.org/pdfs/2022-chna-action-plan,N/A
6370429,Prisma Health Baptist Parkridge Hospital,400 Palmetto Health Parkway,Columbia,29212-1760,SC,Prisma Health - Midlands,Non-Profit,2022,List of Counties,"Oconee, Pickens, Greenville, Laurens, Lexington, Richland, Sumter",N/A,N/A,"Cost of care/no insurance, long waiting list, lack of behavioral health resources, Education for overall healthy eating and healthy body weight, Prevention for Heart Disease and Stroke","Mental health, Overweight and Obesity, Heart Disease and Stroke",https://prismahealth.org/pdfs/2022-chna-report,https://prismahealth.org/pdfs/2022-chna-action-plan,N/A
6370323,Prisma Health Greenville Memorial Hospital,701 Grove Road,Greenville,29605-4295,SC,Prisma Health - Upstate,Non-Profit,2022,List of Counties,"Oconee, Pickens, Greenville, Laurens, Lexington, Richland, Sumter",N/A,N/A,"Cost of care/no insurance, long waiting list, lack of behavioral health resources, Education for overall healthy eating and healthy body weight, Prevention for Heart Disease and Stroke","Mental health, Overweight and Obesity, Heart Disease and Stroke",https://prismahealth.org/pdfs/2022-chna-report,https://prismahealth.org/pdfs/2022-chna-action-plan,N/A
6370378,Prisma Health Greer Memorial Hospital,830 South Buncombe Road,Greer,29650-2400,SC,Prisma Health - Upstate,Non-Profit,2022,List of Counties,"Oconee, Pickens, Greenville, Laurens, Lexington, Richland, Sumter",N/A,N/A,"Cost of care/no insurance, long waiting list, lack of behavioral health resources, Education for overall healthy eating and healthy body weight, Prevention for Heart Disease and Stroke","Mental health, Overweight and Obesity, Heart Disease and Stroke",https://prismahealth.org/pdfs/2022-chna-report,https://prismahealth.org/pdfs/2022-chna-action-plan,N/A
6370595,Prisma Health Hillcrest Hospital,729 SE Main Street,Simpsonville,29681-3280,SC,Prisma Health - Upstate,Non-Profit,2022,List of Counties,"Oconee, Pickens, Greenville, Laurens, Lexington, Richland, Sumter",N/A,N/A,"Cost of care/no insurance, long waiting list, lack of behavioral health resources, Education for overall healthy eating and healthy body weight, Prevention for Heart Disease and Stroke","Mental health, Overweight and Obesity, Heart Disease and Stroke",https://prismahealth.org/pdfs/2022-chna-report,https://prismahealth.org/pdfs/2022-chna-action-plan,N/A
6370001,Prisma Health Laurens County Hospital,22725 Highway 76 East,Clinton,29325-7527,SC,Prisma Health - Upstate,Non-Profit,2022,List of Counties,"Oconee, Pickens, Greenville, Laurens, Lexington, Richland, Sumter",N/A,N/A,"Cost of care/no insurance, long waiting list, Lack of behavioral health resources, Education for overall healthy eating and healthy body weight, Prevention for Heart Disease and Stroke","Mental health, Overweight and Obesity, Heart Disease and Stroke",https://prismahealth.org/pdfs/2022-chna-report,https://prismahealth.org/pdfs/2022-chna-action-plan,N/A
6370650,Prisma Health North Greenville LTACH,807 North Main Street,Travelers Rest,29690-1551,SC,Prisma Health - Upstate,Non-Profit,2022,List of Counties,"Oconee, Pickens, Greenville, Laurens, Lexington, Richland, Sumter",N/A,N/A,"Cost of care/no insurance, long waiting list, lack of behavioral health resources, Education for overall healthy eating and healthy body weight, Prevention for Heart Disease and Stroke","Mental health, Overweight and Obesity, Heart Disease and Stroke",https://prismahealth.org/pdfs/2022-chna-report,https://prismahealth.org/pdfs/2022-chna-action-plan,N/A
6370590,Prisma Health Oconee Memorial Hospital,298 Memorial Drive,Seneca,29672-9499,SC,Prisma Health - Upstate,Non-Profit,2022,List of Counties,"Oconee, Pickens, Greenville, Laurens, Lexington, Richland, Sumter",N/A,N/A,"Cost of care/no insurance, Long waiting list, lack of behavioral health resources, Education for overall healthy eating and healthy body weight, Prevention for Heart Disease and Stroke","Mental health, Overweight and Obesity, Heart Disease and Stroke",https://prismahealth.org/pdfs/2022-chna-report,https://prismahealth.org/pdfs/2022-chna-action-plan,N/A
6370033,Prisma Health Patewood Hospital,175 Patewood Drive,Greenville,29615-3570,SC,Prisma Health - Upstate,Non-Profit,2022,List of Counties,"Oconee, Pickens, Greenville, Laurens, Lexington, Richland, Sumter",N/A,N/A,"Cost of care/no insurance, long waiting list, lack of behavioral health resources, Education for overall healthy eating and healthy body weight, Prevention for Heart Disease and Stroke","Mental health, Overweight and Obesity, Heart Disease and Stroke",https://prismahealth.org/pdfs/2022-chna-report,https://prismahealth.org/pdfs/2022-chna-action-plan,N/A
6370140,Prisma Health Richland Hospital,Five Richland Medical Park Drive,Columbia,29203-6897,SC,Prisma Health - Midlands,Non-Profit,2022,List of Counties,"Oconee, Pickens, Greenville, Laurens, Lexington, Richland, Sumter",N/A,N/A,"Cost of care/no insurance, long waiting list, lack of behavioral health resources, Education for overall healthy eating and healthy body weight, Prevention for Heart Disease and Stroke","Mental health, Overweight and Obesity, Heart Disease and Stroke",https://prismahealth.org/pdfs/2022-chna-report,https://prismahealth.org/pdfs/2022-chna-action-plan,N/A
6370640,Prisma Health Tuomey Hospital,129 North Washington Street,Sumter,29150-4983,SC,Prisma Health - Midlands,Non-Profit,2022,List of Counties,"Oconee, Pickens, Greenville, Laurens, Lexington, Richland, Sumter",N/A,N/A,"Cost of care/no insurance, Long waiting list, lack of behavioral health resources, Education for overall healthy eating and healthy body weight, Prevention for Heart Disease and Stroke","Mental health, Overweight and Obesity, Heart Disease and Stroke",https://prismahealth.org/pdfs/2022-chna-report,https://prismahealth.org/pdfs/2022-chna-action-plan,N/A
