ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Non-Profit_Status,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact
6120330,Memorial Hospital,3073 White Mountain Highway,North Conway,03860-7101,NH,MaineHealth,Non-Profit,2022,List of Counties,Carroll,N/A,N/A,"Mental Health, Access to care, Social determinants of health, Substance use","Mental Health, Access to care, Social determinants of health, Substance use, Older adult health, physical activity, nutrition, weight, diabetes, children with special needs, tabacco, intentional injury, other better care for people with developmental disabililties, immunizations, cacner, envirnmental health, infectious disease, oral health, respiratory disease, unintentional injury",https://www.mainehealth.org/-/media/Community-Health/CHNA/2022/Carroll-County-CHNA-Report-2022.pdf,https://www.mainehealth.org/-/media/Community-Health/CHNA/2022/2022-2024-Community-Health-Implementation-Plan-MEM.pdf,N/A
6120340,Monadnock Community Hospital,452 Old Street Road,Peterborough,03458-1295,NH,,Non-Profit,2021,Combination of counties and places," Cheshire, Hillsborough",N/A,"Antrim,Bennington,Dublin,Francestown, Greenfield,Greenville,Hancock,Jaffrey, New Ipswich,Peterborough,Rindge, Sharon,Temple","Affordable healthcare services,Funding for depression/anxiety, Early intervention for substance use,Crisis care programs for mental health, Domestic violence Resources,Transportation, Caring for aging parents,Dental care /Specialty services, Post addiction services,Prescription assistance","Access to Affordable Housing, Case Management / Care Coordination, Access to Services, Specialty Care / Populations, Mental Health & Substance Use Disorder, Preventive Care",https://monadnockhosp.wpenginepowered.com/wp-content/uploads/2022/08/2021CHNA-FINAL.pdf ,https://monadnockhosp.wpenginepowered.com/wp-content/uploads/2022/08/MCH-Implementation-Plan-FINAL.pdf ,N/A
6120060,New Hampshire Hospital,36 Clinton Street,Concord,03301-2359,NH,,Non-Profit,2021,"Combination of counties, zip codes, and places","Belknap, Grafton, Merrimack","03275. 03216, 03231, 03303, 03304, 03221, 03224, 03225, 03258, 03301, 03244, 03046, 03234, 03242, 03244, 03106, 03229, 03307, 03275, 03303, 03263, 03268, 03275, 03273, 03278, 03280, 03281, 03303. 03244","Allenstown , Andover, Barnstead, Boscawen, Bow, Bradford, Canterbury, Center Barnstead, Chichester, Concord, Deering, Dunbarton, Epsom, Hennike, Hillsborough, Hooksett, Hopkinton, Loudon, Northwood , Pembroke, Penacook, Pittsfield, Salisbury, Suncook, Sutton, Warner, Washington, Weare, Webster, Windsor","Access to Health Services, Aging Population, COVID-19 Pandemic and Effects, Mental Health, Navigating the Healthcare System, Substance Misuse Disorder Nutrition, Physical Activity, Obesity, Social Determinants","Access to Health Services, Aging Population, COVID-19 Pandemic and Effects, Mental Health, Navigating the Healthcare System, Substance Misuse Disorder Nutrition, Physical Activity, Obesity, Social Determinants ",https://www.concordhospital.org/app/files/public/3c557052-73bb-43af-a8b0-2dcf0e037949/2021CapitalRegionCommunityHealthNeedsAssessment.pdf,https://www.concordhospital.org/app/files/public/3c557052-73bb-43af-a8b0-2dcf0e037949/2021CapitalRegionCommunityHealthNeedsAssessment.pdf,N/a
6120310,New London Hospital,273 County Road,New London,03257-5736,NH,,Non-Profit,2021,List of Places,N/A,N/A,"Andover,Bradford, Croydon,Danbury,Goshen, Grantham,Lempster,New London,Newbury, Newport,Springfield,Sunapee,Sutton,Washington,Wilmot","Cost of health insurance, Able to get mental health services, Cost of health care services, Cost of prescription drugs, Prevent misuse and addiction to alcohol and drugs","Access to affordable health insurance, healthcare services and prescription drugs, Access to mental health services, Substance misuse prevention, Access to treatment and recovery, Availability of primary care services, Senior services including healthcare, assisted living, long term care, home healthcare and hospice services, Family strengthening including domestic violence and childhood trauma, Prevention and treatment for cancer",https://www.newlondonhospital.org/sites/default/files/2021-07/Community-Health-Needs-Assessment-2021.pdf ,https://www.newlondonhospital.org/sites/default/files/2021-05/CHNA-Implementation-Plan-2018.pdf ,Catherine.Bardier@NewLondonHospital.org 
6120370,Northeast Rehabilitation Hospital,70 Butler Street,Salem,03079-3925,NH,,Unable to Find,N/A unable to find,,,,,,,,,
6120090,Parkland Medical Center,One Parkland Drive,Derry,03038-2750,NH,HCA Healthcare,Unable to Find,N/A unable to find,,,,,,,,,
6120001,Portsmouth Regional Hospital,333 Borthwick Avenue,Portsmouth,03801-7128,NH,HCA Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6120290,Southern New Hampshire Medical Center,8 Prospect Street,Nashua,03060-3925,NH,SolutioNHealth,Non-Profit,2021,List of Places,N/A,N/A,"Amherst, Brookline, Hollis, Hudson, Litchfield, Lyndeborough, Mason, Merrimack, Milford, Mont Vernon, Nashua, Pelham, Wilton, Derry, Londonderry, New Boston, New Ipswich, Salem, Windham, Dunstable, Pepperell, Townsend, Tyngsboro","Behavior health, Weight, Nutrition, Firtness, Access to Healthcare, Health Mons and Babies, Enviromental health Cronic Diseases an Cancer, Communicable Diseases, Emergency Preparedness, Social Determinants of Health, Safety","Behavior health, Weight, Nutrition, Firtness, Access to Healthcare, Health Mons and Babies, Enviromental health Cronic Diseases an Cancer, Communicable Diseases, Emergency Preparedness, Social Determinants of Health, Safety",https://www.snhhealth.org/getattachment/Community-Health/Southern-NH-Health-System-s-Community-Health-Needs-Assessment-(2021).pdf.aspx?lang=en-US,https://www.snhhealth.org/getattachment/Community-Health/Southern-NH-Health-System-s-Community-Health-Needs-Assessment-(2021).pdf.aspx?lang=en-US,N/A
6120350,Speare Memorial Hospital,16 Hospital Road,Plymouth,03264-1199,NH,,Non-Profit,2020,"Combination of counties, zip codes, and places", N/A,"03264, 03222, 03223/19, 03245, 03266, 03285, 03217, 03241, 03251, 03262, 03282, 03279","Plymouth, Bridgewater, Bristol, Alexandria, Campton, Ellsworth, Holderness, Rumney, Thornton, Ashland, Hebron, Groton, Lincoln, Livermore, Woodstock, Wentworth, Warren, Waterville Valley","Affordable health care services and health insurance, cost of care and prescription, Access to healthy foods, good nutrition, Domestic violence, Child Abuse and Neglect, Access to mental health services, Affordable housing, Availability of primary care services, Health care for seniors, Preparing for public health emergencies, Prevention of substance misuse and addiction","Alcohol and drug use prevention, treatment and recovery, Affordable health care services and health insurance, Access to mental health services, Domestic violence and childhood trauma, Access to healthy foods, good nutrition, Opportunities for physical activity, recreation, Senior services including assisted living or long term care services, Access to transportation",https://spearehospital.wpenginepowered.com/wp-content/uploads/2021/02/FY-2020-CNHHP-Community-Health-Needs-Assessment.pdf,https://spearehospital.wpenginepowered.com/wp-content/uploads/2021/04/2020-Community-Health-Assessement-Implementation-Plan.pdf, info@spearehospital.com
6120300,St. Joseph Hospital,172 Kinsley Street,Nashua,03060-3648,NH,Covenant Health,Non-Profit,2020,List of Places,N/A,N/A,"Nashua, Amherst, Brookline, Hollis, Hudson, Litchfield, Lyndeborough, Mason, Merrimack, Milford, Mont Vernon, Pelham, Wilton","Behavoiral Health, Chronice Disease, Communicable Disease, Enviornmental Health, Maternal and Child Health, Public Health Emergency Prepareness, Adverse Childhood Experiences, Social Determinants of Health, Physical Wellness","Behavoiral Health, Chronice Disease, Communicable Disease, Enviornmental Health, Maternal and Child Health, Public Health Emergency Prepareness, Adverse Childhood Experiences, Social Determinants of Health, Physical Wellness",https://dashboards.mysidewalk.com/gnphr-cha,N/A,bagleyb@nashuanh.gov
6120029,Upper Connecticut Valley Hospital,181 Corliss Lane,Colebrook,03576-3207,NH,QHR,Non-Profit,2022,Combination of counties and zip codes,"Coos, Grafton","03575, 03576, 03579, 03581, 03582, 03583, 03584, 03588, 03590, 03592, 03593, 03595, 03598, 03215, 03217, 03222, 03223, 03240, 03241, 03245, 03251, 03262, 03264, 03266, 03279, 03282, 03285, 03561, 03574,03580, 03585, 03586, 03740, 03741, 03748, 03750, 03755, 03765, 03766, 03768, 03771, 03774, 03777, 03779, 03780, 03784, 03785",N/A,"Behavioral Health, Access to Healthcare Services, Chronic Disease Management","Mental Health, Accessibility to healthcare services, Access to senior services, Cancer, Heart Disease, Alzheimer's and Dementia, Diabetes ",https://www.ucvh.org/community-benefits-report/,https://www.ucvh.org/community-benefits-report/,n/a
6120020,Valley Regional Hospital,243 Elm Street,Claremont,03743-4921,NH,,Non-Profit,2021,List of Places,N/A,N/A,"Acworth, Charleston, Claremont, Cornish, Goshen, Grantham, Langdon, Lempster, Newport, Plainfield, Springfield, Sunapee, Unity, Washington","Availability of mental health services, Cost of health care services, affordability of health insurance, Alcohol and drug use prevention, treatment and recovery, Socio-economic conditions, Affordability and availability of dental care services, Prevent child abuse and neglect","Availability of mental health services, Cost of health care services, affordability of health insurance, Alcohol and drug use prevention, treatment and recovery, Socio-economic conditions, Affordability and availability of dental care services, Prevent child abuse and neglect",https://vrh.org/public-reports/,https://vrh.org/public-reports/,N/A
6120210,Weeks Medical Center,173 Middle Street,Lancaster,03584-3508,NH,QHR,Non-Profit,2018,Combination of counties and zip codes,"Coos, Grafton","03575, 03576, 03579, 03581, 03582, 03583, 03584, 03588, 03590, 03592, 03593, 03595, 03598, 03215, 03217, 03222, 03223, 03240, 03241, 03245, 03251, 03262, 03264, 03266, 03279, 03282, 03285, 03561, 03574, 03580, 03585, 03586, 03740, 03741, 03748, 03750, 03755, 03765, 03766, 03768, 03771, 03774, 03777, 03779, 03780, 03784, 03785",N/A,"drug or substance abuse,mental health, accessibility, alcohol abuse, affordability",n/a,https://weeksmedical.org/wp-content/uploads/2019/09/09.18.19-NorthernNewHampshireRegionCHNAAssessmentReportFinalV2.pdf,N/A,N/A
6120080,Wentworth-Douglass Hospital,789 Central Avenue,Dover,3820,NH,"Partners HealthCare System, Inc.",Non-Profit,2018,List of Places,N/A,N/A,"Dover, Somersworth, Barrington, Durham, Rollinsford, Lee, Madbury, Rochester, Newmarket","access to health services, heart disease and stroke, mental health, nutrition physical activity and obesity, older adults, oral health, social determinants, substance abuse, tobacco use","obesity, heart disease or stroke, injury prevention, mental health, alcohol and substance misuse,public health emergency preparedness",https://www.wdhospital.org/files/7615/6890/5432/2019_WDH_CHNA_-_FINAL.pdf,n/a,Adam.Bagni@wdhospital.org
