ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Funding_Type,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact
6860378,Banner Boswell Medical Center,10401 West Thunderbird Blvd,Sun City,85351-3004,AZ,Banner Health,Non-Profit,2022,List of Counties,Maricopa,n/a,n/a,"Access to and navigating healthcare services, Access to supportive care after hospital discharge, Access to care post-COVID, Employee wellness, Integrating social determinants of health with Banner, Health literacy, Health management, Diabetes and heart disease management, Diagnosing and managing dementia, Ongoing care for those with long-COVID, Preventative cancer education, Cancer screenings, Access to mental health resources, Mental health care for those affected by COVID, Substance and alcohol abuse and misuse prevention","Improving the health of the communities served, Chronic disease management, Behavioral health",https://www.bannerhealth.com/-/media/files/project/bh/chna-reports/2022/arizona/banner-boswell-medical-center-sun-city.ashx,n/a,CHNA.CommunityFeedback@bannerhealth.com
6860025,Banner Casa Grande Medical Center,1800 East Florence Boulevard,Casa Grande,85122-5399,AZ,Banner Health,Non-Profit,2019,"Combination of counties, zip codes, and places",Pinal,"85122, 85131, 85123, 85128, 85194","Casa Grande, Eloy, Arizona City, Coolidge","Mental Health Issues, Substance Addiction and Overdose, Aging Problems, Child Abuse/Neglect, Diabetes, Domestic Violence","Access to care, Chronic Disease Management, Behavioral Health",https://www.bannerhealth.com/-/media/files/project/bh/chna-reports/2020/bcgmc-2020-chna-report.ashx,https://www.bannerhealth.com/-/media/files/project/bh/chna-reports/2019/implementation-strategies.ashx,CHNA.CommunityFeedback@bannerhealth.com
6860430,Banner Del E. Webb Medical Center,14502 West Meeker Boulevard,Sun City West,85375-5299,AZ,Banner Health,Non-Profit,2022,List of Counties,Maricopa,n/a,n/a,"Mental Health, Access to Health Care, Substance and Alcohol Abuse, Aging Problems, Diabetes, Cancers, Heart Disease, Social Determinants of Health, Economic Stability, Health Literacy, Education","Access to Care, Chronic Disease Management, Behavioral Health",https://www.bannerhealth.com/-/media/files/project/bh/chna-reports/2022/arizona/banner-del-e-webb-medical-center-sun-city-west.ashx,https://www.bannerhealth.com/-/media/files/project/bh/chna-reports/2022/implementation-strategies-for-posting.ashx,CHNA.CommunityFeedback@bannerhealth.com
6860016,Banner Desert Medical Center,1400 South Dobson Road,Mesa,85202-4707,AZ,Banner Health,Non-Profit,2022,List of Counties,Maricopa,n/a,n/a,"Overweight/Obesity, Alcohol and Substance Abuse, Mental Health Issues, High Blood Pressure or Cholesterol, Aging Problems, Cancers, Diabetes, Economic Stability, Social Determinants of Health, Health Literacy, Education","Access to Care, Chronic Disease Management, Behavioral Health",https://www.bannerhealth.com/-/media/files/project/bh/chna-reports/2022/arizona/banner-desert-medical-center-and-banner-childrens-at-desert-mesa.ashx,https://www.bannerhealth.com/-/media/files/project/bh/chna-reports/2022/implementation-strategies-for-posting.ashx,CHNA.CommunityFeedback@bannerhealth.com
6860036,Banner Estrella Medical Center,9201 West Thomas Road,Phoenix,85037-3332,AZ,Banner Health,Non-Profit,2022,List of Counties,Maricopa,n/a,n/a,"Mental Health, Access to Health Care, Substance and Alcohol Abuse, Aging Problems, Diabetes, Cancers, Heart Disease, Social Determinants of Health, Economic Stability, Health Literacy, Education","Access to Care, Chronic Disease Management, Behavioral Health",https://www.bannerhealth.com/-/media/files/project/bh/chna-reports/2022/arizona/banner-estrella-medical-center-phoenix.ashx,https://www.bannerhealth.com/-/media/files/project/bh/chna-reports/2022/implementation-strategies-for-posting.ashx,CHNA.CommunityFeedback@bannerhealth.com
6860043,Banner Gateway Medical Center,1900 North Higley Road,Gilbert,85234-1604,AZ,Banner Health,Non-Profit,2022,Combination of counties and zip codes,Maricopa,"85264 ,85250 ,85256 ,85251 ,85257 ,85281 ,85287 ,85282 ,85283 ,85284 ,85224 ,85286 ,85248 ,85249 ,85289 ,85142 ,85140 ,85215 ,85203 ,85213 ,85201 ,85210 ,85202 ,85233 ,85225 ,85295 ,85297 ,85212 ,85120, 85207 ,85209 ,85208 ,85205 ,85206 ,85234 ,85296 ,85204",N/A,"Mental health, Access to health care, Alcohol/drug abuse, Aging problems, Diabetes, access to healthcare, good jobs and healthy economy, affordable housing, good schools, healthy behaviors and lifestyles","Access to Care, Chronic Disease Management, Behavioral Health",https://www.bannerhealth.com/-/media/files/project/bh/chna-reports/2022/arizona/banner-gateway-medical-center-gilbert.ashx,https://www.bannerhealth.com/-/media/files/project/bh/chna-reports/2022/implementation-strategies-for-posting.ashx,CHNA.CommunityFeedback@bannerhealth.com
6860263,Banner Goldfield Medical Center,2050 West Southern Avenue,Apache Junction,85120-7305,AZ,Banner Health,Non-Profit,2020,"Combination of counties, zip codes, and places","Pinal, Maricopa","85120, 85119, 85118, 85208","Apache Junction, Gold Canyon, Mesa","Access to care, cancer, diabetes, heart disease, Mental Health Disorders, Opioid Misuse, overdose and addiction, incarceration","Access to care, cancer, diabetes, heart disease, Mental Health Disorders , Opioid Misuse, behavioral health",https://www.bannerhealth.com/-/media/files/project/bh/chna-reports/2020/bgfmc-2020-chna-report.ashx,https://www.bannerhealth.com/-/media/files/project/bh/chna-reports/2019/implementation-strategies.ashx,CHNA.CommunityFeedback@bannerhealth.com
6860026,Banner Heart Hospital,6750 East Baywood Avenue,Mesa,85206-1749,AZ,Banner Health,Non-Profit,2022,List of Counties,Maricopa,N/A,N/A,"Access to Care; Behavioral Health (SUBSTANCE ABUSE, DEPRESSION, BEHAVIORAL HEALTH, MENTAL HEALTH); Chronic Disease Management (heart disease, cancer, chronic lower respiratory disease, and diabetes)","Access to Care; Behavioral Health (SUBSTANCE ABUSE, DEPRESSION, BEHAVIORAL HEALTH, MENTAL HEALTH); Chronic Disease Management (heart disease, cancer, chronic lower respiratory disease, and diabetes)",https://www.bannerhealth.com/-/media/files/project/bh/chna-reports/2022/arizona/banner-heart-hospital-mesa.ashx,https://www.bannerhealth.com/-/media/files/project/bh/chna-reports/2019/implementation-strategies.ashx,CHNA.CommunityFeedback@bannerhealth.com
6860059,Banner Ironwood Medical Center,37000 North Gantzel Road,San Tan Valley,85140-7303,AZ,Banner Health,Non-Profit,2020,"Combination of counties, zip codes, and places","Pinal, Maricopa","85143, 85140, 85142, 85132","San Tan Valley, Queen Creek, Florence","Access to care, Mental health issues, Substance addiction and overdose, Motor vehicle issues, Suicide, Aging problems, cancer, diabetes, heart disease","access to care; cancer; diabetes; heart disease data; behavioural health (substance abuse, depression, behavioural health); mental health disorders; opioid misuse",https://www.bannerhealth.com/-/media/files/project/bh/chna-reports/2020/bimc-2020-chna-report.ashx,https://www.bannerhealth.com/-/media/files/project/bh/chna-reports/2019/implementation-strategies.ashx,CHNA.CommunityFeedback@bannerhealth.com
6860225,Banner Payson Medical Center,807 South Ponderosa Street,Payson,85541-5599,AZ,Banner Health,Non-Profit,2022,"Combination of counties, zip codes, and places",Gila,"85541, 85544, 85553","Payson, Pine, Tonto Basin","Access to care, cancer, diabetes, heart disease,  Mental Health Disorders, aging, drug and alcohol abuse, Opioid Misuse","Access to care, cancer, diabetes, heart disease,  Mental Health Disorders, Opioid Misuse",https://www.bannerhealth.com/-/media/files/project/bh/chna-reports/2022/arizona/banner-payson-medical-center-payson.ashx,https://www.bannerhealth.com/-/media/files/project/bh/chna-reports/2022/arizona/banner-payson-medical-center-payson.ashx,CHNA.CommunityFeedback@bannerhealth.com
6860013,Banner Thunderbird Medical Center,5555 West Thunderbird Road,Glendale,85306-4696,AZ,Banner Health,Non-Profit,2022,List of Counties,Maricopa,N/A,N/A,"Access to health care, Mental health, Substance abuse, heart disease, cancer, Diabetes, chronic lower respiratory disease","Access to health care, Mental health, Substance abuse, heart disease, cancer, Diabetes, chronic lower respiratory disease",https://www.bannerhealth.com/-/media/files/project/bh/chna-reports/2022/arizona/banner-thunderbird-medical-center-glendale.ashx,https://www.bannerhealth.com/-/media/files/project/bh/chna-reports/2022/arizona/banner-thunderbird-medical-center-glendale.ashx,CHNA.CommunityFeedback@bannerhealth.com
6860012,Benson Hospital,450 South Ocotillo Street,Benson,85602-6403,AZ,Benson Health,Non-Profit,2022,List of Counties,Cochise,N/A,N/A,"Mental Health and Alcohol/Substance Abuse,Good Jobs and a Healthy Economy,Healthy Eating and Obesity & Diabetes, Mental/behavioral health services, Transportation,Access to care,More services and resources of all kinds,More collaboration and working together,Economic development and diversity","Mental Health and Alcohol/Substance Abuse,Good Jobs and a Healthy Economy,Healthy Eating and Obesity & Diabetes",https://www.cochise.az.gov/DocumentCenter/View/991/2017-Community-Health-Assessment-Report-PDF,N/A,CHNA.CommunityFeedback@bannerhealth.com
6860379,Canyon Vista Medical Center,5700 East Highway 90,Sierra Vista,85635-9110,AZ,LifePoint Health,Non-Profit,N/A unable to find,,,,,,,,,
6860200,Carondelet Holy Cross Hospital,1171 West Target Range Road,Nogales,85621-2415,AZ,TENET Healthcare Corporation,For-Profit,2018,"Combination of counties, zip codes, and places",Santa Cruz,"85621,85648, 85611,85637,85624","Nogales,Rio Rico,Elgin,Sonoita,Patagonia","Access to health care (including transportation); Birth indicators; Dental care; Diabetes; Economic insecurity; Mental health; Overweight and obesity (including healthy food and physical activity); Substance abuse (alcohol, drugs and tobacco); Teen Births; Heart Disease; Cancer; Oral Health; Transportation","Mental Health,Economic Insecurity,Overweight and Obesity,Access to Health Care,Diabetes,Birth Indicators Dental Care,Substance Abuse",https://www.carondelet.org/docs/librariesprovidercarondelet/default-document-library/holy-cross-hospital-2018-chna-report.pdf?sfvrsn=3ce1b582_2,https://www.carondelet.org/docs/librariesprovidercarondelet/default-document-library/chc-cna-implementation-plan-ada6d3baceaa4f163eda0bfff0f00ed1b39.pdf?sfvrsn=91bc5a1a_2,N/A
6860460,Carondelet St. Joseph's Hospital,350 North Wilmot Road,Tucson,85711-2678,AZ,TENET Healthcare Corporation,For-Profit,2021,Combination of counties and places,Pima,N/A,"Ajo,Casas Adobes,Catalina Foothills,Drexel Heights,Flowing Wells, Green Valley,Marana, Oro Valley, Pascua Yaqui Tribe, Picture Rocks,Sahuarita,San Xavier,Tanque Verde,Tahano O'odham Nation, Tucson Central, Tucson East, Tucson Foothills, Tucson Estates,Tucson South, Tucson South East,Tucson West, Vail,Valencia West","Mental Health/Illness and Substance Abuse/Misuse,Obesity & Related Chronic Diseases, Childhood Obesity/ Diabetes, Access to Service,Food Insecurity, Infant Mortality,Vaccine Preventable Diseases,Suicide,Cancer, Heart Disease, Tobacco Use,Physical Activity, Eating Healthy,Heat-Related Fatalities,Automotive Fatalities,Homeless Death, Undocumented Border Crosser Deaths,CoronaVirus, Influenza/Pneumonia,Sexual Violence,Maternal/Infant/Child Health","Behavioral Health,Obesity and Related,Chronic Diseases,Access to Service",https://www.carondelet.org/docs/librariesprovidercarondelet/default-document-library/pima-county-chna-2.pdf?sfvrsn=93f1c338_0,https://www.carondelet.org/docs/librariesprovidercarondelet/default-document-library/ada_chn-cna-implementation-plan_final_2019.pdf?sfvrsn=c71cb53e_2,N/A
6860480,Carondelet St. Mary's Hospital,1601 West St Mary's Road,Tucson,85745-2682,AZ,TENET Healthcare Corporation,For-Profit,2021,Combination of counties and places,Pima,N/A,"Ajo,Casas Adobes,Catalina Foothills,Drexel Heights,Flowing Wells, Green Valley,Marana, Oro Valley, Pascua Yaqui Tribe, Picture Rocks,Sahuarita,San Xavier,Tanque Verde,Tahano O'odham Nation, Tucson Central, Tucson East, Tucson Foothills, Tucson Estates,Tucson South, Tucson South East,Tucson West, Vail,Valencia West","Mental Health/Illness and Substance Abuse/Misuse,Obesity & Related Chronic Diseases, Childhood Obesity/ Diabetes, Access to Service,Food Insecurity, Infant Mortality,Vaccine Preventable Diseases,Suicide,Cancer, Heart Disease, Tobacco Use,Physical Activity, Eating Healthy,Heat-Related Fatalities,Automotive Fatalities,Homeless Death, Undocumented Border Crosser Deaths,CoronaVirus, Influenza/Pneumonia,Sexual Violence,Maternal/Infant/Child Health","Health systems and navigation,Social Determinants of health,Mental health,Climate and environment,Substance use,Chronic disease,Healthy aging",https://www.tmcaz.com/assets/documents/community/2021-pima-county-community-health-needs-assessment.pdf,https://www.tmcaz.com/assets/documents/community/chna-implementation-strategy-report-2019-21.pdf,N/A
6869154,CCC at PineView Hospital,1920 West Commerce Drive,Lakeside,85929,AZ,,Non-Profit,N/A unable to find,,,,,,,,,
6860028,Chandler Regional Medical Center,1955 West Frye Road,Chandler,85224-6282,AZ,CommonSpirit Health,Non-Profit,2022,"Combination of counties, zip codes, and places",Maricopa,"85044, 85048, 85122, 85138,85139,85210,85224,85225,85226,85233,85248,85249,85283,85284,85286, 85202",Chandler,"mental health and suicide, substance abuse, cancer, chronic disease, injury prevention, access to care, housing and homelessness, violence, equity and nutrition ","access to care, mental and behavoiral health, diabetes, breast cancer, injury prevention, social determinant of health",https://www.dignityhealth.org/content/dam/dignity-health/pdfs/chna/2022-chna/crmc-chna-main-report-22.pdf,https://www.dignityhealth.org/content/dam/dignity-health/pdfs/implementation-strategies/2022/ChandlerRegionalHosp-2022ImplStrat.pdf,CHNA-Chandler@DignityHealth.org 
6860405,"CHG Hospital Tucson, LLC",7220 East Rosewood Drive,Tucson,85710-1350,AZ,Cornerstone Healthcare Group,Non-Profit,N/A unable to find,,,,,,,,,
6741525,CHI St. Luke's Health Brazosport,100 Medical Drive,Lake Jackson,77566-5674,TX,CommonSpirit Health,Non-Profit,2021,Combination of zip codes and places,N/A,"77515, 77422, 77531, 77430, 77534, 77541, 77566, 77577, 77578, 77583, 77480, 77486","Angleton, Brazoria, Clute, Damon, Danbury, Freeport, Lake Jackson, Liverpool, Manvel, Rosharon, Sweeny, West Columbia","access to care, chronic disease, Covid-19, dental care, economic insecurity, mental health, overweight/obesity, preventative practices, substance abuse","mental health, access to health care, chronic disease, Covid-19",https://www.stlukeshealth.org/content/dam/stlukeshealth/pdfs/St.-Luke%27s-Brazosport-Assesment-2021.pdf,https://www.stlukeshealth.org/content/dam/stlukeshealth/pdfs/St.-Luke%27s-Brazosport-Implementation-Strategy-2021.pdf,N/A
6860235,Chinle Comprehensive Health Care Facility,Highway 191,Chinle,86503,AZ,U. S. Indian Health Service,Non-Profit,N/A unable to find,,,,,,,,,
6869157,Cobalt Rehabilitation Hospital,13060 West Bell Road,Surprise,85378-1200,AZ,,Non-Profit,N/A unable to find,,,,,,,,,
6860180,Cobre Valley Regional Medical Center,5880 South Hospital Drive,Globe,85501-9454,AZ,HealthTech Management Services,Non-Profit,2019,Combination of counties and places,"Gila, Pinal",N/A,"Globe, Miami, Claypool, Superior, Kearny, Hayden, Winkleman, Tonto Basin, Roosevelt, Young, Apache communities","Lack of Recreation Facilities and Safe Places to Be Active, preventive care, aging population, provider and speciality services","Increase access to urgent care services, Increase opportunities to safely walk and bike in the region, Increase access to preventative services with a focus on increasing access to affordable quality foods, Increase access to aging-in-place services for the aging population",https://cvrmc.org/wp-content/uploads/CVRMC-CHNA-2019_Final_11_27_19.pdf,https://cvrmc.org/wp-content/uploads/Final-CHIP_4_16_20-v2.pdf,N/A
6864000,Copper Queen Community Hospital,101 Cole Avenue,Bisbee,85603-1399,AZ,,Non-Profit,N/A unable to find,,,,,,,,,
6860575,Curahealth Phoenix,40 East Indianola Avenue,Phoenix,85012-2059,AZ,Curahealth Hospitals,Non-Profit,N/A unable to find,,,,,,,,,
6860018,Curahealth Tucson,355 North Wilmot Road,Tucson,85711-2601,AZ,Curahealth Hospitals,,N/A unable to find,,,,,,,,,
6860469,Dignity Health Arizona General Hospital,7171 South 51st Avenue,Laveen,85339-2923,AZ,CommonSpirit Health,Non-Profit,2022,"Combination of counties, zip codes, and places",Maricopa,"85033, 85035, 85037, 85040, 85041, 85042, 85043, 85051, 85301, 85302, 85303, 85323, 85326, 85335, 85338, 85339, 85345, 85374, 85379","Phoenix, Glendale, Avondale, Buckeye, El Mirage, Goodyear, Laveen, Peoria, Surprise","Mental Health and Suicide; Substance Use; Cancer; Chronic Disease (Diabetes, Cardiovascular Disease, Obesity, Oral Health); Injury Prevention, Access to Care/Immunization; Housing/Homelessness; Violence (Domestic Violence, Intimate Partner Violence, Human Trafficking); Equity (Racial, Health, and Social); Nutrition (Food Access and Exercise)","Access to Care, Mental/Behavioral Health, Chronic Disease, Cancer, Trauma/Injury Prevention, Social Determinants of Health",https://www.dignityhealth.org/content/dam/dignity-health/pdfs/chna/2022-chna/agh-laveen-chna-main-report-22.pdf,https://www.dignityhealth.org/content/dam/dignity-health/pdfs/implementation-strategies/2022/ArizonaGeneral-Laveen-2022ImplStrategy.pdf,communityhealth@dignityhealth.org
6860387,Encompass Health Rehabilitation Hospital of East Valley,5652 East Baseline Road,Mesa,85206-4713,AZ,Encompass Health Corporation,,N/A unable to find,,,,,,,,,
6860033,Encompass Health Rehabilitation Hospital of Northwest Tucson,1921 West Hospital Drive,Tucson,85704-7806,AZ,Encompass Health Corporation,,N/A unable to find,,,,,,,,,
6860001,Encompass Health Rehabilitation Hospital of Scottsdale,9630 East Shea Boulevard,Scottsdale,85260-6267,AZ,Encompass Health Corporation,,N/A unable to find,,,,,,,,,
6860017,Encompass Health Rehabilitation Institute of Tucson,2650 North Wyatt Drive,Tucson,85712-6108,AZ,Encompass Health Corporation,,N/A unable to find,,,,,,,,,
6860009,Encompass Health Valley of the Sun Rehabilitation Hospital,13460 North 67th Avenue,Glendale,85304-1042,AZ,Encompass Health Corporation,Unable to Find,N/A unable to find,,,,,,,,,
6860021,Flagstaff Medical Center,1200 North Beaver Street,Flagstaff,86001-3118,AZ,Northern Arizona Healthcare,Unable to Find,2022,Combination of counties and zip codes,"Mohave, Yavapai, Coconino, Gila, Navajo, Apache","86001, 86002, 86003, 86004, 86005, 86011, 86015, 86017, 86018, 86023, 86024, 86025, 86033, 86034, 86035, 86038, 86040, 86045, 86046, 86047, 86320, 86322, 86324, 86325, 86326, 86331, 86335, 86336, 86337, 86339, 86340, 86341, 86342, 86351, 86401",N/A,"Access to healthcare, mental/behavioral health, substance abuse, nutrition, injuries, chronic disease","Access to healthcare, mental/behavioral health, chronic disease",https://www.nahealth.com/wp-content/uploads/2022/06/2022_prc_community_health_needs_assessment_report_-_flagstaff_medical_center.pdf,N/A,N/A
6869152,Guidance Center,2187 North Vickey Street,Flagstaff,86004-6121,AZ,,Non-Profit,N/A unable to find,,,,,,,,,
6860483,Hacienda Children's Hospital,610 West Jerome Avenue,Mesa,85210,AZ,,Non-Profit,N/A unable to find,,,,,,,,,
6860153,Havasu Regional Medical Center,101 Civic Center Lane,Lake Havasu City,86403-5683,AZ,LifePoint Health,Non-Profit,2019,List of Counties,Mohave,N/A,N/A,"outdoor recreation, mental health, provider availability","self harm and interpersonal violence, substance abuse, mental health",https://www.azkrmc.com/sites/default/files/2019-07/PinnaclePrevention_MohaveCounty_Report_Rev_8-22-19.pdf,N/A,N/A
6860437,Haven Senior Horizons,"1201 South 7th Avenue, Suite 200",Phoenix,85007-4076,AZ,Haven Behavioral Healthcare,Unable to Find,N/A unable to find,,,,,,,,,
6860325,HonorHealth Deer Valley Medical Center,19829 North 27th Avenue,Phoenix,85027-4002,AZ,HonorHealth,Non-Profit,2021,List of Zip Codes,N/A,"85086, 85085, 85024, 85027, 85022, 85023, 85029, 85053, 85308, 85310",N/A,"Access to Health Care Services, Cancer, Diabetes, Heart disease and Stroke, Injury and Violence, Mental Health, Nutrition, Physical Activity and Weight, Oral Health, Potentially Disabling Conditions, Respiratory Disease, Substance abuse ","Mental Health, Access to Health Care Services, Substance abuse, Heart disease and stroke, Diabetes, Nutrition and Weight, Respiratory disease, Cancer, Injury and violence, Potentially disabling conditions, oral health",https://www.honorhealth.com/sites/default/files/2022-02/2021-CHNA-Report-HonorHealth-DVMC.pdf,https://www.honorhealth.com/sites/default/files/2022-02/2021-CHNA-Implementation-Strategy-HH-DVMC.pdf,N/A
6860253,HonorHealth John C. Lincoln Medical Center,250 East Dunlap Avenue,Phoenix,85020-2825,AZ,HonorHealth,Non-Profit,2021,List of Zip Codes,N/A,"85023, 85022,85032, 85029, 85051, 85021, 85020, 85028, 85015, 85014",N/A,"Access to health care services, cancer, diabetes, heart disease and stroke, injury and violence, mental health, nutritional/physical and weight, oral health, potentially disabling conditions, respiratory disease, substance abuse, SDOH impact on community","Access to healthcare services, diabetes, mental health, heart diseae and stroke, cancer, nutrition/physical activity/weight, infant health and family planning, substance abuse, injury and violence, respiratory disease, tobacco use",https://onbaseext.phs.org/PEL/DisplayDocument?ContentID=PEL_00943982,https://onbaseext.phs.org/PEL/DisplayDocument?ContentID=PEL_00943982,N/A
