ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Non-Profit_Status,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact
6720719,AMG Specialty Hospital-Zachary,"4601 McHugh Road, Building B",Zachary,70791-5348,LA,AMG Integrated Healthcare Management,For-Profit,N/A unable to find,,,,,,,,,
6729131,Apollo Behavioral Health Hospital,9938 Airline Highway,Baton Rouge,70816-8193,LA,,Unable to find,N/A unable to find,,,,,,,,,
6720495,Assumption Community Hospital,135 Highway 402,Napoleonville,70390-2217,LA,"Franciscan Missionaries of Our Lady Health System, Inc.",Unable to find,2021,Combination of counties and places,Assumption,n/a,"Labadieville, Paincourtville, Plattenville, Bertrandville, Belle Rose, Pierre Part, Bayou L'Ourse, Napoleonville","Mental Health Services, Diabetes, Obesity, Access to Cancer Screenings","Mental / Behavioral Health, Cancer Screenings,  Access to Care / Transportation ",https://ololrmc.com/about-us/assumption-community-hospital/community-benefit/community-health-needs-assessment,N/A, Letonia.Howard@fmolhs.org
6720192,Avala,67252 Industry Lane,Covington,70433-8704,LA,,Unable to find,N/A unable to find,,,,,,,,,
6720410,Avoyelles Hospital,4231 Highway 1192,Marksville,71351-4711,LA,,Unable to find,N/A unable to find,,,,,,,,,
6720049,Bastrop Rehabilitation Hospital,4310 South Grand Street,Monroe,71202-6322,LA,,Unable to find,N/A unable to find,,,,,,,,,
6720184,Baton Rouge Behavioral Hospital,4040 North Boulevard,Baton Rouge,70806-3829,LA,,Unable to find,N/A unable to find,,,,,,,,,
6720042,Baton Rouge General Medical Center,8585 Picardy Avenue,Baton Rouge,70809-3679,LA,,Non-Profit,2021,List of Counties,"East Baton Rouge, Ascension, Livingston, St. Helena, West Feliciana, Point Coupee, West Baton Rouge",N/A,N/A,"Health Equity/Racial Disparities, Behavioral Health, Social Determinants of Health, Violence Prevention, Maternal and Infant Health, Healthy Living/Lifestyle, Pediatric and Adolescent Health, Sexually Transmitted Infections/HIV/Hepatitis C, Public Health emergency Preparedness, Chronic Disease ","Healthy living, STI/HIV, Access to care",https://www.brgeneral.org/documents/content/CHNA-2022-final-file-3-23-22-spread.pdf,N/A,Healthybr@brla.gov
6720005,Baton Rouge Rehabilitation Hospital,8595 United Plaza Boulevard,Baton Rouge,70809-2251,LA,,Unable to find,N/A unable to find,,,,,,,,,
6720241,Bayne-Jones Army Community Hospital,"1585 3rd Street, Building 283",Fort Polk,71459-5102,LA,"Department of the Army, Office of the Surgeon General",Public,N/A unable to find,,,,,,,,,
6720387,Beacon Behavioral Hospital - New Orleans,"14500 Hayne Boulevard, Suite 200",New Orleans,70128-1751,LA,,Unable to find,N/A unable to find,,,,,,,,,
6729129,Beacon Behavioral Hospital,2471 Louisiana Avenue,Lutcher,70071-5413,LA,,Unable to find,N/A unable to find,,,,,,,,,
6720717,Beacon Behavioral Hospital,323 Evergreen Street,Bunkie,71322-1307,LA,Beacon Health System,Unable to find,N/A unable to find,,,,,,,,,
6720363,Beacon Behavioral Hospital Northshore,"64026 Highway 434, Suite 300",Lacombe,70445-5417,LA,,Unable to find,N/A unable to find,,,,,,,,,
6720217,Beauregard Health System,600 South Pine Street,De Ridder,70634-4942,LA,,Unable to find,N/A unable to find,,,,,,,,,
6720362,Bethesda Rehabilitation Hospital,"8225 Summa Avenue, Suite B",Baton Rouge,70809-3422,LA,,Unable to find,N/A unable to find,,,,,,,,,
6720183,Bienville Medical Center,"1175 Pine Street, Suite 200",Arcadia,71001-3122,LA,Allegiance Health Management,Unable to find,N/A unable to find,,,,,,,,,
6720074,Bliant Specialty Hospital,3601 Loyola Drive,Kenner,70065-1797,LA,,Unable to find,N/A unable to find,,,,,,,,,
6720022,Brentwood Hospital,1006 Highland Avenue,Shreveport,71101-4103,LA,"Universal Health Services, Inc.",Unable to find,N/A unable to find,,,,,,,,,
6720072,Bridgepoint Continuing Care Hospital,"1101 Medical Center Boulevard, 7th Floor",Marrero,70072-3147,LA,,For-Profit,N/A unable to find,,,,,,,,,
6720143,Bunkie General Hospital,427 Evergreen Highway,Bunkie,71322,LA,,Non-Profit,N/A unable to find,,,,,,,,,
6720380,Byrd Regional Hospital,1020 West Fertitta Boulevard,Leesville,71446-4645,LA,Allegiance Health Management,For-Profit,N/A unable to find,,,,,,,,,
6720158,Caldwell Memorial Hospital,411 Main Street,Columbia,71418-6704,LA,,Non-Profit,N/A unable to find,,,,,,,,,
6720720,Central Louisiana State Hospital,242 West Shamrock Avenue,Pineville,71360-6439,LA,Louisiana State Hospitals,Non-Profit,N/A unable to find,,,,,,,,,
6720500,Central Louisiana Surgical Hospital,651 North Bolton Avenue,Alexandria,71301-7449,LA,,For-Profit,N/A unable to find,,,,,,,,,
6720520,Children's Hospital,200 Henry Clay Avenue,New Orleans,70118-5720,LA,LCMC Health,Unable to find,2021,List of Counties,"Jefferson, Orleans, Plaquemines, St. Bernard, St. Charles, St. James, St. John the Baptist, St. Tammany",N/A,N/A,"Access to care, Continuity of care, Health education, Health Literacy, Health equity, Discrimination, Mental and Behavioral health","Access to care, Continuity of care, Health education, Health Literacy, Health equity, Discrimination, Mental and Behavioral health",https://www.chnola.org/images/Final_CHNA_GNOhospitals_12-21-2021.pdf,https://www.chnola.org/images/Final_CHNA_GNOhospitals_12-21-2021.pdf,CommunityOutreach@ochsner.org
6720170,CHRISTUS Coushatta Health Care Center,1635 Marvel Street,Coushatta,71019-9022,LA,CHRISTUS Health,Non-Profit,2023,List of Counties,"Bienville, Natchitoches, Red River",N/A,N/A,"Mental and Behavioral Health, Access to Care, Social Determinants of Health","Mental and Behavioral Health, Access to Care, Social Determinants of Health ",https://www.christushealth.org/-/media/christus-health/connect-with-christus/files/community-involvement-and-commitment/st-francis-coushatta/sfchs_coushatta_chna_2023.ashx,https://www.christushealth.org/-/media/christus-health/connect-with-christus/files/community-involvement-and-commitment/st-francis-coushatta/sfchs_coushatta_chip_2023.ashx,communityhealthneedsassessment@christushealth.org
6720046,CHRISTUS Dubuis Hospital of Alexandria,"3330 Masonic Drive, 4th Floor",Alexandria,71301-3841,LA,LHC Group,,2019,List of Places,"Allen, Avoyelles, Bienville, Evangeline, Grant, Rapides, Red River, Vernon",N/A,N/A,"Chronic Diseases and Conditions, Access to Care, Cost of Medications","Chronic Diseases and Conditions, Access to Care, Cost of Medications",https://www.christushealth.org/about/donate/community-health/community-health-needs-assessment-and-implementation-plan,https://www.christushealth.org/about/donate/community-health/community-health-needs-assessment-and-implementation-plan,communityhealthneedsassessment@christushealth.org
6720088,CHRISTUS Health Shreveport-Bossier,1453 East Bert Kouns Industrial Loop,Shreveport,71105-6800,LA,CHRISTUS Health,Non-Profit,2019,List of Places,"Bossier, Caddo, Claiborne, De Soto, Lincoln, Natchitoches, Sabine, Webster, Winn ",N/A,N/A,"Access to care, Child Safety and Well-Being, Disease Prevention and Management","Access to care, Child Safety and Well-Being, Disease Prevention and Management",https://www.christushealth.org/-/media/christus-health/connect-with-christus/files/community-involvement-and-commitment/implementation-plan-and-needs-assessment/2020_2022_health-needs-assessment--christus-shreveport-bossier-shreveport.ashx,https://www.christushealth.org/-/media/christus-health/connect-with-christus/files/community-involvement-and-commitment/implementation-plan-and-needs-assessment/2020_2022_health-needs-assessment--christus-shreveport-bossier-shreveport.ashx,N/A
6724000,CHRISTUS Ochsner Lake Area Hospital,4200 Nelson Road,Lake Charles,70605-4118,LA,CHRISTUS Health,Non-Profit,N/A unable to find,,,,,,,,,
6720360,CHRISTUS Ochsner St. Patrick Hospital Southwest Louisiana,524 Dr Michael Debakey Drive,Lake Charles,70601-5799,LA,CHRISTUS Health,Non-Profit,N/A unable to find,,,,,,,,,
6720050,CHRISTUS St. Frances Cabrini Hospital,3330 Masonic Drive,Alexandria,71301-3899,LA,CHRISTUS Health,Non-Profit,2022,Combination of counties and zip codes,"Acadia, Allen, Auoyelles, Calcasieu, Catahoula, Concordia, Evangeline, Grant, LaSalle, Natchitoches, Rapides, St. Landry, Vernon, Winn","70505, 71463, 71303, 71322, 71341, 71350, 71351, 70601, 71343, 71334, 70554, 70576, 70586, 71417, 71423, 71467, 71342, 71457, 71301, 71302, 71328, 71346, 71360, 71405, 71409, 71433, 71485, 70535, 70570, 71403, 71446, 71485",N/A,"Specialty care and chronic disease management, behavioral health, pediatric access, early education","Advancing health & well-being, build resilient communities & improve social determinants",https://www.christushealth.org/-/media/christus-health/connect-with-christus/files/community-involvement-and-commitment/st-francis-cabrini/sfchs_chna_2023.ashx,https://www.christushealth.org/-/media/christus-health/connect-with-christus/files/community-involvement-and-commitment/st-francis-cabrini/sfchs_chip_2023.ashx,N/A
6720008,Citizens Medical Center,7939 U S Highway 165,Columbia,71418-1079,LA,,Unable to find,N/A unable to find,,,,,,,,,
6720270,Claiborne Memorial Medical Center,620 East College Street,Homer,71040-3202,LA,,Non-Profit,2020,List of Counties,Claiborne,N/A,N/A,"Access to care, substance abuse, obesity, diabetes, chronic conditions, mental illness & suicide, abuse & neglect","Mental Health, Substance Abuse Disorder, Diabetes, Obesity",https://www.claibornemedicalcenter.com/wp-content/uploads/sites/17/2020/12/Claiborne-2020-Assessment-Final-Copy-1.pdf,https://www.claibornemedicalcenter.com/wp-content/uploads/sites/17/2021/05/Claiborne-Community-Needs-Assessment-Implementation-Plan-2021-2023.pdf,N/A
6720081,Community Care Hospital,1421 General Taylor Street,New Orleans,70115-3717,LA,,For-Profit,N/A unable to find,,,,,,,,,
6729128,Compass Behavioral Center of Alexandria,6410 Masonic Drve,Alexandria,71301-2319,LA,Compass Health,For-Profit,N/A unable to find,,,,,,,,,
6720693,Compass Behavioral Center of Houma,4701 West Park Avenue,Houma,70364-4426,LA,Compass Health,For-Profit,N/A unable to find,,,,,,,,,
6720722,Compass Behavioral Center of Lafayette,312 Youngsville Highway,Lafayette,70508,LA,Compass Health,Unable to find,N/A unable to find,,,,,,,,,
6720136,Cornerstone Hospital of Bossier City,4900 Medical Drive,Bossier City,71112-4521,LA,Cornerstone Healthcare Group,Unable to find,N/A unable to find,,,,,,,,,
6720041,Cornerstone Hospital of Southwest Louisiana,524 Doctor Michael Debakey Drive,Lake Charles,70601-5725,LA,Cornerstone Healthcare Group,Unable to find,N/A unable to find,,,,,,,,,
6720019,Cornerstone Hospital-West Monroe,6198 Cypress Street,West Monroe,71291-9010,LA,Cornerstone Healthcare Group,For-Profit,N/A unable to find,,,,,,,,,
6720191,Covington Behaviorial Health,201 Greenbrier Boulevard,Covington,70433-7236,LA,"Acadia Healthcare Company, Inc.",For-Profit,N/A unable to find,,,,,,,,,
6720026,Curahealth New Orleans,3601 Coliseum Street,New Orleans,70115-3606,LA,Curahealth Hospitals,Public,N/A unable to find,,,,,,,,,
6720186,Cypress Grove Behavioral Health,4673 Eugene Ware Boulevard,Bastrop,71220-1425,LA,,Unable to find,N/A unable to find,,,,,,,,,
6720501,Cypress Pointe Surgical Hospital,42570 South Airport Road,Hammond,70403-0946,LA,,Unable to find,N/A unable to find,,,,,,,,,
6720399,De Soto Regional Health System,207 Jefferson Street,Mansfield,71052-2603,LA,Willis-Knighton Health System,Non-Profit,2022,Combination of counties and places,De Soto,N/A,"Stonewall, South Mansfield, Keachi, Grand Cane, Longstreet, Stanley","Mental Health Providers,Dermatology,Ob/Gyn Providers, Cardiology, Orthopedics, Equipment upgrade, Improved care quality","More providers and services, Improved and updated medical equipment, patient care services",https://www.desotoregional.com/downloads/community_needs_assessment_2019.pdf,N/A,N/A
6720205,DeQuincy Memorial Hospital,110 West Fourth Street,DeQuincy,70633-3508,LA,,Unable to find,N/A unable to find,,,,,,,,,
6720366,East Carroll Parish Hospital,336 North Hood Street,Lake Providence,71254-2140,LA,,Unable to find,N/A unable to find,,,,,,,,,
6720418,East Jefferson General Hospital,4200 Houma Boulevard,Metairie,70006-2996,LA,,Unable to find,2021,List of Counties," Jefferson, Orleans, Plaquemines, St. Bernard, St. Charles, St. James, St. John the Baptist, St. Tammany",N/A,N/A,"ACCESS TO AND CONTINUITY OF CARE , EDUCATION AND HEALTH LITERACY, ENVIRONMENTAL FACTORS, HEALTH RELATED IMPACTS OF VIOLENCE, HEALTH EQUITY AND DISCRIMINATION IN HEALTHCARE , INFRASTRUCTURE ","ACCESS TO AND CONTINUITY OF CARE , EDUCATION AND HEALTH LITERACY, ENVIRONMENTAL FACTORS, HEALTH RELATED IMPACTS OF VIOLENCE, HEALTH EQUITY AND DISCRIMINATION IN HEALTHCARE , INFRASTRUCTURE ",https://www.lcmchealth.org/east-jefferson-general-hospital/about-us/,https://www.lcmchealth.org/east-jefferson-general-hospital/about-us/,CommunityOutreach@ochsner.org 
6720310,Eastern Louisiana Mental Health System,4502 Highway 10,Jackson,70748,LA,Louisiana State Hospitals,Unable to find,N/A unable to find,,,,,,,,,
6720025,Encompass Health Rehabilitation Hospital of Alexandria,104 North Third Street,Alexandria,71301-8581,LA,Encompass Health Corporation,Unable to find,N/A unable to find,,,,,,,,,
6720373,Extended Care Hospital,"2614 Jefferson Highway, 2nd Floor",New Orleans,70121-3828,LA,LHC Group,Unable to find,N/A unable to find,,,,,,,,,
6720243,Franklin Foundation Hospital,1097 Northwest Boulevard,Franklin,70538-3407,LA,QHR,Non-Profit,2019,"Combination of counties, zip codes, and places",St. Mary ,"70342, 70380, 70392, 70514, 70538, 70544","Berwick, Morgan City, Patterson, Baldwin, Franklin, Jeanerette","Cancer, Education/Prevention, Diabetes, Obesity/Overweight, Mental Health, Heart Disease, Physical Inactivity, Affordability/Accessibility","Cancer, Education/Prevention, Diabetes, Obesity/Overweight, Mental Health, Heart Disease, Physical Inactivity, Affordability/Accessibility",http://www.franklinfoundation.org/wp-content/uploads/2020/02/01.30.2020-CHNA-Presentation-Franklin-Foundation-Hospital-Final.pdf,http://www.franklinfoundation.org/wp-content/uploads/2020/02/01.30.2020-CHNA-Presentation-Franklin-Foundation-Hospital-Final.pdf,N/A
6720894,Franklin Medical Center,2106 Loop Road,Winnsboro,71295-3344,LA,,Unable to find,N/A unable to find,,,,,,,,,
6720496,Genesis Behavioral Hospital,606 Latiolais Drive,Breaux Bridge,70517-4231,LA,,Unable to find,N/A unable to find,,,,,,,,,
6720891,Glenwood Regional Medical Center,503 McMillan Road,West Monroe,71291-5327,LA,"Steward Health Care System, LLC",For-Profit,N/A unable to find,,,,,,,,,
6720709,Hardtner Medical Center,1102 North Pine Road,Olla,71465-4804,LA,,For-Profit,N/A unable to find,,,,,,,,,
6720119,Heart Hospital of Lafayette,1105 Kaliste Saloom Road,Lafayette,70508-5705,LA,Our Lady of Lourdes,Non-Profit,2021,List of Counties,Lafayette,N/A,N/A,"Access to primary care Cancer, Diabetes, Health disparities, Health education/literacy, Heart disease and stroke, Mental/behavioral health, Maternal and child health, Rural health, Weight status and nutrition","Access to primary care Cancer, Diabetes, Health disparities, Health education/literacy, Heart disease and stroke, Mental/behavioral health, Maternal and child health, Rural health, Weight status and nutrition",https://lourdesrmc.com/assets/documents/chna-report-final-(adopted-nov-4-2021).pdf,N/A,N/A
6720080,Hood Memorial Hospital,301 Walnut Street,Amite,70422-2098,LA,,Non-Profit,2019,"Combination of counties, zip codes, and places",Tangiphoa ,"9533, 9534, 9535, 9536, 9537, 9538, 9539, 9540.02, 9540.02, 9541, 9541.02, 9542, 9543, 9544, 9545.01, 9545.02, 9546, 9547, 9548","Kentwood, Tangipahoa, Arcola, Roseland, Amite, Husser, Independence, Loranger, Tickfaw, Natalbany, Hammond, Robert, Ponchatoula, Port Manchac ","Financial assistance for low income individuals, health education, electronic records facilitating collaboration, public transportation, mental health resources ","Financial assistance for low income individuals, health education, electronic records facilitating collaboration, public transportation, mental health resources",https://assets.website-files.com/580e3854d2d6f3fd576abff7/5d518756c79dff7e5468248c_2019%20Community%20Needs%20Assessment%206.17.19%20(002).pdf,https://assets.website-files.com/580e3854d2d6f3fd576abff7/5d518756c79dff7e5468248c_2019%20Community%20Needs%20Assessment%206.17.19%20(002).pdf,N/A
6720503,Iberia Medical Center,2315 East Main Street,New Iberia,70560-4031,LA,HealthTech Management Services,Non-Profit,N/A unable to find,,,,,,,,,
6720386,Iberia Rehabilitation Hospital,532 Jefferson Terrace,New Iberia,70560-4948,LA,,Unable to find,N/A unable to find,,,,,,,,,
6720318,Jackson Parish Hospital,165 Beech Springs Road,Jonesboro,71251-2059,LA,,Non-Profit,N/A unable to find,,,,,,,,,
6720315,Jennings American Legion Hospital,1634 Elton Road,Jennings,70546-3614,LA,,Non-Profit,2020,FALSE,N/A,N/A,N/A,"Drug Abuse,Mental Healthy Services, Cardiovascular Disease, Diabetes, Obesity, Access to Care","Mental Healthy Services, Cardiovascular Disease, Diabetes, Obesity, Access to Care",https://jenningsamericanlegionhospital.com/files/2020/08/2020-CHNA-Implementation-Plan.pdf,https://jenningsamericanlegionhospital.com/files/2020/08/2020-CHNA-Implementation-Plan.pdf,N/A
6720371,Jennings Senior Care Hospital,"1 Hospital Drive, Suite 201",Jennings,70546-3641,LA,,Unable to find,N/A unable to find,,,,,,,,,
6720244,Lady of the Sea General Hospital,200 West 134th Place,Cut Off,70345-4143,LA,,Unable to find,2020,Combination of zip codes and places,N/A,"70373, 70345, 70354, 70357","Larose, Cut Off, Galliano, Golden Meadow","COVID-19 management, Mental Health Care, Diabetes â€“ care and prevention, Management and prevention of chronic diseases","COVID-19 management, Mental Health Care, Diabetes â€“ care and prevention, Management and prevention of chronic diseases",https://www.losgh.org//assets/pdf/2020communityassessment.pdf,https://www.losgh.org//assets/pdf/2020communityassessment.pdf,n/a
6720340,Lafayette General Medical Center,1214 Coolidge Boulevard,Lafayette,70503-2696,LA,Lafayette General Health,Unable to find,2022,List of Counties,"Acadia, Evangeline, Iberia, Jefferson Davis, Lafayette, St. Landry, St. Martin, St. Mary, Vermilion ",N/A,N/A,"Access to primary care,  Cancer,  Diabetes, Health disparities, Health education/literacy, Heart disease, Mental/behavioral health,  Maternal and child health, Rural health, Weight status and nutrition","Access to Care, Cancer, Health Literacy, Heart Disease & Stroke, Nutrition & Weight Status, Mental Health / Behavioral Health, Physical Activity, Maternal & Child Health, Diabetes",https://ochsnerlg.org/about-us/community,https://ochsnerlg.org/about-us/community,N/A
6720198,Lafayette General Surgical Hospital,"1000 West Pinhook Road, Suite 100",Lafayette,70503-2460,LA,Lafayette General Health,Unable to find,2022,List of Counties,"Acadia, Evangeline, Iberia, Jefferson Davis, Lafayette, St. Landry, St. Martin, St. Mary, Vermilion ",N/A,N/A,"Access to primary care,  Cancer,  Diabetes, Health disparities, Health education/literacy,  Heart disease, Mental/behavioral health,  Maternal and child health, Rural health, Weight status and nutrition","Access to Care, Cancer, Health Literacy, Heart Disease & Stroke, Nutrition & Weight Status, Mental Health / Behavioral Health, Physical Activity, Maternal & Child Health, Diabetes",https://ochsnerlg.org/about-us/community,https://ochsnerlg.org/about-us/community,N/A
6720377,Lafayette Physical Rehabilitation Hospital,307 Polly Lane,Lafayette,70508-4960,LA,AMG Integrated Healthcare Management,Unable to find,N/A unable to find,,,,,,,,,
6720145,Lafayette Surgical Specialty Hospital,1101 Kaliste Saloom Road,Lafayette,70508-5705,LA,National Surgical Healthcare,Unable to find,N/A unable to find,,,,,,,,,
6720355,Lake Charles Memorial Hospital,1701 Oak Park Boulevard,Lake Charles,70601-8911,LA,,Non-Profit,2022,Combination of zip codes and places,N/A,"70630, 70633, 70634, 70647, 70546, 70648, 70601, 70605, 70606, 70615, 70611, 70652, 70657, 70661, 70663, 70665, 70668, 70591, 70669, 70631, 70632, 70643, 70645","Bell City, Cameron, Creole, Dequincy, Deridder, Grand Chenier, Hackberry, Iowa, Jennings, Kinder, Lake Charles, Longville, Ragley, Starks, Sulphur, Vinton, Welsh, Westlake","Behavioral health (access to care, ER navigation), health behaviors (access to care, tobacco use, health literacy), health outcomes (access to care, specialist/certified programs, tobacco use, diabetes, high blood pressure, STDs), cancer (access to care, health outcomes, behavioral health, financial burden, transportation)","Behavioral health, health behaviors, health outcomes, cancer care",https://www.lcmh.com/documents/chna/2022/12.7.22-LC-CHNA-Exec.-Summ.pdf,https://www.lcmh.com/documents/chna/2022/12.7.22-LC-CHNA-Exec.-Summ.pdf,n/a
6720300,Lallie Kemp Medical Center,52579 Highway 51 South,Independence,70443-2231,LA,,Unable to find,N/A unable to find,,,,,,,,,
6720893,Lane Regional Medical Center,6300 Main Street,Zachary,70791-4037,LA,QHR,Non-Profit,2021,Combination of counties and zip codes,"East Baton Rouge, Ascension","70801, 70802, 70805, 70806, 70807, 70811, 70812, 70725, 70734, 70769",N/A,"Health Equity/Racial Disparities, Behavioral Health, Social Determinants of Health, Violence Prevention, Maternal and Infant Health, Healthy Living/Lifestyle, Pediatric and Adolescent Health, Sexually Transmitted Infections/HIV/Hepatitis C, Public Health emergency Preparedness, Chronic Disease ","Health Equity/Racial Disparities, Behavioral Health, Social Determinants of Health, Violence Prevention, Maternal and Infant Health, Healthy Living/Lifestyle, Pediatric and Adolescent Health, Sexually Transmitted Infections/HIV/Hepatitis C, Public Health emergency Preparedness, Chronic Disease ",https://2027031.fs1.hubspotusercontent-na1.net/hubfs/2027031/2021%20CHNA%20Final%20Spread.pdf,https://2027031.fs1.hubspotusercontent-na1.net/hubfs/2027031/2021%20CHNA%20Final%20Spread.pdf,N/A
6720317,LaSalle General Hospital,187 Ninth Street,Jena,71342-3901,LA,,Unable to find,N/A unable to find,,,,,,,,,
6720149,Leesville Rehabilitation Hospital,900 South 6th Street,Leesville,71446-4723,LA,,For-Profit,N/A unable to find,,,,,,,,,
6720285,Leonard J. Chabert Medical Center,1978 Industrial Boulevard,Houma,70363-7094,LA,Ochsner Health System,Unable to find,2020,Combination of zip codes and places,N/A,"70343, 70344, 70352,70353,70356, 70359,70360, 70361,70363, 70364, 70377, 70395, 70397","Bourg, Chauvin, Donner, Dulac, Gibson, Gray, Houma, Bayou Cane, Montegu, Schriever, Therior ","chronic disease, health education, tobacco use, access to care, cancer","Chronic Diseases, Diabetes, High blood pressure/hypertension, Heart disease, Health Education/Information, Physical inactivity/exercise, Obesity/overweight, Tobacco Use, Access to care/Health Education, Increase in providers, Adolescent health, Cancer, Access to screenings,  Education/information ",https://ochsner-craft.s3.amazonaws.com/www/static/FINAL-3.27.20-CMC-CHNA-Report.pdf,N/A,N/A
6720407,LifeCare Hospitals of Shreveport-Willis Knighton,8001 Youree Drive,Shreveport,71115-2302,LA,LifeCare Management Services,Unable to find,2022,Combination of counties and zip codes,Caddo,"71004, 71007,  71029, 71033, 71043, 71044, 71047, 71060, 71061, 71069, 71082, 71101, 71103, 71104, 71105, 71106, 71108, 71109, 71115, 71118, 71119, 71129",N/A,"Clinical Preventive Services, Health Communication, Access to Health Services, Healthcare Issues of Adults and 65+ , Mental Health and Mental Disorders 
","Preventative Care, Health Communication, Health Care Access, Health Issues of Adults and 65+, Mental Health and Mental Disorders",https://www.wkhs.com/docs/default-source/community-health-needs-assessment/2022-community-health-needs-assessment-(chna).pdf,https://www.wkhs.com/docs/default-source/community-health-needs-assessment/2022-chna-implementation-strategies.pdf,N/A
6720165,Longleaf Hospital,44 Versailles Boulevard,Alexandria,71303-3960,LA,"Acadia Healthcare Company, Inc.",Unable to find,N/A unable to find,,,,,,,,,
6720064,Louisiana Extended Care Hospital of Lafayette,"2810 Ambassador Caffery Parkway, 6th Floor",Lafayette,70506-5906,LA,LHC Group,Unable to find,N/A unable to find,,,,,,,,,
6720079,Louisiana Extended Care Hospital of Natchitoches,501 Keyser Avenue,Natchitoches,71457-6018,LA,LHC Group,Unable to find,N/A unable to find,,,,,,,,,
6720174,Louisiana Extended Care Hospital West Monroe,"503 McMillan Road, 3rd Floor",West Monroe,71291-5327,LA,LHC Group,Unable to find,N/A unable to find,,,,,,,,,
6720881,Madison Parish Hospital,900 Johnson Street,Tallulah,71282-4537,LA,,For-Profit,N/A unable to find,,,,,,,,,
6720066,Memorial Specialty Hospital,"524 Doctor Michael Debakey Drive, 3rd Floor",Lake Charles,70601-5725,LA,Cornerstone Healthcare Group,Unable to find,N/A unable to find,,,,,,,,,
6720409,Mercy Regional Medical Center,800 East Main Street,Ville Platte,70586-4618,LA,Allegiance Health Management,Unable to find,N/A unable to find,,,,,,,,,
6720420,Minden Medical Center,1 Medical Plaza Place,Minden,71055-3330,LA,Allegiance Health Management,Unable to find,N/A unable to find,,,,,,,,,
6720098,Monroe Surgical Hospital,2408 Broadmoor Boulevard,Monroe,71201-2963,LA,,Unable to find,N/A unable to find,,,,,,,,,
