ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Non-Profit_Status,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact
6380029,Columbus Specialty Hospital,616 19th Street,Columbus,31901-1528,GA,,Non-Profit,2022,List of Counties,Muscogee,N/A,N/A,"Ensure affordable access to health, mental, dental care for all community members, and especially those that are low income and/or uninsured, Reduce preventable instances of and death from cancer, Decrease preventable instances of diabetes and decrease, the number of patients with uncontrolled diabetes, Decrease the impact of and deaths from stroke, Reduce rates of obesity and increase access to healthy foods and recreational activities","Ensure affordable access to health, mental, dental care for all community members, and especially those that are low income and/or uninsured, Reduce preventable instances of and death from cancer, Decrease preventable instances of diabetes and decrease the number of patients with uncontrolled diabetes, Decrease the impact of and deaths from stroke, Reduce rates of obesity and increase access to healthy foods and recreational activities",https://www.piedmont.org/media/file/Community-Benefit-Needs-Assessment-PCR.pdf,https://www.piedmont.org/media/file/Community-Benefit-Implementation-Strategy-PCR.pdf,N/A
6380005,Cook Medical Center-A Campus of Tift Regional Medical Center,706 North Parrish Avenue,Adel,31620-1511,GA,Tift Regional Health System,Non-Profit,2021,List of Counties,"Tift, Turner, Cook, Atkinson, Bell hill, Berrien, Brooks, Coffee, Colquitt, Crisp, Irwin, Lowndes, Wilcox, Worth",N/A,N/A,"Transportation services, access to healthful food, affordable prescription, substance abuse, senior'shealth, behavioral health services, wellness initiatives, obesity","access to care, care cordination services, system capacity",https://mysouthwell.com/wp-content/uploads/2021/06/Southwell-System-CHNA-FINAL-Report-March-2021.pdf,N/A,N/A
6380450,Crisp Regional Hospital,902 North Seventh Street,Cordele,31015-3234,GA,,Non-Profit,2022,Combination of counties and places,Crisp,N/A,"Arabi, Cordele ","Maternal and Child Health, Mental Health, Transportation, Risky Teen Behaviors","Maternal and Child Health, Mental Health, Transportation, Risky Teen Behaviors",https://crispregional.org/wp-content/uploads/2022/06/Crisp_CHNA_June_29.pdf,N/A,N/A
6380682,Devereux Advanced Behavioral Health Georgia,1291 Stanley Road NW,Kennesaw,30152-4359,GA,Devereux,Non-Profit,N/A unable to find,,,,,,,,,
6380265,Doctors Hospital,3651 Wheeler Road,Augusta,30909-6426,GA,HCA Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6380549,Dodge County Hospital,901 Griffin Avenue,Eastman,31023-6720,GA,,Non-Profit,2018,List of Counties,"Dodge, Telfair, Bleckley, Laurens, Wil Cox, Pulaski, Wheeler",N/A,N/A,"Need for partnerships to enhance access to behavioral health services, need for partnerships to reduce the prevalence of teen pregnancy, need for programs to support reduction in the prevalence of overweight and obesity, need for programs to enhance educational outreach to promote healthy lifestyle choices, need for partnerships to enhance access to non-emergency transportation assistance for residents needing help in getting to medical appointments, need for partnerships to enhance access to recreational and fitness facilities to promote healthy, active lifestyles","Need for partnerships to enhance access to behavioral health services, need for partnerships to reduce the prevalence of teen pregnancy, need for programs to support reduction in the prevalence of overweight and obesity, need for programs to enhance educational outreach to promote healthy lifestyle choices, need for partnerships to enhance access to non-emergency transportation assistance for residents needing help in getting to medical appointments, need for partnerships to enhance access to recreational and fitness facilities to promote healthy, active lifestyles",https://www.dodgecountyhospital.com/docs/DodgeCountyHospitalCHNAReport2018.pdf?sub=About,https://www.dodgecountyhospital.com/docs/DodgeCountyHospitalCHNAReport2018.pdf?sub=About,N/A
6380500,Donalsonville Hospital,102 Hospital Circle,Donalsonville,39845-1199,GA,,Non-Profit,2020,List of Counties,"Seminole, Early, Decatur, Miller",N/a,N/A,"Diabetes/Hypertension Disease, Obesity in Adults, Cancer, Mental Health","Diabetes/Hypertension Disease, Obesity in Adults, Cancer, Mental Health",https://www.donalsonvillehospital.org/docs/5b_2020_Community_Health_Needs_Implementation.pdf,https://www.donalsonvillehospital.org/docs/5b_2020_Community_Health_Needs_Implementation.pdf,N/A
6380574,Dorminy Medical Center,200 Perry House Road,Fitzgerald,31750-8857,GA,,Non-Profit,N/A unable to find,,,,,,,,,
6380375,Dwight David Eisenhower Army Medical Center,300 West Hospital Road,Fort Gordon,30905-5741,GA,"Department of the Army, Office of the Surgeon General",Unable to find,N/A unable to find,,,,,,,,,
6380028,East Central Regional Hospital,3405 Mike Padgett Highway,Augusta,30906-3897,GA,,Unable to find,N/A unable to find,,,,,,,,,
6381100,East Georgia Regional Medical Center,1499 Fair Road,Statesboro,30458-1683,GA,"Community Health Systems, Inc.",Unable to find,N/A unable to find,,,,,,,,,
6381075,Eastside Medical Center,1700 Medical Way,Snellville,30078-2195,GA,HCA Healthcare,Non-Profit,2022,List of Counties,Gwinnett,N/A,N/A,"Ensure affordable access to health, mental and dental care,Promote healthy behaviors to reduce preventable chronic conditions and diseases
","Ensure affordable access to health, mental and dental care,Promote healthy behaviors to reduce preventable chronic conditions and diseases",https://www.piedmont.org/media/file/Community-Benefit-Needs-Assessment-PEH.pdf,https://www.piedmont.org/media/file/Community-Benefit-Implementation-Strategy-PEH.pdf,communityprograms@piedmont.org
6381097,Effingham Hospital,459 Highway 119 South,Springfield,31329-3021,GA,,Non-Profit,2022,List of Counties,Effingham,N/A,N/A,"Mental and Behavioral Health & Substance Abuse, Health Access, Community Education","Mental and Behavioral Health & Substance Abuse, Health Access, Community Education",https://www.effinghamhealth.org/wp-content/uploads/2022/06/Effingham_CHNA_2022.pdf,Same as CHNA,lameisha.kelly@effinghamhospital.org
6380560,Elbert Memorial Hospital,4 Medical Drive,Elberton,30635-1897,GA,,Non-Profit,2018,List of Counties,Elbert,N/A,N/A,"Substance Abuse/Mental Health, Nutrition and Well Being: Obesity, Food Insecurity, and Health Apathy, Educational success and job preparedness","Substance Abuse/Mental Health, Nutrition and Well Being: Obesity, Food Insecurity, and Health Apathy, Educational success and job preparedness",http://elbertpartnersforhealth.org/wp-content/uploads/Community-Health-Improvement-Plan-v2.pdf,Same as CHNA,info@elbertpartnersforhealth.org
6381124,Emanuel Medical Center,117 Kite Road,Swainsboro,30401-3231,GA,,,N/A unable to find,,,,,,,,,
6380488,Emory Decatur Hospital,2701 North Decatur Road,Decatur,30033-5995,GA,Emory Healthcare,,2022,List of Counties,DeKalb,N/A,N/A,"Mental health, Aging issues, Obesity/being overweight, High blood pressure, Addiction/substance abuse, Diabetes, Cardiovascular diseases, Cancer, Violence, COVID-19","Access to Care, Health Literacy & Education, Preventative Care & Disease Management",https://www.emoryhealthcare.org/ui/pdfs/community/ehc-chna-8-2022.pdf,Same as CHNA,N/A
6380037,Emory Hillandale Hospital,2801 DeKalb Medical Parkway,Lithonia,30058-4996,GA,Emory Healthcare,,2022,List of Counties,DeKalb,N/A,N/A,"Obesity, Smoking & Tobacco Use, Cardiovascular, Respiratory Disease, Diabetes, Maternal and Child Health, Mental Health, Cancer, Substance Abuse, STDs","Access to Care, Health Literacy & Education, Preventative Care & Disease Management",https://www.emoryhealthcare.org/ui/pdfs/community/ehc-2022-chna.pdf,Same as CHNA,N/A
6380426,Evans Memorial Hospital,200 North River Street,Claxton,30417-1659,GA,,,N/A unable to find,,,,,,,,,
6380505,Fairview Park Hospital,200 Industrial Boulevard,Dublin,31021-2997,GA,HCA Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6380323,Fannin Regional Hospital,2855 Old Highway 5,Blue Ridge,30513-6248,GA,Quorum Health,For-Profit,N/A unable to find,,,,,,,,,
6380880,Flint River Community Hospital,509 Sumter Street,Montezuma,31063-1733,GA,,Non-Profit,N/A unable to find,,,,,,,,,
6380950,Floyd Medical Center,304 Turner McCall Boulevard,Rome,30165-5621,GA,Floyd Healthcare Management,Non-Profit,2021,List of Counties,"Chattooga, Floyd, Polk",N/A,N/A,"access to care, cardiovascular health, mental health issues, obesity","access to care, cardiovascular health, mental health issues, obesity",https://www.floyd.org/about-floyd/Documents/2021-CHNA-Floyd-final.pdf,https://www.floyd.org/about-floyd/Documents/2021-CHNA-Floyd-final.pdf,N/A
6380489,Georgia Regional Hospital at Atlanta,3073 Panthersville Road,Decatur,30034-3828,GA,,Non-Profit,N/A unable to find,,,,,,,,,
6381010,Georgia Regional Hospital at Savannah,1915 Eisenhower Drive,Savannah,31406-5098,GA,,Non-Profit,N/A unable to find,,,,,,,,,
6380360,Grady General Hospital,1155 Fifth Street SE,Cairo,39828-3142,GA,Archbold Medical Center,,2020,List of Counties,Grady,N/A,N/A,"access to care, cancer, cardiovascular disease, diabetes, kidney disease, obesity, respiratory disease, stroke",Obesity,https://archbold.org/uploads/groups/3/Archbold-CHNA-Grady-20192020-web.pdf,N/A,"Mark D. Lowe, VP of Planning and Marketing; mdlowe@archbold.org"
6380130,Grady Memorial Hospital,80 Jesse Hill Jr Drive SE,Atlanta,30303-3031,GA,,Public,2022,Combination of counties and zip codes,"Fulton, DeKalb","30004, 30005, 30009, 30022, 30075, 30076, 30097, 30098, 30169, 30213, 30268, 30291, 30296, 30303, 30304, 30305, 30306, 30307, 30308, 30309, 30310, 30311, 30312, 30313, 30314, 30315, 30316, 30318, 30319, 30324, 30326, 30327, 30328, 30330, 30331, 30332, 30334, 30336, 30337, 30339, 30342, 30344, 30349, 30350, 30354, 30361, 30363, 30368, 30369, 30375, 30376, 30379, 30380, 30384, 30385, 30387, 30388, 30389, 30390, 30396, 30398, 30399, 31119, 31132, 31136, 31197, 31198, 31199, 30002, 30021, 30030, 30032, 30033, 30034, 30035, 30038, 30058, 30079, 30083, 30084, 30087, 30088, 30288, 30294, 30306, 30307, 30316, 30317, 30319, 30322, 30324, 30329, 30338, 30340, 30341, 30345, 30346, 30347, 30360, 30362",N/A,"access to care, crime and violence, healthy food access, housing, mental health, HIV/STIs, Cancer, Maternal and Child Health, Cardiovascular Conditions","Access to Care, SDOH, Mental Health, Violence & Injury",https://www.gradyhealth.org/wp-content/uploads/2022-Community-Health-Needs-Assessment.pdf,https://www.gradyhealth.org/wp-content/uploads/Grady-Community-Health-Implementation-Strategy-2020-2022_FINAL_12.5.2019.pdf,N/A
6381200,Greenleaf Behavioral Health Hospital,2209 Pineview Drive,Valdosta,31602-7316,GA,"Acadia Healthcare Company, Inc.",,N/A unable to find,,,,,,,,,
6380325,Gwinnett Hospital System,1000 Medical Center Boulevard,Lawrenceville,30046-7694,GA,,Non-Profit,2022,List of Counties,Gwinnett,N/A,N/A,"Cardiovascular Disease, Maternal & Infant Health, Affordability, Access to Care, & Insurance Coverage Status , Mental Health & Addiction, Healthy Lifestyle Behaviors, HIV/AIDS, Respiratory Diseases/Smoking, Affordable & Adequate Housing/Homelessness, Transportation","Cancer, Culturally Competent Healthcare Services, Diabetes & Obesity",https://www.northside.com/docs/default-source/chna/fy-2021-fy-2022-nhg-and-nhd-chna.pdf?sfvrsn=def745c5_2,https://www.northside.com/docs/default-source/chna/fy-2021-fy-2022-nhg-and-nhd-chna.pdf?sfvrsn=def745c5_2,N/A
6380495,Habersham Medical Center,541 Historic Highway 441,Demorest,30535-3118,GA,,Non-Profit,2022,List of Counties,"Banks, Habersham, Rabun",N/A,N/A,"Access to care, Access to dental care, Access to mental health care,  Cardiovascular disease ,Diabetes, Disability, Fair or poor mental health, COVID-19: vaccination rates, deaths, Poverty/income, Substance abuse and overdose deaths,  Health behaviors, Mental health, Obesity","Mental & Behavioral Health, Access to Care, Healthy Behaviors",https://www.habershammedical.com/wp-content/uploads/2022/09/FY22-NEGA-CHNA.pdf,https://www.habershammedical.com/wp-content/uploads/2022/09/FY22-NEGA-CHNA.pdf,N/A
6380480,Hamilton Medical Center,1200 Memorial Drive,Dalton,30720-2529,GA,,Non-Profit,2022,List of Counties,"Murray, Whitfield ",N/A,N/A,"Mental health, Healthcare, Chronic illness, Substance misuse, Socioeconomics, Lack of education, Lack of transportation, Stigmas, Community not eating or exercising regularly ","Mental Health, Access to care, Healthy Eating/Active Living, Socioeconomics/Social determinants of care, Substance use disorder, Chronic disease management, Education",https://hamiltonhealth.wpenginepowered.com/wp-content/uploads/2022/09/CHNA_MurrayWhitfield-Counties-_Community-report_2022v2-2.pdf,https://hamiltonhealth.wpenginepowered.com/wp-content/uploads/2023/02/CHNA-Implementation-Plan-2022-published-2.14.23.pdf,N/A
6380338,Higgins General Hospital,200 Allen Memorial Drive,Bremen,30110-2012,GA,Tanner Health System,Non-Profit,2022,List of Counties,Haralson,N/A,N/A,"Poverty, Diabetes and Obesity, Maternal and Infant Health, Cardiovascular Health, Respiratory Health, Mental Health and Substance Misuse, Cancers, Injury Prevention and Safety, Access to Care","Access to Care; Mental/Behavioral Health Services; Chronic Disease Education, Prevention, and Management; Health and Nurtrion Education; Substance Misuse; Social Determinants of Health",https://www.tanner.org/upload/docs/Community%20Impact/2022-CHNA-Tanner-Health-System.pdf,https://www.tanner.org/upload/docs/Community%20Impact/THS-CHIP-2022.pdf,N/A
6381225,Houston Medical Center,1601 Watson Boulevard,Warner Robins,31093-3431,GA,Houston Healthcare System,Non-Profit,2020,Combination of counties and zip codes,Houston,"31025, 31069, 31047, 31005, 31088, 31028, 31098, 31093",N/A,"Access to Health Care Services; Cancer; COVID-19; Diabetes; Heart Disease & Stroke; Infant Health & Family Planning; Injury/Violence; Kidney Disease; Mental Health; Nutrition, Physical Activity & Weight; Potentially Disabling Conditions; Respiratory Disease; Septicemia; Sexual Health; Substance Abuse","Promote Population Health & Wellness, Improve Access to Appropriate Health Care and Service, Chronic Disease Management, Vulnerable Populations ",https://www.hhc.org/documents/content/2020-PRC-CHNA-Report-FINAL_Houston-Healthcare.pdf,https://www.hhc.org/documents/content/2020-PRC-CHNA-Report-FINAL_Houston-Healthcare.pdf,N/A
6389175,Irwin County Hospital,710 North Irwin Avenue,Ocilla,31774-5011,GA,,Non-Profit,N/A unable to find,,,,,,,,,
6380885,Jasper Memorial Hospital,898 College Street,Monticello,31064-1258,GA,,Unable to find,2019,List of Counties,Jasper,N/A,N/A,"Improve community awareness and education regarding the prevention of heart and vascular disease; access to health services related to mental and behavioral health disorders;  prevention, screening, and early detection of cancer; obesity, nutrition, and exercise; the risks associated with tobacco use; improve access to clinical care by reducing economic barriers to care; improve transportation assistance for non-emergency medical appointments","Cancer, Mental and Behavioral Health, Heart and Vascular Disease",https://www.jaspermemorialhospital.org/community-health-needs-assessment/,https://www.jaspermemorialhospital.org/community-health-needs-assessment/,N/A
6380653,Jeff Davis Hospital,163 South Tallahassee Street,Hazlehurst,31539-2921,GA,,Non-Profit,2022,Combination of counties and zip codes,Jeff Davis,"9601, 9602, 9603",N/A,"Poverty, Aging Community, Access to Health-Promoting Amenities and Resources in the Community, Unhealthy Behaviors (including smoking, physical inactivity, and sexual risk behaviors), Mental Health, Physical Health, Health Care Access","Mental Health, Addiction Related Services, Obesity",https://www.jeffdavishospital.org/docs/Jeff_Davis_Hospital_CHNA_2022.pdf,https://www.jeffdavishospital.org/docs/Jeff_Davis_Hospital_CHNA_2022.pdf,N/A
6389155,Jefferson Hospital,1067 Peachtree Street,Louisville,30434-1599,GA,,Non-Profit,2022,Combination of counties and places,Jefferson,N/A,Louisville,"Outreach Education, Specialist Access, Mental Health and Substance Abuse","Community Liaison & Educational Program, Expansion of Care Coordination/Wellness, Offer an Increased Variety of Specialty Services, Expand Existing Surgical/GI Services, Intensive Outpatient Program Expansion, expansion of Psychiatry Services, ",http://www.jeffersonhosp.com/wp-content/uploads/2022/12/Community-Health-Needs-Assessment-2022.pdf,http://www.jeffersonhosp.com/wp-content/uploads/2022/12/Community-Health-Needs-Assessment-2022.pdf,N/A
6380850,Jenkins County Medical Center,931 East Winthrope Avenue,Millen,30442-1839,GA,National Surgical Healthcare,For-Profit,N/A unable to find,,,,,,,,,
