ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Non-Profit_Status,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact,,
6420288,Community Mental Health Center,285 Bielby Road,Lawrenceburg,47025-1055,IN,,For-Profit,2019,List of Counties,"Dearborn, Ohio, Switzerland, Franklin, Ripley",N/A,N/A,"Substance Abuse, Mental Health, Access to Care/Services, Chronic Disease, Healthy Behaviors","Substance Abuse, Mental Health, Access to Care/Services, Chronic Disease, Healthy Behaviors",https://cmhcinc.org/wp-content/uploads/2019/12/2019-Community-Health-Needs-Assessment.pdf,https://cmhcinc.org/wp-content/uploads/2019/12/2019-Community-Health-Needs-Assessment.pdf,N/A,,
6421460,Daviess Community Hospital,1314 East Walnut Street,Washington,47501-2860,IN,Ascension Healthcare,Non-Profit,2022,Combination of counties and zip codes,Daviess,"47501, 47558, 47519, 47568, 47529, 47562",N/A,"Mental health, Cost of care, Housing","Mental health, Cost of care, Housing",https://www.dchosp.org/images/Daviess-2022-CHNA-FINAL.pdf,https://www.dchosp.org/images/Daviess-2022-CHNA-FINAL.pdf,N/A,,
6420290,Deaconess Gateway Hospital,4007 Gateway Boulevard,Newburgh,47630-8947,IN,Deaconess Health System,Non-Profit,2022,List of Counties,Warrick,N/A,N/A,"COVID-19 Response, Mental/Behavioral Health, Access to Care, Obesity, Healthy Food Access","Behavioral Health, Access to Care, Exercise, Weight, Nutrition",https://www.deaconess.com/About-Us/Documents-About-Us/2022-CHNA-Warrick-County-08162022,https://www.deaconess.com/About-Us/Documents-About-Us/2022-CHNA-Warrick-County-08162022,CHNA@deaconess.com,,
6420320,Deaconess Midtown Hospital,600 Mary Street,Evansville,47710-1658,IN,Deaconess Health System,Non-Profit,2022,List of Counties,Vanderburgh ,N/A,N/A,"COVID-19 Response, Behavioral Health, Access to Care, Maternal Child Health, Exercise, Weight, Nutrition","Behavioral Health, Maternal Child Health, Exercise, Weight, Nutrition",https://www.deaconess.com/About-Us/Documents-About-Us/1_(FINAL)-Vanderburgh-County_2022-Community-Health,https://www.deaconess.com/About-Us/Documents-About-Us/1_(FINAL)-Vanderburgh-County_2022-Community-Health,CHNA@deaconess.com,,
6420530,Decatur County Memorial Hospital,720 North Lincoln Street,Greensburg,47240-1398,IN,,Non-Profit,2022,Combination of counties and zip codes,Decatur,"47225, 47240, 47244. 47261, 47263, 47272, 47283",N/A,"Childcare, Mental Health Services, Access to Broadband and Internet Providers, Transportation, Food Insecurity, Housing - safe and affordable, Poverty/Affordability of Services","Physical Activity, Nutrition and Weight, Diabetes, Substance Use, Mental Health, Cancer Care",https://www.dcmh.net/wp-content/uploads/Decatur-CHNA-Report-Only.pdf,https://www.dcmh.net/wp-content/uploads/Decatur-County-implementation-plan.pdf,amy.shearer@dcmh.net,,
6420085,DeKalb Health,1316 East Seventh Street,Auburn,46706-2515,IN,,Non-Profit,2022,List of Counties,DeKalb,N/A,N/A,"Mental Health Services, Substance Use Disorder Services, Access to Healthy Food, Access to Recreational Spaces, Access to Birth Control, Access to Primary Care Providers, Senior Services, Gun Safety, Health Insurance, Childcare","Mental Health, Obesity, Chronic Disease, Substance Use and Abuse, Cancer, Maternal & Child Health",https://www.parkview.com/media/file/2022%20DeKalb%20County%20CHNA.pdf,N/A,Jill.McAllister@parkview.com Sarah.GiaQuinta@parkview.com,,
6429157,Doctors NeuroPsychiatric Hospital and Research Institute,417 South Whitlock Street,Bremen,46506-1626,IN,NeuroPsychiatric Hospitals,For-Profit,N/A unable to find,,,,,,,,,,,
6421120,Dukes Memorial Hospital,275 West 12th Street,Peru,46970-1638,IN,"Community Health Systems, Inc.",For-Profit,2022,List of Counties,Miami,N/A,N/A,"Access to Healthcare, Cancer, Heat Disease and Stroke, Infant health and Family Planning, Injury and Violence, Mental Health, Nutrition, Physical Activity and Weight, Oral Health, Tobacco Use, Substance Abuse","Substance Abuse, Tobacco Use, Mental Health, nutrition and Physical Activity, Respiratory Diseases",https://www.logansportmemorial.org/UserFiles/File/2022%20PRC%20CHNA%20Report%20-%20Miami%20County%20IN%20Final.pdf,https://www.logansportmemorial.org/UserFiles/File/2022%20PRC%20CHNA%20Report%20-%20Miami%20County%20IN%20Final.pdf,N/A,,
6420033,Dupont Hospital,2520 East Dupont Road,Fort Wayne,46825-1675,IN,"Community Health Systems, Inc.",For-Profit,N/A unable to find,,,,,,,,,,,
6420270,Elkhart General Hospital,600 East Boulevard,Elkhart,46514-2499,IN,Beacon Health System,Non-Profit,2021,List of Counties,"Elkhart, LaPorte, St. Joseph, Marshall",N/A,N/A,"Mental Health, Chronic Disease, Healthcare Access, STD, immunizations and infectious disease, injury and violence prevention, overweight/obesity","Mental Health, Chronic Disease, Healthcare Access",https://impact.beaconhealthsystem.org/wp-content/uploads/2022/04/CI_2021_CHA_Annual_Report_232110_202203_v2.pdf,https://impact.beaconhealthsystem.org/wp-content/uploads/2022/10/2022-2024-CHNA-Implementation-Strategy-Summary.docx.pdf,N/A,,
6420620,Eskenazi Health,720 Eskenazi Avenue,Indianapolis,46202-5166,IN,,Public,N/A unable to find,,,,,,,,,,,
6429040,Evansville Psychiatric Children Center,3300 East Morgan Avenue,Evansville,47715-2232,IN,,Public,N/A unable to find,,,,,,,,,,,
6420360,Evansville State Hospital,3400 Lincoln Avenue,Evansville,47714-0146,IN,,Public,N/A unable to find,,,,,,,,,,,
6420609,Fairbanks,8102 Clearvista Parkway,Indianapolis,46256-4698,IN,,Non-Profit,2021,"Combination of counties, zip codes, and places","Marion, Hamilton","46037, 46038, 46060, 46216, 46219, 46220, 46226, 46229, 46235, 46236, 46250, 46256","Fisher, Noblesville","COVID-19 Pandemic; Maternal, Infant, and Child Health; Mental Health Status and Access to Mental Health Services; Obesity, Physical Inactivity, and Associated Chronic Disease; Social Determinants of Health, including: Poverty, Food Insecurity, Affordable Housing, Lack of Health Insurance, Educational Opportunities and Achievement; Substance Use Disorders, Alcohol Abuse, and Overdoses","Social Determinants of Health and health equity; Improving public health infrastructure; Improving health outcomes and reducing health disparities: Reduce rates of chronic disease, Address the opioid epidemic,  Improve birth outcomes and reduce infant mortality, Improved access to mental health services ",https://www.ecommunity.com/sites/default/files/uploads/2021-12/CHN_CHNA_Report_2021_1.pdf,https://www.ecommunity.com/sites/default/files/uploads/2021-12/CHN_CHNA_Report_2021_1.pdf,N/A,,
6420210,Fayette Regional Health System,1941 Virginia Avenue,Connersville,47331-2833,IN,Reid Health,Non-Profit,2019,List of Counties,"Wayne, Randolph, Fayette, Union, Franklin, Henry",N/A,N/A,"Access to Health Services, Cancer, Children's Health, Diabetes, Economy, Exercise, Nutrition & Weight, Heart Disease & Stroke, Low Income and Underserved, Mental Health & Mental Disorders, Older Adults & Aging, Substance Abuse, Transportation","Mental Health & Substance Misuse; Physical Activity, Nutrition & Weight; Adverse Childhood Experiences",https://www.reidcommunities.org/content/sites/reid/chna_reports/2019_Reid_Health_CHNA.pdf,https://www.reidcommunities.org/content/sites/reid/Implementation_Plan_FINAL.pdf,communitybenefit@reidhealth.org,,
6420478,Four County Counseling Center,1015 Michigan Avenue,Logansport,46947-1526,IN,,Unable to find,N/A unable to find,,,,,,,,,,,
6420477,Franciscan Health Carmel,12188B North Meridian Street,Carmel,46032-4840,IN,Franciscan Health,For-Profit,N/A unable to find,,,,,,,,,,,
6420220,Franciscan Health Crawfordsville,1710 Lafayette Road,Crawfordsville,47933-1099,IN,Franciscan Health,For-Profit,2022,Combination of counties and places,Montogomery ,N/A,"Crawfordsville, Alamo, Darlington, Ladoga, Linden, New Market, New Richmond, New Ross, Waveland, Waynetown, Wingate","Stress and COVID, Health Behaviors, Community Gaps and Resources, Social Cohesion, Victims of Violence, Behavioral Health, Substance Abuse, Access to healthcare","Poverty, sufficient income, economic development; Access to mental health or substance abuse treatment; Housing and related quality issues; Cancer, cardiovascular diseases, and other specific diseases; Tobacco; Unsafe sex, STIs, teen pregnancy prevention",https://www.franciscanhealth.org/community/community-health,https://www.franciscanhealth.org/community/community-health,Katharine.hill-johnson@franciscanalliance. org,,
6420225,Franciscan Health Crown Point,1201 South Main Street,Crown Point,46307-8483,IN,Franciscan Health,For-Profit,2022,Combination of counties and places,Lake,N/A,"Cedar Lake, Crown Point, Dyer, East Chicago, Gary, Griffith, Hammond, Highland, Hobart, Lake Station, Lowell, Merriville, Munster, New Chicago, St. John, Shererville, Schneider, Whiting","Poverty, Sufficient Income, Economic Development, Access to Mental Health or Substance Abuse Treatment, Housing and Related Quality Issues, Cancer, Cardiovascular Diseases, and Other Specific Diseases, Tobacco, Unsafe Sex, STIs, and Teen Pregnancy Prevention ","Social cohesion, Victims of violence, behavioral health, substance abuse, access to healthcare",https://www.franciscanhealth.org/community/community-health,https://www.franciscanhealth.org/community/community-health,Katharine.hill-johnson@franciscanalliance. org,,
6420250,Franciscan Health Dyer,24 Joliet Street,Dyer,46311-1799,IN,Franciscan Health,Non-Profit,2022,Combination of counties and places,Lake,N/A,"Cedar Lake, Crown Point, Dyer, East Chicago, Gary, Griffith, Hammond, Highland, Hobart, Lake Station, Lowell, Merriville, Munster, New Chicago, St. John, Shererville, Schneider, Whiting","Social Cohesion, victims of violence, behavioral health, substance abuse, access to healthcare","Social Cohesion, victims of violence, behavioral health, substance abuse, access to healthcare",https://media.franciscanhealth.org/-/community-benefit/lake_chna_2022-2024.pdf?rev=d32ce58e79db49c1a35b739950fb3431,https://media.franciscanhealth.org/-/community-benefit/lake_chna_2022-2024.pdf?rev=d32ce58e79db49c1a35b739950fb3431,Katharine.hill-johnson@franciscanalliance,,
6420007,Franciscan Health Hammond,5454 Hohman Avenue,Hammond,46320-1999,IN,Franciscan Health,Non-Profit,2022,Combination of counties and places,Lake,N/A,"Cedar Lake, Crown Point, Dyer, East Chicago, Gary, Griffith, Hammond, Highland, Hobart, Lake Station, Lowell, Merriville, Munster, New Chicago, St. John, Shererville, Schneider, Whiting","Social Cohesion, victims of violence, behavioral health, substance abuse, access to healthcare","Social Cohesion, victims of violence, behavioral health, substance abuse, access to healthcare",https://media.franciscanhealth.org/-/community-benefit/lake_chna_2022-2024.pdf?rev=d32ce58e79db49c1a35b739950fb3431,https://media.franciscanhealth.org/-/community-benefit/lake_chna_2022-2024.pdf?rev=d32ce58e79db49c1a35b739950fb3431,Katharine.hill-johnson@franciscanalliance,,
6420029,Franciscan Health Indianapolis,8111 South Emerson Avenue,Indianapolis,46237-8601,IN,Franciscan Health,Non-Profit,2022,"Combination of counties, zip codes, and places","Marion, Johnson","46107, 46113, 46183, 46201, 46202, 46203, 46204, 46205, 46206, 46207, 46208, 46209, 46210, 46211, 46213, 46214, 46216, 46217, 46218, 46219, 46220, 46221, 46222, 46223, 46224, 46225, 46226, 46227, 46228, 46229, 46234, 46235, 46236, 46237, 46239, 46240, 46241, 46250, 46254, 46256, 46259, 46260, 46268, 46278 ","Decatur, Perry, Franklin, Greenwood, Center Grove, Bargersville","Social cohesion, victims of violence, behavioral health, substance abuse, access to healthcare","Poverty, sufficient income, economic development, access to mental health/substance abuse treatment, housing related and quality issues, cancer, cardiovasular, and other specific diseases, tobacco, unsafe sex, STIs, teen pregnancy prevention",https://www.franciscanhealth.org/community/community-health,https://www.franciscanhealth.org/community/community-health,Katharine.hill-johnson@franciscanalliance. org.,,
6420441,Franciscan Health Lafayette East,1701 South Creasy Lane,Lafayette,47905-4972,IN,Franciscan Health,Non-Profit,2022,"Combination of counties, zip codes, and places",Tippecanoe,,,"Social Cohesion, Victims of Violence, Substance Abuse,  Access to Health Care, Behavioral Health","Social Cohesion, Victims of Violence, Substance Abuse,  Access to Health Care, Behavioral Health",https://www.franciscanhealth.org/community/community-health,https://www.franciscanhealth.org/community/community-health,Katharine.hill-johnson@franciscanalliance. org.,,
6420024,Franciscan Health Michigan City,301 West Homer Street,Michigan City,46360-4358,IN,Franciscan Health,Non-Profit,2022,"Combination of counties, zip codes, and places",LaPorte,,,"Social Cohesion, Victims of Violence, Substance Abuse,  Access to Health Care, Behavioral Health","Social Cohesion, Victims of Violence, Substance Abuse,  Access to Health Care, Behavioral Health",https://www.franciscanhealth.org/community/community-health,https://www.franciscanhealth.org/community/community-health,Katharine.hill-johnson@franciscanalliance. org.,,
6421030,Franciscan Health Mooresville,1201 Hadley Road,Mooresville,46158-1789,IN,Franciscan Health,Non-Profit,2022,Combination of counties and places,Morgan,N/A,"Bethany, Brooklyn, Martinsville, Monrovia, Mooresville, Morgantown, Paragon","Access to primary care, behavioral health, social cohesion, child insurance, housing, food insecurity, education, violence, tobacco, physical activity, substance abuse, motor vehicle deaths, cardiovascular disease, respiratory disease, cancer, diabetes, obesity, digestive diseases ","physical health, mental wellness, social well-being",https://www.franciscanhealth.org/community/community-health,https://www.franciscanhealth.org/community/community-health,Katharine.hill-johnson@franciscanalliance.org,,
6421180,Franciscan Health Rensselear,1104 East Grace Street,Rensselaer,47978-3296,IN,Franciscan Health,Non-Profit,2022,Combination of counties and zip codes,Jasper,"46310, 46341, 46374, 46392, 47922, 47943, 47946, 47948, 47957, 47959, 47977, 47978, 47995",N/A,"access to health care, access to mental health services, prenatal care, abuse and neglect services, social cohesion, sufficient income / liveable wage, housing, violence, unsafe diving, injury management, misuse of medication, physical activity, self-harm, tobacco, substance abuse, cardiovascular disease, child mortality, obesity, diabetes, injury, violence/self-harm trauma, suicide, cancer","physical health, mental wellness, social well-being",https://www.franciscanhealth.org/community/community-health,https://www.franciscanhealth.org/community/community-health,Katharine.hill-johnson@franciscanalliance.org,,
6420030,Franciscan Healthcare Munster,701 Superior Avenue,Munster,46321-4037,IN,Franciscan Health,Non-Profit,2022,Combination of counties and places,Lake,N/A,"Cedar Lake, Crown Point, Dyer, East Chicago, Gary, Griffith, Hammond, Highland, Hobart, Lake Station, Lowell, Merriville, Munster, New Chicago, St. John, Shererville, Schneider, Whiting","access to mental health services, navigation of services, access to primary care, food insecurity, employment, social cohesion, low wages, self-harm / violence, substance abuse, alcohol, unsafe sex, gun / homicides, nutrition, physical activity, tobacco, violent crime, infant mortality, child abuse / neglect, untreated mental health, overdose, diabetes, obesity, asthma, lead poisoning, victims of violence trauma","Physical health, mental wellness, social well-being ",https://www.franciscanhealth.org/community/community-health,https://www.franciscanhealth.org/community/community-health,Katharine.hill-johnson@franciscanalliance.org,,
6421170,Gibson General Hospital,1808 Sherman Drive,Princeton,47670-1043,IN,Deaconess Health System,Non-Profit,2018,"Combination of counties, zip codes, and places",Gibson ,"47612, 47613, 47616, 47619, 47633, 47639, 47640, 47647, 47648, 47649, 47654, 47660, 47665, 47666, 47670, 47725","Fort Branch, Francisco, Haubstadt, Hazleton, Mackey, Oakland City, Owensville, Patoka, Princeton, Somerville","Heart Disease, Diabetes, Injury, Obesity, Elevated and High Blood Pressure, Suicide, Stroke, Cancer ","Mental Health, Substance Abuse, Chronic Disease, Obesity",https://www.deaconess.com/About-Us/Documents-About-Us/2018-Gibson-County-CHNA,https://www.deaconess.com/About-Us/Documents-About-Us/2018-Gibson-County-CHNA,N/A,,
6421410,Good Samaritan Hospital,520 South Seventh Street,Vincennes,47591-1038,IN,,Non-Profit,2022,List of Counties,"Knox, Daviess, Gibson, Greene, Martine, Pike, Sullivan, Crawford, Lawrence, Richland, Wabash",N/A,N/A,"Obesity, Inactivity, Unhealthy Food, Access to Care, Substance Abuse","Obesity, Inactivity, Unhealthy Food, Access to Care, Substance Abuse",https://www.gshvin.org/documents/content/Good-Sam-CHNA-Final-12-2-2022.pdf,https://www.gshvin.org/documents/content/Good-Sam-CHNA-Final-12-2-2022.pdf,N/A,,
6420505,Goshen Health,200 High Park Avenue,Goshen,46526-4899,IN,,Non-Profit,2021,List of Counties,"Elkhart, LaGrange, Noble, Kosciusko",N/A,N/A,"Advocacy for seniors, Air pollution, Cancer, Cardiovascular health, Child absue, Child mortality, Combined/comorbid health issue, Culture and lifestyle, Diabetes treatment and prevention, Disinformation around health issues caused by political polarization, Family and social support, Formal education, Health education, Immigration health, Infant mortality, Insurance coverage, Insurance coverage, Lack of access to health care, Mental health, Nutrition, Obesity/Weight management, Physical fitness/Exercise, Poverty, Social Isolation, Substance abuse/Addictions, Teen births, Tobacco use/smoking, Transportation, Treatment of chronic diseases, Violence ","Mental health, Diabetes treatements and prevention, Poverty, Obesity/Weight management, Lack of access to health care, Substance absue/Addictions, Health education",https://goshenhealth.com/Goshenhealth.com/media/Document-Library/2021-Community-Health-Needs-Assessment-FINAL.pdf,https://goshenhealth.com/Goshenhealth.com/media/Document-Library/2021-Community-Health-Needs-Assessment-FINAL.pdf,N/A,,
6420289,Grant-Blackford Mental Health Center,505 North Wabash Avenue,Marion,46952-2608,IN,,Unable to find,N/A unable to find,,,,,,,,,,,
6420870,Greene County General Hospital,1185 North 1000 West,Linton,47441-5282,IN,,Unable to find,N/A unable to find,,,,,,,,,,,
6421330,Hamilton Center,620 Eighth Avenue,Terre Haute,47804-2744,IN,,Unable to find,N/A unable to find,,,,,,,,,,,
