ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Non-Profit_Status,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact,,
6920105,Coquille Valley Hospital,940 East Fifth Street,Coquille,97423-1699,OR,,Non-Profit,2021,Combination of counties and places,Coos,N/A,"Coos Bay, North Bend, Bandon, Coquille, Myrtle Point, Powers, Bridge, Dora, Norway, Estabrook, Broadbent, Fairview","Mental Health, Substance Abuse, Care & Protection of Youth & Vulnerable Adults, Access to Healthcare, Chronic Conditions","Mental Health, Substance Abuse, Care & Protection of Youth & Vulnerable Adults, Access to Healthcare, Chronic Conditions",https://www.cvhospital.org/community-health-needs-assessment-report/,https://www.cvhospital.org/wp-content/uploads/2021/11/10-28-2021-CHNA-Plan.pdf,info@cvhospital.org,,
6920165,Curry General Hospital,94220 Fourth Street,Gold Beach,97444-7756,OR,Curry Healty Network,Non-Profit,2021,"Combination of counties, zip codes, and places",Curry,"97415, 97444, 97465, 97450, 97476, 97406","Langlois, Sixes, Port Orford, Agness, Gold Beach, Brookings","Mental Health, Increased Access to Providers, Increase Education, Care Coordination","Improving access to affordable healthcare, providing recruitments and retention and preventative Screening ",https://www.curryhealthnetwork.com/docs/2021_CHNA_final.pdf,https://www.oregon.gov/oha/HPA/ANALYTICS/HospitalDocuments/Curry%20General%20Hospital%20CHIP%202018%20-%202020.pdf,N/A,,
6920110,Good Samaritan Regional Medical Center,3600 NW Samaritan Drive,Corvallis,97330-3737,OR,Samaritan Health Services,Non-Profit,2023,List of Counties,"Benton, Lincoln, Linn",N/A,N/A,"behavioral health services,Healthy food nutrition,housing, employment, supportive services,Reducing institutional discrimination"," Access to safe affordable 
housing,  Access to mental and behavioral 
health care,Transportation,Racism, discrimination,  
inequity,Access to healthy food.",https://www.samhealth.org/-/media/SHS/Documents/English/308-Community-Benefit/Community-Health-Needs-Assessments/2023/2023-gsrmc-chna-c.pdf?la=en&hash=0429DA4C1E0137C4BBF16E297AF0FFF5C8EA8571,https://www.samhealth.org/-/media/SHS/Documents/English/308-Community-Benefit/Community-Benefit-Plans/2020/2020%20GSRMC%20Community%20Benefit%20Plan%20308.pdf?la=en&hash=BF11ED22ADF548C35220B8158FA1C4E7546F5CA5,N/A,,
6920175,Good Shepherd Health Care System,610 NW 11th Street,Hermiston,97838-6601,OR,,Non-Profit,2021,List of Counties,"Umatilla, Morrow",N/A,N/A,"Access to health Services, Cancer, Diabetes, Heart Disease, Stroke, Infant health , Family Planning, Injury, Violence, Mental Health, Nutrition, Physical Activity , Weight, Potentially Disabling Condition, Respiratory Diseases, Substance Abuse, Tobacco Use, Coronaviruse , Disabilities, Chronic Kidney disease, oral health, sexual health","Mental health, respiratory diseases, Substance Abuse, Tobacco Use, Diabetes, Potentially Disabling Conditions, Nutrition, Physical activity, Weight, Heart Disease , Stroke, Cancer, Injury & violence, Access to Health Care Services, Infant Health & Family Planning,Coronaviruse , Disabilities, Chronic Kidney disease, oral health, sexual health",https://www.gshealth.org/wp-content/uploads/Umatilla_County_CHNA_2021_revised.pdf,https://www.gshealth.org/wp-content/uploads/2022_Community_Health_Improvment_Plan.pdf,N/A,,
6920210,Grande Ronde Hospital,900 Sunset Drive,La Grande,97850-1387,OR,,Non-Profit,2021,Combination of counties and places,Union,N/A,"La Grande, Elgin, Cove, Imbler, North Powder, Summerville, Union","Acess to health care coverage , access and utilization, preventive medicine, women’s health, men’s health, oral health, health status, sexual behavior, mental health, cardiovascular health, cancer, asthma, diabetes, quality of life social determinants of health, environmental health,  parenting","Chronic Disease, Social Determinants of Health, Mental/Behavioral Health",https://res.cloudinary.com/dpmykpsih/image/upload/grande-ronde-site-351/media/be5dcfe5ba184387b66ee1a578eefaeb/union-county-chna-4-19-22.pdf,https://res.cloudinary.com/dpmykpsih/image/upload/grande-ronde-site-351/media/be5dcfe5ba184387b66ee1a578eefaeb/union-county-chna-4-19-22.pdf,wkr01@grh.org,,
6920075,Harney District Hospital,557 West Washington Street,Burns,97720-1497,OR,Harney County Health District,Non-Profit,2022,"Combination of counties, zip codes, and places",Harney,"97710, 97720, 97721,97721, 97722, 97732, 97736,97738, 97758, 97917","Burns, Hines","Obesity/Diabetes/Chronic Illness, Child Abuse/Neglect/Trauma(Advance Childhood Experiences), Substance Abuse/Addiction(Drugs, Alcohol, and Tobacco), Mental Health(Mental illness/Depression and Suicide prevention)","Obesity/Diabetes/Chronic Illness, Child Abuse/Neglect/Trauma(Advance Childhood Experiences), Substance Abuse/Addiction(Drugs, Alcohol, and Tobacco), Mental Health(Mental illness/Depression and Suicide prevention)",https://www.harneydh.com/wp-content/uploads/2022/08/FINAL-2022-CHNA-REPORT.pdf,https://www.harneydh.com/wp-content/uploads/2022/08/FINAL-2022-CHNA-REPORT.pdf,info@harneydh.com,,
6920045,Kaiser Permanente Sunnyside Medical Center,10180 SE Sunnyside Road,Clackamas,97015-8970,OR,Kaiser Foundation Hospitals,Non-Profit,2022,List of Places,N/A,N/A,"West Portland, East Portland, Mid-Valley, South-Valley","Housing, Access to care, Mental & behavioral health, Income & Employment, Food insecurity","Housing,Access to care, Mental/Behavioral health, Income&employment,",https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/northwest-chna-2022.pdf,https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/northwest-is-2022.pdf,CHNA-communications@kp.org.,,
6920434,Kaiser Permanente Westside Medical Center,2875 NE Stucki Avenue,Hillsboro,97124-5806,OR,Kaiser Foundation Hospitals,Non-Profit,2022,List of Places,N/A,N/A,"West Portland, East Portland, Mid-Valley, South-Valley","Housing, Access to care, Mental & behavioral health, Income & Employment, Food insecurity","Housing,Access to care, Mental/Behavioral health, Income&employment,",https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/northwest-chna-2022.pdf,https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/northwest-is-2022.pdf,CHNA-communications@kp.org.,,
6920231,Lake District Hospital,700 South 'J' Street,Lakeview,97630-1679,OR,,Non-Profit,2021,List of Counties,Lake,N/A,N/A,"Early Learning/Childhood Health and Nutrition, Mental Health/Alcohol & Drug Services, Basic Services (Housing/Employment)","Early Learning/Childhood Health and Nutrition, Mental Health/Alcohol & Drug Services, Basic Services (Housing/Employment)",https://lakehealthdistrict.org/wp-content/uploads/2021/05/April-2021-Needs-Assessment-V-1.pdf,N/A,N/A,,
6920003,Legacy Emanuel Medical Center,2801 North Gantenbein Avenue,Portland,97227-1674,OR,Legacy Health,Non-Profit,2021,List of Counties,"Clackamas, Multnomah, Washington",N/A,N/A,"Discrimination and Racism; Truama;Chronic Conditions;Sexually Transmitted Infections; Access to Healthcare,Transportatio, and Resources; Community Representation, Culturally Responsive Care; Isolation"," Access to Health Care, Chronic Conditions, Health Equity",https://www.legacyhealth.org/-/media/Files/PDF/giving-and-support/Community-Benefit/FY-21-23-Emanuel-CHNA.pdf,https://www.legacyhealth.org/-/media/Files/PDF/giving-and-support/Community-Benefit/CHIPs/Legacy-Emanuel-CHIP-FY21-23-FINAL-2-w-links.pdf,CommunityBenefit@lhs.org,,
6920418,Legacy Good Samaritan Medical Center,1015 NW 22nd Avenue,Portland,97210-3099,OR,Legacy Health,Non-Profit,2021,List of Counties,"Clackamas, Multnomah, Washington",N/A,N/A,"Discrimination and Racism; Truama;Chronic Conditions;Sexually Transmitted Infections; Access to Healthcare,Transportatio, and Resources; Community Representation, Culturally Responsive Care; Isolation","Access to Health Care, Chronic Conditions, Health Equity",https://www.legacyhealth.org/-/media/Files/PDF/giving-and-support/Community-Benefit/CHIPs/Legacy-Good-Samaritan-CHIP-FY21-23-FINAL-2-w-links.pdf,https://www.legacyhealth.org/Giving-and-Support/community-engagement/CHNAs/GS-CHNA,CommunityBenefit@lhs.org,,
6920805,Legacy Meridian Park Medical Center,19300 SW 65th Avenue,Tualatin,97062-9741,OR,Legacy Health,Unable to find,2021,List of Counties,"Clackamas, Multnomah, Washington",N/A,N/A,"Access to Health Care, Chronic Conditions","Access to health services, community resources, financial support programs, chronic disease education, chronic disease coalitions and partnerships, culturally competent health services, workforce readiness, and economic security",https://www.legacyhealth.org/-/media/Files/PDF/giving-and-support/Community-Benefit/CHIPs/Legacy-Meridian-Park-CHIP-FY21-23-FINAL-2-w-links.pdf,https://www.legacyhealth.org/-/media/Files/PDF/giving-and-support/Community-Benefit/CHIPs/Legacy-Meridian-Park-CHIP-FY21-23-FINAL-2-w-links.pdf,N/A,,
6920173,Legacy Mount Hood Medical Center,24800 SE Stark,Gresham,97030-3378,OR,Legacy Health,Unable to find,2021,List of Counties,"Washington, Clackamas, Multnomah",N/A,N/A,"Access to financial counseling , Acknowledgment of mental health concerns that can keep individuals in a cycle of poverty,  Greater emphasis on affordable, low-cost preventive care and screening of mental health conditions, Increased capacity to provide emergency, temporary, and transitional shelter or alternative housing units to the many people in the region who are in need No-cost, school-based interventions and family-focused community center programs to provide access to resources to help community members establish and achieve economic stability, Access to mental health services and resources for residents who may not have health insurance, or who are culturally or geographically isolated, More community representation.","Access to Health Care, Access to community resources Chronic Conditions, Health Equity, Access to financial support programs, Chronic disease education, Chronic disease coalitions and partnerships, Culturally competent health services, Workforce readiness, Economic security",https://www.legacyhealth.org/-/media/Files/PDF/giving-and-support/Community-Benefit/FY-21-23-Mt-Hood-CHNA.pdf,https://www.legacyhealth.org/-/media/Files/PDF/giving-and-support/Community-Benefit/CHIPs/Legacy-Mount-Hood-CHIP-FY21-23-FINAL-2-w-links.pdf,CommunityBenefit@lhs.org,,
6920740,Legacy Silverton Medical Center,139 Breyonna Way,Silverton,97381,OR,Legacy Health,Unable to find,2020,Combination of zip codes and places,N/A," 97071,97381, 97301, 97302, 97303, 97305, 97306, 97362, 97038, 97317, 97373, 97026, 97375","Silverton, Woodburn, Mt. Angel, Scotts Mills, Gervais, Molalla, Salem","Access to Care, Behavioral Health, Social Determinants of Health","Access to health care, Behavioral health support, Economic stability, Education, Food environment/food Insecurity, Substance use, Primary and preventive care, Health coverage programs, Culturally competent health services, Integrated behavioral health services, Food security and healthy foods, Education and meaningful employment, Supportive housing services.",https://www.legacyhealth.org/-/media/Files/PDF/giving-and-support/Community-Benefit/Community-Benefit/2020-Legacy-Silverton-Community-Health-Needs-Assessment.pdf,https://www.legacyhealth.org/-/media/Files/PDF/giving-and-support/Community-Benefit/Community-Benefit/MAC-5052-SILV-0620-Silverton-CHIP-FINAL-w-links.pdf,CommunityBenefit@lhs.org,,
6920614,Lower Umpqua Hospital District,600 Ranch Road,Reedsport,97467-1795,OR,,Unable to find,2020,Combination of counties and places,"Douglas, Lane, Coos",N/A,"Ash valley, Gardiner, Lakeside, loon Lake, Reedsport, Scottsburg, Winchester Bay","Mental Health Care, More Affordable Health Care, Emergency Care, Family Practitioners, Satellite Facilities for Part-Time Specialists.","Mental Health Care, More Affordable Health Care, Emergency Care, Family Practitioners, Satellite Facilities for Part-Time Specialists.",https://www.oregon.gov/oha/HPA/ANALYTICS/HospitalDocuments/Lower%20Umpqua%20Hospital%20District%20CHNA%202020.pdf,https://www.oregon.gov/oha/HPA/ANALYTICS/HospitalDocuments/Lower%20Umpqua%20Hospital%20District%20CHNA%202020.pdf,N/A,,
6920741,McKenzie-Willamette Medical Center,1460 'G' Street,Springfield,97477-4197,OR,Quorum Health,Unable to find,N/A unable to find,,,,,,,,,,,
6920620,Mercy Medical Center,2700 Stewart Parkway,Roseburg,97471-1281,OR,CommonSpirit Health,Non-Profit,2022,List of Counties,Douglas ,N/A,N/A,"Behavioral Health ,Economy and Poverty, Access to Health Care Services, Healthy Food, Nutrition, and Physical Activity"," Behavioral Health, Access to Care 
and Healthy Food, Nutrition and Physical 
Activity",https://chimercyhealth.com/assets/dc_community_health_needs_assessment.2022_lowres.pdf,https://chimercyhealth.com/assets/2022/10/Community-Health-Improvement-Plan_2022_FINAL.pdf,t davidprice@chiwest.com,,
6920770,Mid-Columbia Medical Center,1700 East 19th Street,The Dalles,97058-3317,OR,,Public,2022,List of Counties,"Hood River, Wasco, Sherman, Gilliam, Wheeler",N/A,N/A,"Homelessness and housing instability, Behavioral health challenges and access, Economic insecurity, Access to health care services, Food insecurity, Chronic condition","Homelessness and Housing Instability, Access to Health Care Services, Chronic Conditions",https://mcmc.net/wp-content/uploads/2023/02/Columbia-Gorge-CHNA-2022-Final-Report.pdf,https://mcmc.net/wp-content/uploads/2023/02/MCMC-CHNA-Executive-Summary-2022.pdf, jasminh@mcmc.net,,
6920570,OHSU Hospital,3181 SW Sam Jackson Park Road,Portland,97239-3098,OR,Healthy Columbia Willamette Collaborative,Public,2019,List of Counties,"Washington, Multnomah, Clackamas",N/A,N/A,"Discrimination and Racism, Trauma, Behavioral Health , Chronic Conditions, Sexually Transmitted Infections, Access to Health Care,Transportation, and Resources, Isolation, Community Representation
","Discrimination and Racism, Trauma, Behavioral Health , Chronic Conditions, Sexually Transmitted Infections, Access to Health Care,Transportation, and Resources, Isolation, Community Representation",https://www.oregon.gov/oha/HPA/ANALYTICS/HospitalDocuments/Healthy%20Columbia%20Willamette%20Collaborative%202019%20CHNA.pdf,https://www.oregon.gov/oha/HPA/ANALYTICS/HospitalDocuments/Healthy%20Columbia%20Willamette%20Collaborative%202019%20CHNA.pdf,N/A,,
6920660,Oregon State Hospital,2600 Center Street NE,Salem,97301-2682,OR,,Public,N/A unable to find,,,,,,,,,,,
6920125,PeaceHealth Cottage Grove Community Medical Center,1515 Village Drive,Cottage Grove,97424-9700,OR,PeaceHealth,Unable to find,2022,Combination of counties and places,Lane ,N/A,"Creswell, Dexter, Cottage Grove ","Access to quality and appropriate care, improved community care and service coordination, Investment in housing availability, affordability and creative
solutions for families, focus on youth,
immigrants and other at-risk community members, culturally sensitive and supportive services, support services including childcare, access to healthy food and access to healthcare, investing in more community health workers, increased access to mental healthcare , increase access to substance abuse prevention","Expand knowledge, access,  engagement with Community Caregivers, Address food insecurities to enhance family wellbeing ,Address food insecurities to enhance child wellbeing, Increase education , access to treatment, prevention of dependency,  improve access to supportive housing",https://www.peacehealth.org/sites/default/files/2022-04/21-ADMIN-260410-ONet-Com-Health-Needs-Assess_Cottage%20Grove%20%284%29.pdf,https://www.peacehealth.org/sites/default/files/2022-02/chna_implementation_plan_cgmc_final_2-10-20.pdf,N/A,,
6920163,PeaceHealth Peace Harbor Medical Center,400 Ninth Street,Florence,97439-7398,OR,PeaceHealth,Unable to find,2022,List of Counties,Lane,N/A,N/A,"Access to improved health , access to improve service equity, crisis supportive service programming, preventative supportive service programming, wraparound behavioral health services, mental healthcare , substance abuse prevention, access to adequate temporary shelter affordable housing options, access to healthy, access to affordable food and promoting multiple entry points into the healthcare system, investing in community health workers, peer support specialists, navigators more traditional health worker roles","Acces to acute hospital care, primary care, specialty care services,  obstetrics, surgical care, cardiovascular care",https://www.peacehealth.org/sites/default/files/2022-04/21-ADMIN-260410-ONet-Com-Health-Needs-Assess_PeaceHarbor%20%286%29.pdf,https://www.peacehealth.org/sites/default/files/2022-04/21-ADMIN-260410-ONet-Com-Health-Needs-Assess_PeaceHarbor%20%286%29.pdf,N/A,,
6920051,PeaceHealth Sacred Heart Medical Center at RiverBend,3333 Riverbend Drive,Springfield,97477-8800,OR,PeaceHealth,Unable to find,2022,List of Counties,Lane,N/A,N/A,"Access to social justice, improved health equity, housing availability and affordability, support services, investing in more community health workers, access to mental healthcare ,substance abuse prevention","Access to high-quality, appropriate, integrated community care",https://www.peacehealth.org/sites/default/files/2022-04/21-ADMIN-260410-ONet-Com-Health-Needs-Assess_Riverbend%20%282%29.pdf,https://www.peacehealth.org/sites/default/files/2022-04/21-ADMIN-260410-ONet-Com-Health-Needs-Assess_Riverbend%20%282%29.pdf,N/A,,
6920160,PeaceHealth Sacred Heart Medical Center University District,1255 Hilyard Street,Eugene,97401-3700,OR,PeaceHealth,Non-Profit,2022,List of Counties,Lane,N/A,N/A,"Access to social justice, housing availability and affordability for families, childcare and access to healthy food and healthcare, investing in more community health workers, access to mental healthcare and substance abuse prevention","Access to social justice, housing availability and affordability for families, childcare and access to healthy food and healthcare, investing in more community health workers, access to mental healthcare and substance abuse prevention",https://www.peacehealth.org/sites/default/files/2022-04/21-ADMIN-260410-ONet-Com-Health-Needs-Assess_University-District%20%283%29.pdf,https://www.peacehealth.org/sites/default/files/2022-04/21-ADMIN-260410-ONet-Com-Health-Needs-Assess_University-District%20%283%29.pdf,N/A,,
6920172,Pioneer Memorial Hospital,564 East Pioneer Drive,Heppner,97836-7318,OR,Morrow country Health,Non-Profit,2021,Combination of counties and places,Morrow,N/A,"Boardman, Irrigon, Happner, Lone","Health Resources- (Access to urgent or extended hours care, communication and coordination, north county assisted living, school nurse, transportation, mobile dental van/access to oral health care services and visiting specialists), Health Status- (healthy lifestyle, illness and injury prevention, physical fitness infrastructure/ workout facility, alcohol/drugs/tobacco use, prenatal care, diabetes, cancer and safe water)","Provide education and/or programs to promote healthy lifestyles, improve communication and cordination among health service providers, and improve communication between health care providers and the community,Youth mental health,Alcohol/tobacco/drug use, meternal &family health needs, oral health, chronic disease, social determinants(housing and food), health workforce.",https://www.morrowcountyhealthdistrict.org/files/96433f3ff/CHA_FINAL_2021-1+%281%29.pdf,https://www.morrowcountyhealthdistrict.org/files/fb97c7b6d/2021-MCHD-Strategies.pdf,N/A,,
6920190,Providence Hood River Memorial Hospital,810 12th Street,Hood River,97031-1587,OR,Providence St. Joseph Health,Non-Profit,2022,Combination of counties and places,Hood River,N/A,Hood River,"Mental Health and Substance Use Disorder, Health Related Social Needs, Economic Security, Access to care and services","Social determinants of health resulting from poverty and inequity -- focus areas in housing, transportation, and food security; Chronic health conditions -- focus on prevention of obesity, diabetes, hypertension, and depression; Community mental health/well-being and substance use disorders -- focus on prevention, culturally responsive care and health education, social isolation, and community building; Access to health services -- focus on services navigation and coordination, culturally reponsive care and oral health",https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/pdfs/2022/2022-chna-providencehoodrivermemorialhospital.pdf?la=en&rev=85dca32426fc43fc8438cb702a50e742&hash=6C0986C87855B30071B66B0DF34FBCB8,https://www.providence.org/-/media/Project/psjh/providence/socal/Files/about/community-benefit/reports/2020-22-chip---providence-hood-river.pdf,Joseph.Ichter@providence.org,,
6920290,Providence Medford Medical Center,1111 Crater Lake Avenue,Medford,97504-6241,OR,Providence St. Joseph Health,Non-Profit,2022,List of Counties,"Jackson, Josephine",N/A,N/A,"Mental Health & Substance Use Disorder, Health Related Social Needs, Economic Security, Access to Care and Services","Mental Health & Substance Use Disorder, Health Related Social Needs, Economic Security, Access to Care and Services",https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/pdfs/2022/2022-chna-providencemedfordmedicalcenter.pdf?la=en&rev=6f5f8b2388e643b19aecb37a65f3f22a&hash=EEA378D40AEAAF7E6486FD90BFCBDECD,N/A,Joseph.Ichter@providence.org <Joseph.Ichter@providence.org>;,,
6920296,Providence Milwaukie Hospital,10150 SE 32nd Avenue,Milwaukie,97222-6516,OR,Providence St. Joseph Health,Non-Profit,2022,List of Counties,"Clackamas, Multnomah, Washington",N/A,N/A,"Mental Health & Substance Use Disorder, Health Related Social Needs, Economic Security, Access to Care and Services","Mental Health & Substance Use Disorder, Health Related Social Needs, Economic Security, Access to Care and Services",https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/pdfs/2022/2022-chna-providencemilwaukiehospital.pdf?la=en&rev=22ce365483424ec2b7957abb49bea750&hash=6072DEC77F7D9336980A3F875833B8DB,N/A,Joseph.Ichter@providence.org,,
6920315,Providence Newberg Medical Center,1001 Providence Drive,Newberg,97132-7485,OR,Providence St. Joseph Health,Non-Profit,2022,Combination of counties and places,Yamhill,N/A,Newberg,"Mental Health & Substance Use Disorder, Health Related Social Needs, Economic Security, Access to Care and Services","Mental Health & Substance Use Disorder, Health Related Social Needs, Economic Security, Access to Care and Services",https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/pdfs/2022/2022-chna-providencenewbergmedicalcenter.pdf?la=en&rev=a41c6b611daa42189a15d1cee5a409b9&hash=F42382A4BE44A47CBC7757E2D4982E12,N/A,Joseph.Ichter@providence.org,,
6920520,Providence Portland Medical Center,4805 NE Glisan Street,Portland,97213-2933,OR,Providence St. Joseph Health,Unable to find,2020,List of Counties,"Clackamas, Multnomah, Washington",N/A,N/A,"Social determinants of health resulting from poverty and inequity, Chronic health conditions, Community mental health/well-being and substance use disorders, Access to health services. ","Social determinants of health and well-being-Affordable housing, Healthy food access, Living wage jobs, Transportations, Chronic conditions- Diabetes, Obesity, Community mental health/well-being and substance use disorders-Access to mental health services, Substance use treatments, Community resillience, Access to care-Primary care, Dental, Culturally- responsive care",https://www.providence.org/-/media/Project/psjh/providence/socal/Files/about/community-benefit/pdfs/provportland2019chna.pdf,https://www.providence.org/-/media/Project/psjh/providence/socal/Files/about/community-benefit/reports/2020-22-chip---providence-portland.pdf,Joseph.Ichter@providence.org,,
